gid	gname	chr	start	end	logCPM	logFC.A1.A2	PV.A1.A2	FDR.A1.A2
MvSl-1064-A1-R4_A1g00016	MvSl-1064-A1-R4_A1	aMAT	31867	32715	1.0864422060585	1.7379156547396	0.000209823496953069	0.0065703267146942
MvSl-1064-A1-R4_A1g00021	MvSl-1064-A1-R4_A1	aMAT	39845	40120	5.13275239733752	1.06466876266519	8.98308279941785e-06	0.000401646592628697
MvSl-1064-A1-R4_A1g00073	MvSl-1064-A1-R4_A1	aMAT	160618	163050	5.10653433517982	-0.809204712641861	0.00186817465628159	0.0396909825910227
MvSl-1064-A1-R4_A1g00078	MvSl-1064-A1-R4_A1	aMAT	177417	178892	7.16485696064296	0.994373803023483	9.07859539638224e-05	0.00322487497341056
MvSl-1064-A1-R4_A1g00079	MvSl-1064-A1-R4_A1	aMAT	179366	179827	5.69381678750751	1.64832324175176	1.41909131302297e-09	1.09942876121874e-07
MvSl-1064-A1-R4_A1g00080	MvSl-1064-A1-R4_A1	aMAT	180716	185718	5.54438684730183	1.37347830477301	5.60738665149606e-10	4.45960918911461e-08
MvSl-1064-A1-R4_A1g00081	MvSl-1064-A1-R4_A1	aMAT	186136	186867	5.65817257028572	2.83564339117785	2.28628622241375e-29	5.70745952245343e-27
MvSl-1064-A1-R4_A1g00112	MvSl-1064-A1-R4_A1	aMAT	240393	243364	6.80573697094504	-5.95840826488845	1.47286578676154e-96	3.30916120640649e-93
MvSl-1064-A1-R4_A1g01138	MvSl-1064-A1-R4_A1	aMAT	407531	411380	5.51975986078324	-7.52377124334621	2.00127697746168e-105	8.99273809822404e-102
MvSl-1064-A1-R4_A1g01253	MvSl-1064-A1-R4_A1	aMAT	471540	472718	6.68199738680336	0.873749198130645	3.31396253732443e-05	0.0012948948401276
MvSl-1064-A1-R4_A1g00800	MvSl-1064-A1-R4_A1	aMAT	473140	476235	6.45655097347997	0.833162347014391	2.4119425780046e-05	0.000989777531896227
MvSl-1064-A1-R4_A1g00591	MvSl-1064-A1-R4_A1	aMAT	527848	528105	4.1360838514627	4.37955670588374	9.19140965732668e-28	2.11803073308705e-25
MvSl-1064-A1-R4_A1g00608	MvSl-1064-A1-R4_A1	aMAT	547576	548488	1.48142954425634	3.24367181867771	7.69396128294978e-06	0.000352783826785049
MvSl-1064-A1-R4_A1g00641	MvSl-1064-A1-R4_A1	aMAT	551158	551514	3.97905949891452	1.03971304956198	0.00055452535040119	0.015055949619503
MvSl-1064-A1-R4_A1g00246	MvSl-1064-A1-R4_A1	aMAT	578151	581054	6.48244974608904	-1.02832465334654	7.05910408590041e-08	4.46761749436528e-06
MvSl-1064-A1-R4_A1g00165	MvSl-1064-A1-R4_A1	aMAT	621126	622892	7.68294848917344	0.709760108091359	0.000471860214059523	0.0130079992139661
MvSl-1064-A1-R4_A1g00718	MvSl-1064-A1-R4_A1	aMAT	646353	651020	5.28044215206885	-1.04002528310331	4.9835580061654e-05	0.00187394292056102
MvSl-1064-A1-R4_A1g00254	MvSl-1064-A1-R4_A1	aMAT	651956	657345	4.82189801813731	1.92644776883202	2.86499224701465e-12	2.76856831440007e-10
MvSl-1064-A1-R4_A1g00168	MvSl-1064-A1-R4_A1	aMAT	713060	718328	4.71540822405249	2.09180191893992	8.47652763075085e-12	7.93526602266228e-10
MvSl-1064-A1-R4_A1g00648	MvSl-1064-A1-R4_A1	aMAT	718774	719371	6.5092447741432	-0.644498367083798	0.000642197299494524	0.0169250062479686
MvSl-1064-A1-R4_A1g01282	MvSl-1064-A1-R4_A1	aMAT	782234	783980	1.41251059528851	-6.35116170795067	3.87042496383713e-21	6.38166743832958e-19
MvSl-1064-A1-R4_A1g00400	MvSl-1064-A1-R4_A1	aMAT	838903	841231	4.78960088891019	1.08360369694814	0.000178500391188025	0.00570883635447251
MvSl-1064-A1-R4_A1g00389	MvSl-1064-A1-R4_A1	aMAT	882195	884498	5.87615938451629	1.91589782615179	3.05464088899085e-19	4.57534294489346e-17
MvSl-1064-A1-R4_A1g00383	MvSl-1064-A1-R4_A1	aMAT	889992	892373	6.11398911980085	-0.985947337832548	1.38099813822366e-05	0.000602477197486217
MvSl-1064-A1-R4_A1g01376	MvSl-1064-A1-R4_A1	aMAT	901642	902941	6.92659271292841	-0.864988348327237	3.26905262769179e-05	0.00128292471463171
MvSl-1064-A1-R4_A1g00624	MvSl-1064-A1-R4_A1	aMAT	904475	905581	7.54755591357945	0.837622360533409	4.74114793077823e-05	0.00179783529341367
MvSl-1064-A1-R4_A1g01038	MvSl-1064-A1-R4_A1	aMAT	912091	913460	8.13539375521105	-2.44806442371147	1.11291014150164e-14	1.20502692068376e-12
MvSl-1064-A1-R4_A1g01383	MvSl-1064-A1-R4_A1	aMAT	914330	919259	5.83918105129741	-1.24019886790372	2.82031830713637e-08	1.86369122251725e-06
MvSl-1064-A1-R4_A1g00230	MvSl-1064-A1-R4_A1	aMAT	919803	924298	7.9804517368985	-4.43910579084493	1.7040443998231e-64	1.91428087765128e-61
MvSl-1064-A1-R4_A1g00752	MvSl-1064-A1-R4_A1	aMAT	998707	1000561	3.81425180789797	5.12140393979034	3.59855184532082e-41	1.54000883018563e-38
MvSl-1064-A1-R4_A1g00594	MvSl-1064-A1-R4_A1	aMAT	1054963	1057437	5.50915630382225	1.05180485894182	2.15651452346045e-05	0.000901423070806466
MvSl-1064-A1-R4_A1g00745	MvSl-1064-A1-R4_A1	aMAT	1091186	1095689	6.69951283341632	-2.0160478506648	5.38652541275845e-26	1.12578381126652e-23
MvSl-1064-A1-R4_A1g01135	MvSl-1064-A1-R4_A1	aMAT	1098507	1099824	6.66473084493359	-1.2245430396532	3.59417340373261e-10	2.90998525940045e-08
MvSl-1064-A1-R4_A1g00635	MvSl-1064-A1-R4_A1	aMAT	1111101	1112366	3.91172289357057	3.51827206355142	7.54769215478751e-17	9.83059556450367e-15
MvSl-1064-A1-R4_A1g00241	MvSl-1064-A1-R4_A1	aMAT	1112670	1116562	7.6253632456739	-0.658064511783454	0.00116721646597049	0.027388444855553
MvSl-1064-A1-R4_A1g00242	MvSl-1064-A1-R4_A1	aMAT	1116801	1118832	5.6787001043468	-0.637006835211749	0.00199944249129462	0.041885756804813
MvSl-1064-A1-R4_A1g00270	MvSl-1064-A1-R4_A1	aMAT	1119790	1125248	5.49077257832071	1.171439678022	2.06302280655942e-07	1.22784012997017e-05
MvSl-1064-A1-R4_A1g00269	MvSl-1064-A1-R4_A1	aMAT	1131484	1132443	7.74940224479133	4.65574829004119	1.91811001876225e-59	1.56709588532876e-56
MvSl-1064-A1-R4_A1g00763	MvSl-1064-A1-R4_A1	aMAT	1134595	1135956	2.8754087735339	1.21925733012818	0.00152049736534004	0.0338852177835402
MvSl-1064-A1-R4_A1g00292	MvSl-1064-A1-R4_A1	aMAT	1148624	1150396	6.89007008233695	0.908007407615115	5.46733987144771e-06	0.000257251222118851
MvSl-1064-A1-R4_A1g00326	MvSl-1064-A1-R4_A1	aMAT	1176446	1176679	4.22969206637308	-12.5221633376205	8.95483854622376e-72	1.34128556691522e-68
MvSl-1064-A1-R4_A1g01404	MvSl-1064-A1-R4_A1	aMAT	1176877	1180058	3.63402821080255	6.29021470965447	1.05419298911641e-47	6.31602159545945e-45
MvSl-1064-A1-R4_A1g01137	MvSl-1064-A1-R4_A1	aMAT	1185421	1186806	6.67707898777906	0.635765398444037	0.000713275045225586	0.0183673433565683
MvSl-1064-A1-R4_A1g01136	MvSl-1064-A1-R4_A1	aMAT	1186986	1189109	3.75161444831922	3.95083034236468	1.02881488399754e-24	1.96722539627359e-22
