MvSl-1064-A1-R4_A1g01392	Black	OldStrata	380085	382864	5.351514336	-0.243712597	0.295023142	0.881068661	5.224618001	5.225721181	5.669991661	5.233398878	1213	1207	1.004971002	NON	3642	3624	1.004966887
MvSl-1064-A1-R4_A1g01393	Black	OldStrata	406221	406733	6.058514993	0.3978728	0.039886366	0.32537075	6.276439743	6.209150629	5.828172275	5.863410803	401	471	0.851380042	NON	1206	1416	0.851694915
MvSl-1064-A1-R4_A1g00209	Black	OldStrata	407531	411380	5.175905523	0.161720777	0.465234984	0.976188214	5.288817169	5.2184361	5.127981921	5.056567152	621	580	1.070689655	NON	1866	1743	1.070567986
MvSl-1064-A1-R4_A1g00772	Blue	OldStrata	468377	470856	3.861082663	-0.447897559	0.206911815	0.775828557	3.284267261	3.896886764	4.448895182	3.547374168	343	360	0.952777778	NON	1032	1083	0.952908587
MvSl-1064-A1-R4_A1g01388	Black	OldStrata	471540	472718	5.487450676	0.406271174	0.165257861	0.705827465	5.509930304	5.823861874	5.673000739	4.708103104	748	858	0.871794872	NON	2247	2577	0.871944121
MvSl-1064-A1-R4_A1g00800	Black	OldStrata	545893	546933	6.752547647	-0.134687097	0.481759538	0.97871377	6.624840757	6.740403528	6.960959612	6.659931901	445	457	0.973741794	NON	1338	1374	0.973799127
MvSl-1064-A1-R4_A1g00726	Black	OldStrata	578151	581054	7.513339964	-0.323750225	0.12374545	0.62870495	7.278579222	7.403904908	7.818120189	7.496270889	261	270	0.966666667	NON	786	813	0.966789668
MvSl-1064-A1-R4_A1g00120	Black	OldStrata	581878	584313	3.552212945	0.688411074	0.023179534	0.221340504	4.027847453	3.64850709	3.174771955	3.161047934	557	530	1.050943396	NON	1674	1593	1.050847458
MvSl-1064-A1-R4_A1g00281	Black	OldStrata	679143	681507	6.155642993	0.0839626	0.704406304	0.999949922	6.403499488	5.955665829	5.943556501	6.264828172	1324	1289	1.027152832	NON	3975	3870	1.027131783
MvSl-1064-A1-R4_A1g00647	Black	OldStrata	741065	742055	7.480054117	-0.06376242	0.789980705	0.999949922	7.337101654	7.550715026	7.792408492	7.162424356	286	225	1.271111111	NON	861	678	1.269911504
MvSl-1064-A1-R4_A1g00778	Black	OldStrata	742628	743237	4.875832498	0.389977485	0.140933054	0.653242946	5.040060429	5.072534401	4.316612205	4.950354127	827	826	1.001210654	NON	2484	2481	1.00120919
MvSl-1064-A1-R4_A1g01378	Black	OldStrata	904475	905581	3.396969862	0.304490218	0.383442617	0.939269608	3.910324651	3.036564524	3.166255211	3.304311598	156	80	1.95	NON	471	243	1.938271605
MvSl-1064-A1-R4_A1g00568	Black	OldStrata	925930	927977	5.23731927	0.298654805	0.204575139	0.772347889	5.546862691	5.187057414	4.955833706	5.194972226	131	68	1.926470588	NON	396	207	1.913043478
MvSl-1064-A1-R4_A1g00575	Black	OldStrata	928859	929481	6.510301587	-0.417508294	0.033652289	0.286262109	6.318909892	6.254375961	6.559785474	6.835346907	991	994	0.996981891	NON	2976	2985	0.996984925
MvSl-1064-A1-R4_A1g00576	Black	OldStrata	983405	984033	3.929640284	-0.156106697	0.619746186	0.994463625	4.05681556	3.610053206	3.660451974	4.284789214	161	136	1.183823529	NON	486	411	1.182481752
MvSl-1064-A1-R4_A1g00757	Black	OldStrata	985209	987129	1.462713103	-0.038444163	0.930743024	0.999949922	1.708122203	1.120367994	1.851513874	0.977053557	297	284	1.045774648	NON	894	855	1.045614035
MvSl-1064-A1-R4_A1g00751	Black	OldStrata	1054963	1057437	8.124435473	-0.32701583	0.142517992	0.656156805	8.026807877	7.872705603	8.227208051	8.328461098	972	971	1.001029866	NON	2919	2916	1.001028807
MvSl-1064-A1-R4_A1g00749	Black	OldStrata	1108286	1110870	6.600892322	-0.432980787	0.208677142	0.7774405	6.849587051	5.642511478	6.35300888	7.142930696	1116	1110	1.005405405	NON	3351	3333	1.00540054
MvSl-1064-A1-R4_A1g00241	Black	OldStrata	1132727	1134319	7.200292797	0.569678864	0.003608728	0.051746004	7.358865128	7.548537996	6.883192877	6.891828089	346	342	1.011695906	NON	1041	1029	1.011661808
MvSl-1064-A1-R4_A1g00144	Black	OldStrata	1162650	1164414	6.389208762	-0.412659961	0.053566618	0.391068336	6.049220668	6.279096298	6.790641832	6.335225637	157	160	0.98125	NON	474	483	0.98136646
MvSl-1064-A1-R4_A1g01369	Black	OldStrata	1164814	1164982	9.018867889	0.659905903	0.015634871	0.164811973	9.092340452	9.501349351	8.701597015	8.599615153	631	609	1.036124795	NON	1896	1830	1.036065574
MvSl-1064-A1-R4_A1g01368	Black	OldStrata	1166037	1167381	5.968992551	-0.173537055	0.480396082	0.97871377	6.058458009	5.676137919	5.705692872	6.333261228	1872	1851	1.011345219	NON	5619	5556	1.011339093
MvSl-1064-A1-R4_A1g01367	Black	OldStrata	1174940	1175619	3.931856578	0.242412729	0.387643108	0.941274886	4.069054591	4.023505511	3.629806773	3.962692591	542	581	0.932874355	NON	1629	1746	0.932989691
