MvSl-1064-A1-R4_MC01-1g01710	Auto	Auto	21189	21699	3.903693828	0.681156019	0.051892779	0.382111428	3.910324651	4.441530415	3.915483842	2.982050958	218	213	1.023474178	NON	657	642	1.023364486
MvSl-1064-A1-R4_MC01-1g01819	Auto	Auto	141979	143914	6.180382369	-0.099808237	0.610863074	0.993007798	6.248013643	6.000951258	6.201828537	6.256559574	765	787	0.972045743	NON	2298	2364	0.972081218
MvSl-1064-A1-R4_MC01-1g01906	Auto	Auto	252903	254669	6.588161536	0.099866244	0.592028225	0.993007798	6.657628645	6.616324886	6.545900699	6.528749632	913	926	0.985961123	NON	2742	2781	0.985976268
MvSl-1064-A1-R4_MC01-1g02108	Auto	Auto	522453	522665	5.6485686	-0.131409701	0.569281027	0.993007798	5.735284233	5.409679522	5.468258913	5.922095705	345	346	0.997109827	NON	1038	1041	0.997118156
MvSl-1064-A1-R4_MC01-1g02165	Auto	Auto	612588	614316	5.996172506	-0.041967475	0.833200121	0.999949922	5.860267628	6.081457894	5.996162055	6.03758959	640	619	1.033925687	NON	1923	1860	1.033870968
MvSl-1064-A1-R4_MC01-1g02171	Auto	Auto	633933	636064	6.02844979	0.256309123	0.208996446	0.778126022	6.264959106	6.02620441	5.787102009	5.994734143	359	267	1.344569288	NON	1080	804	1.343283582
MvSl-1064-A1-R4_MC01-1g02196	Auto	Auto	688515	689138	9.482609603	0.077736071	0.819395579	0.999949922	9.837942867	9.114092102	9.072741097	9.737749897	3145	3144	1.000318066	NON	9438	9435	1.000317965
MvSl-1064-A1-R4_MC01-1g02246	Auto	Auto	815658	818908	9.232815794	-0.372216139	0.199583522	0.764101896	8.880529907	9.174162329	9.625694588	9.149015542	784	768	1.020833333	NON	2355	2307	1.020806242
MvSl-1064-A1-R4_MC01-1g02322	Auto	Auto	989393	997185	7.538867591	-0.465700454	0.03798535	0.314362788	7.166761842	7.399080022	7.958527636	7.513288455	288	289	0.996539792	NON	867	870	0.996551724
MvSl-1064-A1-R4_MC01-1g02323	Auto	Auto	998570	998722	5.507346029	-0.392716539	0.124446465	0.628778266	5.163148622	5.422416689	5.988935893	5.313303401	756	674	1.121661721	NON	2271	2025	1.121481481
MvSl-1064-A1-R4_MC01-1g02571	Auto	Auto	1591896	1593283	4.610144773	-0.041696789	0.864309383	0.999949922	4.536810227	4.639975762	4.5861128	4.674360356	120	121	0.991735537	NON	363	366	0.991803279
MvSl-1064-A1-R4_MC01-1g02627	Auto	Auto	1719869	1724582	4.737306757	-0.001186081	0.996391362	0.999949922	4.433310181	4.987233854	4.731750109	4.744035039	497	495	1.004040404	NON	1494	1488	1.004032258
MvSl-1064-A1-R4_MC01-1g02651	Auto	Auto	1777882	1779533	6.572421981	-0.45980063	0.053252955	0.389776978	6.593410255	5.994568292	6.567082492	6.972923979	523	531	0.984934087	NON	1572	1596	0.984962406
MvSl-1064-A1-R4_MC01-1g02798	Auto	Auto	2151238	2154733	0.801145236	0.236688272	0.689441769	0.999949922	0.410975968	1.268807313	1.348089211	-0.621320598	240	244	0.983606557	NON	723	735	0.983673469
MvSl-1064-A1-R4_MC01-1g02909	Auto	Auto	2505946	2508327	2.478678227	0.724884519	0.039324621	0.32170927	2.575632427	2.968715681	2.012211966	2.132723103	2177	2182	0.997708524	NON	6534	6549	0.997709574
MvSl-1064-A1-R4_MC01-2g03154	Auto	Auto	3020115	3023750	7.457093905	-0.271873775	0.183475973	0.741637012	7.299939105	7.329780485	7.704337949	7.458470809	295	336	0.87797619	NON	888	1011	0.878338279
MvSl-1064-A1-R4_MC02g03208	Auto	Auto	100272	102672	5.038660351	0.110987309	0.625784668	0.99817153	5.072844224	5.112382777	5.042148525	4.919262268	414	387	1.069767442	NON	1245	1164	1.069587629
MvSl-1064-A1-R4_MC02g03219	Auto	Auto	126244	126889	3.779097072	-0.255050956	0.410593436	0.95390215	3.498506124	3.782982452	4.16670089	3.574236495	364	378	0.962962963	NON	1095	1137	0.963060686
MvSl-1064-A1-R4_MC02g03567	Auto	Auto	943327	944277	4.35899766	0.27829001	0.328168561	0.904108696	4.660594241	4.296856705	3.930649193	4.449811446	344	381	0.902887139	NON	1035	1146	0.903141361
MvSl-1064-A1-R4_MC02g03570	Auto	Auto	947247	953348	1.506815439	0.512094175	0.23645111	0.813139837	2.008470668	1.377457876	0.849294503	1.537188382	1729	1730	0.999421965	NON	5190	5193	0.999422299
MvSl-1064-A1-R4_MC02g03580	Auto	Auto	976078	980432	3.117091005	0.205785102	0.525376663	0.987024516	3.325661072	3.093422598	2.787476114	3.204680919	604	586	1.030716724	NON	1815	1761	1.030664395
MvSl-1064-A1-R4_MC02g03759	Auto	Auto	1409980	1410630	6.544301325	0.015847224	0.933582491	0.999949922	6.535785018	6.568421736	6.63037236	6.435687961	287	262	1.095419847	NON	864	789	1.095057034
