gid	gname	chr	start	end	logCPM	logFC.A1.A2	PV.A1.A2	FDR.A1.A2	A1_1	A1_2	A2_1	A2_2	average	ward.D
MvSl-1064-A1-R4_A1g00014	MvSl-1064-A1-R4_A1	aMAT	27672	29826	3.9637136470215	1.65082818478601	4.9082053796187e-07	1.64101742140632e-05	4.45281180468882	4.67251972125265	2.46214972342406	3.27997165770889	2	2
MvSl-1064-A1-R4_A1g00015	MvSl-1064-A1-R4_A1	aMAT	31145	31816	4.70584628154686	2.42438811095311	1.77140372364418e-15	1.57003188524878e-13	5.34781662686843	5.56666357270191	2.57842536916232	3.40542575630397	2	2
MvSl-1064-A1-R4_A1g00016	MvSl-1064-A1-R4_A1	aMAT	31867	32715	1.80098301005769	2.67532304236676	4.01488207976867e-10	2.02794715803369e-08	2.53083110398226	2.66263648848759	-0.513856169484479	0.436301109546474	2	2
MvSl-1064-A1-R4_A1g00029	MvSl-1064-A1-R4_A1	aMAT	59218	59891	7.24446460949371	-4.46440770236495	6.54912855323106e-76	6.83656252862287e-73	3.72137565832132	3.72743925895147	8.34042080007888	7.99746629980752	1	1
MvSl-1064-A1-R4_A1g00030	MvSl-1064-A1-R4_A1	aMAT	60303	60627	8.44875633747246	-2.45912628615165	1.27420008210083e-22	1.63987805086813e-20	6.64481116075566	6.84631002308185	9.28468754334649	9.12533617329117	1	1
MvSl-1064-A1-R4_A1g00043	MvSl-1064-A1-R4_A1	aMAT	84266	84457	-1.03547069274615	2.87318730658852	0.000309934810435064	0.00630267866674767	-0.317737960839813	-0.264711568824362	-2.38386490464614	-2.38092321045204	2	2
MvSl-1064-A1-R4_A1g00073	MvSl-1064-A1-R4_A1	aMAT	160618	163050	5.07970881026946	-0.807759251434406	0.00172031278662089	0.0274403032772552	4.85457436547179	4.34084880432921	5.26108079353029	5.57328702723203	1	1
MvSl-1064-A1-R4_A1g00078	MvSl-1064-A1-R4_A1	aMAT	177417	178892	7.13934374823402	0.996162498526253	9.90020045979257e-05	0.00227414140146091	7.32536730207076	7.74994656545885	6.15726004288108	6.87097533495232	2	2
MvSl-1064-A1-R4_A1g00079	MvSl-1064-A1-R4_A1	aMAT	179366	179827	5.67137068628614	1.65215229945506	6.81682685505159e-10	3.37074148964262e-08	6.57531189419575	5.89212929448891	4.82568318236255	4.39229606074119	2	2
MvSl-1064-A1-R4_A1g00080	MvSl-1064-A1-R4_A1	aMAT	180716	185718	5.51946193956248	1.37179094604666	5.83693762454342e-10	2.90148301495161e-08	6.1923327437322	5.88958236954638	4.64012744076738	4.71923558176474	2	2
MvSl-1064-A1-R4_A1g00081	MvSl-1064-A1-R4_A1	aMAT	186136	186867	5.64444746914413	2.76928426216057	2.85908072298587e-28	4.63121782628487e-26	6.65258921629248	6.21051799053631	3.86546528790564	3.48537951610994	2	2
MvSl-1064-A1-R4_A1g00106	MvSl-1064-A1-R4_A1	aMAT	192447	192848	2.14582990121122	-1.34583305735057	0.00174979482336324	0.0278161122935663	1.24554128798527	1.41442811258283	3.08242785537737	2.01684748965112	1	1
MvSl-1064-A1-R4_A1g00118	MvSl-1064-A1-R4_A1	aMAT	3139638	3144611	5.16307716827747	-1.39442889809707	8.11872572287786e-10	3.95209472364961e-08	4.28681570698764	4.32208260377575	5.73069048841349	5.65800433663751	1	1
MvSl-1064-A1-R4_A1g00154	MvSl-1064-A1-R4_A1	aMAT	2689352	2692677	5.17635167109105	0.913796724435932	5.7581327649211e-05	0.00139068527831449	5.46905617706806	5.65028629350618	4.58280973343806	4.71668949994203	2	2
MvSl-1064-A1-R4_A1g00165	MvSl-1064-A1-R4_A1	aMAT	621126	622892	7.31190914190453	0.805106388995889	5.04515717479507e-05	0.00124407484664566	7.68221312213974	7.6356650446589	6.80767246675156	6.89987969467651	2	2
MvSl-1064-A1-R4_A1g00168	MvSl-1064-A1-R4_A1	aMAT	718774	719371	3.61167198533772	1.46817579180718	5.6255403391001e-05	0.0013621636980888	4.45637109980735	3.81056936609347	3.05859983316218	2.26006095491987	2	2
MvSl-1064-A1-R4_A1g00230	MvSl-1064-A1-R4_A1	aMAT	919803	924298	5.20518207389241	-1.39813330732344	4.02203517611388e-09	1.80799141050669e-07	4.51557305498899	4.14974347457653	5.80775739080399	5.6646244409603	1	1
MvSl-1064-A1-R4_A1g00242	MvSl-1064-A1-R4_A1	aMAT	1134595	1135956	5.96974632249783	-0.663690524847673	0.000965650243115746	0.0172149602164562	5.70277281630156	5.48971399393307	6.23284243389323	6.29204932876337	1	1
MvSl-1064-A1-R4_A1g00246	MvSl-1064-A1-R4_A1	aMAT	616404	620052	6.77929510596749	-1.48575619529419	1.46874675706167e-15	1.31417864596137e-13	5.89470001111656	5.81100561085344	7.35029753856906	7.32496342211995	1	1
MvSl-1064-A1-R4_A1g00252	MvSl-1064-A1-R4_A1	aMAT	2519820	2520678	1.42719989699947	3.14384929976907	7.34689479828054e-13	5.15105049476461e-11	2.19816730463498	2.35818051258561	-0.718218638248739	-0.607255825836861	2	2
MvSl-1064-A1-R4_A1g00254	MvSl-1064-A1-R4_A1	aMAT	651956	657345	4.78271323314515	1.93458408076778	1.59828550013477e-12	1.08028001969541e-10	5.60834741538499	5.27037114027846	3.7511864451383	3.252110603116	2	2
MvSl-1064-A1-R4_A1g00269	MvSl-1064-A1-R4_A1	aMAT	1139524	1144406	6.33320192858938	3.93494120936142	5.41108910539717e-54	2.82428789695591e-51	7.21466029831662	7.270529749302	3.62165994044723	2.93918041957963	2	2
MvSl-1064-A1-R4_A1g00270	MvSl-1064-A1-R4_A1	aMAT	1136196	1138565	5.46585544561997	1.17407991597117	1.71652240256967e-07	6.10860908035684e-06	5.93224763818523	5.94214574554544	4.92346993205361	4.58887108388208	2	2
MvSl-1064-A1-R4_A1g00283	MvSl-1064-A1-R4_A1	aMAT	2725136	2725813	4.48027462970319	-4.24417038474197	6.34347810786913e-43	2.48320736764293e-40	1.43062974258338	0.950296969834895	5.48914370567651	5.29813649347799	1	1
MvSl-1064-A1-R4_A1g00292	MvSl-1064-A1-R4_A1	aMAT	1153924	1156082	6.86538433250232	0.910274596714288	6.62490633113384e-06	0.000185241056491079	7.11120994282134	7.37664449494506	6.17860423577799	6.48617582249732	2	2
MvSl-1064-A1-R4_A1g00312	MvSl-1064-A1-R4_A1	aMAT	1486271	1487768	8.4675310383582	3.60644610014302	1.25080269907997e-35	2.79792651377531e-33	9.06802351526139	9.59240225675654	5.84769962977202	5.6446722918989	2	2
MvSl-1064-A1-R4_A1g00349	MvSl-1064-A1-R4_A1	aMAT	1701948	1703146	10.8762521152738	-2.40698184679188	2.70683613886946e-10	1.42869244520666e-08	9.39140982332581	9.02581691633343	11.8312769804246	11.3888527428594	1	1
MvSl-1064-A1-R4_A1g00350	MvSl-1064-A1-R4_A1	aMAT	1608112	1609203	4.65131555788745	-0.89635837926358	0.000707928324292452	0.0131964019974754	4.06231058326399	4.20405061373311	4.74835274998354	5.26192208849284	1	1
MvSl-1064-A1-R4_A1g00383	MvSl-1064-A1-R4_A1	aMAT	893809	894012	2.9480234513815	-1.95302442232316	2.05662520091103e-06	6.37689563120763e-05	2.0923399474043	1.09880768406353	3.856280287268	3.28685365577628	1	1
MvSl-1064-A1-R4_A1g00384	MvSl-1064-A1-R4_A1	aMAT	893412	893740	-1.30201958229287	-3.18129019178556	0.00103211040794226	0.0181926403050985	-2.70660846597326	-2.72288255666202	-0.334882984582034	-1.08723950603352	1	1
MvSl-1064-A1-R4_A1g00400	MvSl-1064-A1-R4_A1	aMAT	841678	844038	4.76285396421061	1.08590487372346	0.000145950697866288	0.00321125715797137	5.3439788116999	5.05542914076895	4.44255893674546	3.71702982281558	2	2
MvSl-1064-A1-R4_A1g00448	MvSl-1064-A1-R4_A1	aMAT	3110528	3114459	6.74678419224362	2.20574104337388	1.49304106898719e-25	2.22652711795788e-23	7.27737745443883	7.62957272133521	5.387605649551	5.12269453768332	2	2
MvSl-1064-A1-R4_A1g00481	MvSl-1064-A1-R4_A1	aMAT	641110	646152	3.21005697188009	-1.39657357160885	2.50936532999117e-05	0.000656698809896018	2.55759010021949	2.11822235751859	3.79990730567057	3.66515364982639	1	1
MvSl-1064-A1-R4_A1g00495	MvSl-1064-A1-R4_A1	aMAT	3171155	3174630	6.43360277958289	1.95713613545696	1.106773794063e-23	1.46452673172139e-21	7.14413519416469	7.06184789638216	5.11277382732484	5.18480542338037	2	2
MvSl-1064-A1-R4_A1g00516	MvSl-1064-A1-R4_A1	aMAT	2776699	2777667	8.63693180202549	0.957292256530985	0.000188891016046694	0.00401760170511736	8.83923924618927	9.21201666905631	8.00157216325562	8.15551019609773	2	2
MvSl-1064-A1-R4_A1g00522	MvSl-1064-A1-R4_A1	aMAT	1399296	1400598	1.43479933933616	4.75073172587494	3.93074674521874e-18	4.14936692936293e-16	2.19816730463498	2.56386094487179	-2.78244462609714	-1.23713135383971	2	2
MvSl-1064-A1-R4_A1g00524	MvSl-1064-A1-R4_A1	aMAT	1396587	1398849	-1.5152682953451	6.43932640476193	5.10221838086277e-06	0.000145258611176381	-0.910900353012388	-0.458758263689732	-3.33504431785987	-3.33504431785987	2	2
MvSl-1064-A1-R4_A1g00542	MvSl-1064-A1-R4_A1	aMAT	1378554	1381105	5.74506894733076	-1.13158546548005	6.1314312993864e-08	2.37056778015371e-06	5.1311083685599	5.00925097662199	6.22394315735609	6.17729404508556	1	1
MvSl-1064-A1-R4_A1g00546	MvSl-1064-A1-R4_A1	aMAT	1790347	1792433	5.35874970295397	-1.02424992192771	4.22500488655996e-06	0.000121821686128129	4.85187436660786	4.65762777504024	5.7117180795238	5.84447640328374	1	1
MvSl-1064-A1-R4_A1g00591	MvSl-1064-A1-R4_A1	aMAT	552007	553387	3.85455302745151	4.27769468471314	1.06571523780629e-24	1.47241097929266e-22	5.11768435370818	4.35937403022512	0.996645047911025	0.0398546710134673	2	2
MvSl-1064-A1-R4_A1g00594	MvSl-1064-A1-R4_A1	aMAT	1098507	1099824	5.04012368868252	1.84104489510696	6.89393607583142e-13	4.86981424304031e-11	5.60032646787222	5.76727975978837	4.0699966930238	3.59479959562483	2	2
