gid	gname	chr	start	end	logCPM	logFC.A1.A2	PV.A1.A2	FDR.A1.A2	A1_1	A1_2	A2_1	A2_2
MvSl-1064-A1-R4_A1g00002	MvSl-1064-A1-R4_A1	aMAT	1057	1350	8.90097471074698	-0.38697680293176	0.244072306976533	0.807221914447532	9.00547084288556	8.29770496362027	9.42495888285788	8.62970517160981
MvSl-1064-A1-R4_A1g00003	MvSl-1064-A1-R4_A1	aMAT	3408913	3409518	5.48616943762068	-0.332187385176286	0.137189711340319	0.631932601205433	5.40603315563378	5.20836541802238	5.78977804544548	5.47727877398212
MvSl-1064-A1-R4_A1g00004	MvSl-1064-A1-R4_A1	aMAT	2563	6967	6.35372102177348	-0.0894397602526431	0.630969637992151	0.998466237699648	6.34797770936897	6.26753738808075	6.42369621089007	6.37108060324097
MvSl-1064-A1-R4_A1g00005	MvSl-1064-A1-R4_A1	aMAT	7783	9967	5.94035137422391	-0.0575905473772693	0.777161222858036	1	5.8193063698501	5.99759949056978	5.88317820296623	6.04958424093127
MvSl-1064-A1-R4_A1g00006	MvSl-1064-A1-R4_A1	aMAT	10297	11118	7.42599600976508	0.00539462956928331	0.978848960849565	1	7.32244472794642	7.52760632822897	7.36129609470436	7.48275829746191
MvSl-1064-A1-R4_A1g00007	MvSl-1064-A1-R4_A1	aMAT	11416	12757	7.73090452447294	0.213901257992777	0.305406393050883	0.870919747888273	7.7388429498496	7.92307050359426	7.60354339127654	7.63647859719477
MvSl-1064-A1-R4_A1g00008	MvSl-1064-A1-R4_A1	aMAT	13778	17299	7.69364322346153	0.436037246778153	0.104044980020287	0.557616992179461	7.59286894355505	8.14511187475643	7.09559247962217	7.7497747641901
MvSl-1064-A1-R4_A1g00009	MvSl-1064-A1-R4_A1	aMAT	17742	19664	7.50832338753129	0.709216091947321	0.0119645868840714	0.133183997364752	7.31951622132743	8.1905660854453	6.8643214534918	7.32161622999619
MvSl-1064-A1-R4_A1g00010	MvSl-1064-A1-R4_A1	aMAT	21256	22638	2.40993547672192	-0.609683560695877	0.0919519738319794	0.518852128619487	1.74191162517719	2.34336709803545	2.67561868553094	2.67112875485385
MvSl-1064-A1-R4_A1g00013	MvSl-1064-A1-R4_A1	aMAT	23065	24689	6.82787132200357	-0.376981647995225	0.0405526138648919	0.321421598069636	6.66878789980628	6.58418052307896	7.05802973168251	6.94734588659537
MvSl-1064-A1-R4_A1g00014	MvSl-1064-A1-R4_A1	aMAT	27672	29826	3.9637136470215	1.65082818478601	4.9082053796187e-07	1.64101742140632e-05	4.45281180468882	4.67251972125265	2.46214972342406	3.27997165770889
