gid	gname	chr	start	end	logCPM	logFC.water.rich	logFC.water.diploid	logFC.rich.diploid	PV.water.rich	PV.water.diploid	PV.rich.diploid	FDR.water.rich	FDR.water.diploid	FDR.rich.diploid	water1	water2	rich1	rich2	di1	di2	average	ward.D
MvSl-1064-A1-R4_A1g00009	MvSl-1064-A1-R4_A1	aMAT	21256	22638	7.2318395344211	0.22200827166481	0.998232506971588	0.776224235306778	0.541438037175366	0.00654036818129504	0.0337936444480079	0.624369732642692	0.0397245964152167	0.0566110856815077	7.07353801733992	7.95303609432202	7.01861591856418	7.63128546616756	5.96031673188822	7.01456491361645	2	2
MvSl-1064-A1-R4_A1g00013	MvSl-1064-A1-R4_A1	aMAT	27672	29826	6.44650888690247	-0.607262527019269	-0.866754407846655	-0.259491880827386	0.0341678087174802	0.00256921116574957	0.362727898587928	0.0588849469386361	0.0187788052810187	0.4447242051918	5.94397009569532	5.87855081614221	6.91212325754455	5.97689752681675	6.86582980561554	6.68356007328422	1	1
MvSl-1064-A1-R4_A1g00023	MvSl-1064-A1-R4_A1	aMAT	42439	44564	1.4931092872337	0.302941567788479	-1.300897414875	-1.60383898266348	0.524707144548277	0.00452860575196522	0.000545783342843589	0.608800751723151	0.0297155923246483	0.00140234815236099	1.06242471598105	0.896629797951217	1.19717057033227	-0.0281379449778931	2.30013783125428	2.19846842751305	1	1
MvSl-1064-A1-R4_A1g00024	MvSl-1064-A1-R4_A1	aMAT	44670	45575	0.53184637660236	2.48310906282646	-7.13867881579896	-9.62178787862542	0.221462623269869	9.57873507865502e-18	2.10391668724046e-20	0.296383212778013	8.92991132521404e-16	5.3038022202322e-19	-3.66975599204334	-3.02145282948393	-3.66975599204333	-3.66975599204333	2.13059053070774	1.80974259216	1	1
MvSl-1064-A1-R4_A1g00028	MvSl-1064-A1-R4_A1	aMAT	59218	59891	3.16224172132432	0.706224072550707	-1.29415213574697	-2.00037620829768	0.067096091090134	0.000619062483295572	2.6588083298607e-07	0.106103948176141	0.00580966330477383	1.25895275111085e-06	2.56692417889694	2.85911399610182	2.45311684804513	1.44122289519571	4.12239590358983	3.87742250665759	1	1
MvSl-1064-A1-R4_A1g00029	MvSl-1064-A1-R4_A1	aMAT	60303	60627	4.36437649709747	-2.38654153181659	-3.41091718980043	-1.02437565798384	1.65402603785964e-13	1.06734047849357e-24	0.00056774556752108	2.3283597302178e-12	1.8504313348199e-22	0.00145499525369381	1.93516870997989	1.84810458527586	3.9911118119181	4.47570946757995	5.21770009686359	5.33381491052138	1	1
MvSl-1064-A1-R4_A1g00030	MvSl-1064-A1-R4_A1	aMAT	60777	61230	7.11206975911319	-2.12004642397675	-2.03597034481983	0.0840760791569228	4.94948302986181e-15	4.71603723480042e-14	0.745284937068908	8.47674026015502e-14	3.0262259710583e-12	0.79897003125569	5.40521074736211	5.50933243047939	7.19203255130155	7.87912269716441	7.40804606206589	7.57205082173751	1	1
MvSl-1064-A1-R4_A1g00040	MvSl-1064-A1-R4_A1	aMAT	82438	84133	0.13369853061601	1.2797121651057	1.61098494248634	0.331272777380636	0.00991828659000647	0.0012845203250628	0.531016076865203	0.0197805263536718	0.0107300336874646	0.606180724216579	0.78493035007178	1.02858709928928	-0.137733218133095	-0.4386790719317	-0.529243280932758	-0.648093875631118	2	2
MvSl-1064-A1-R4_A1g00052	MvSl-1064-A1-R4_A1	aMAT	108409	108819	5.12530461843965	-3.09032060326731	-5.69814156942412	-2.60782096615681	4.7921128962017e-13	4.38883409957629e-34	4.65612129491093e-11	6.34656266531114e-12	1.20473496033369e-31	4.00102527272259e-10	0.665368294223995	0.964116621040636	4.40959461984792	2.97280093941241	6.60358062065638	6.30267774696924	1	1
MvSl-1064-A1-R4_A1g00067	MvSl-1064-A1-R4_A1	aMAT	142411	144606	4.1835031886585	2.97632046579154	-4.64767532359164	-7.62399578938318	1.46768082005915e-10	1.97965055050774e-40	2.50050134271899e-68	1.30311067958891e-09	7.82516269604699e-38	8.52067388577554e-66	1.21215342501063	0.964116621040636	-1.69322524740701	-1.48944916742221	5.68110706326619	5.70269646145626	1	1
