target_id	length	eff_length	est_counts	tpm
MvSl-1064-A1-R4_A1g00001	453	165.285	37.0852	1.87773
MvSl-1064-A1-R4_A1g00002	294	67.5815	476.728	59.0347
MvSl-1064-A1-R4_A1g00003	4405	4072.99	968.523	1.99004
MvSl-1064-A1-R4_A1g00004	2185	1852.99	1501	6.7791
MvSl-1064-A1-R4_A1g00005	822	493.18	1040	17.6479
MvSl-1064-A1-R4_A1g00006	1342	1009.99	3022	25.0404
MvSl-1064-A1-R4_A1g00007	3522	3189.99	3944	10.3469
MvSl-1064-A1-R4_A1g00008	1923	1590.99	3559	18.7208
MvSl-1064-A1-R4_A1g00009	1383	1050.99	2947	23.4664
MvSl-1064-A1-R4_A1g00010	1625	1292.99	63.5081	0.411053
MvSl-1064-A1-R4_A1g00011	678	356.311	36.6436	0.860664
MvSl-1064-A1-R4_A1g00012	171	25.706	3.35636	1.09269
MvSl-1064-A1-R4_A1g00013	2155	1822.99	1346.38	6.18083
MvSl-1064-A1-R4_A1g00014	672	351.18	44.5106	1.06071
MvSl-1064-A1-R4_A1g00015	849	519.421	46	0.741144
MvSl-1064-A1-R4_A1g00016	168	24.8977	20	6.72257
MvSl-1064-A1-R4_A1g00017	2331	1998.99	21	0.087917
MvSl-1064-A1-R4_A1g00018	295	67.9051	0	0
MvSl-1064-A1-R4_A1g00019	1436	1103.99	61.3034	0.464712
MvSl-1064-A1-R4_A1g00020	276	60.2043	59.7929	8.31165
MvSl-1064-A1-R4_A1g00021	352	97.9288	1073.1	91.7056
MvSl-1064-A1-R4_A1g00022	656	336.514	9.95741	0.247633
MvSl-1064-A1-R4_A1g00023	2126	1793.99	43.8465	0.20454
MvSl-1064-A1-R4_A1g00024	906	575.16	0	0
MvSl-1064-A1-R4_A1g00025	2237	1904.99	41	0.180117
MvSl-1064-A1-R4_A1g00026	5416	5083.99	980.825	1.61455
MvSl-1064-A1-R4_A1g00027	942	610.686	43	0.589271
MvSl-1064-A1-R4_A1g00028	674	352.928	128	3.03521
MvSl-1064-A1-R4_A1g00029	325	83.0822	81.8175	8.24143
MvSl-1064-A1-R4_A1g00030	454	166.089	925.707	46.6442
MvSl-1064-A1-R4_A1g00031	1612	1279.99	418	2.73296
MvSl-1064-A1-R4_A1g00032	2678	2345.99	12238	43.6565
MvSl-1064-A1-R4_A1g00033	956	624.376	404	5.41501
MvSl-1064-A1-R4_A1g00034	224	41.0694	1	0.203773
MvSl-1064-A1-R4_A1g00035	1386	1053.99	710	5.63749
MvSl-1064-A1-R4_A1g00036	1473	1140.99	748	5.48636
MvSl-1064-A1-R4_A1g00037	2592	2259.99	554	2.05148
MvSl-1064-A1-R4_A1g00038	1125	792.991	1	0.0105535
MvSl-1064-A1-R4_A1g00039	2917	2584.99	5457	17.6669
MvSl-1064-A1-R4_A1g00040	1696	1363.99	36	0.22088
MvSl-1064-A1-R4_A1g00041	192	32.2087	0	0
MvSl-1064-A1-R4_A1g00042	528	224.785	0	0
MvSl-1064-A1-R4_A1g00043	560	251.883	9	0.299026
MvSl-1064-A1-R4_A1g00044	1005	672.991	0	0
MvSl-1064-A1-R4_A1g00045	1132	799.991	1	0.0104612
MvSl-1064-A1-R4_A1g00046	1461	1128.99	314	2.32758
MvSl-1064-A1-R4_A1g00047	1270	937.991	568	5.06774
MvSl-1064-A1-R4_A1g00048	1572	1239.99	532	3.59052
MvSl-1064-A1-R4_A1g00049	3176	2843.99	761	2.23935
MvSl-1064-A1-R4_A1g00050	4700	4367.99	496	0.950308
MvSl-1064-A1-R4_A1g00051	1417	1084.99	2078	16.0282
MvSl-1064-A1-R4_A1g00052	411	134.803	33	2.0487
MvSl-1064-A1-R4_A1g00053	1614	1281.99	1710	11.1629
MvSl-1064-A1-R4_A1g00054	1704	1371.99	86	0.52458
MvSl-1064-A1-R4_A1g00055	1431	1098.99	750	5.71126
MvSl-1064-A1-R4_A1g00056	2299	1966.99	5526	23.5111
MvSl-1064-A1-R4_A1g00057	324	82.5238	384	38.9419
MvSl-1064-A1-R4_A1g00058	278	60.9234	29	3.98362
MvSl-1064-A1-R4_A1g00059	207	36.703	131.957	30.0881
MvSl-1064-A1-R4_A1g00060	1553	1220.99	183	1.25431
MvSl-1064-A1-R4_A1g00061	961	629.251	2639	35.0978
MvSl-1064-A1-R4_A1g00062	2790	2457.99	1195.34	4.06983
MvSl-1064-A1-R4_A1g00063	1276	943.991	604	5.35468
MvSl-1064-A1-R4_A1g00064	1154	821.991	5029	51.2011
MvSl-1064-A1-R4_A1g00065	2769	2436.99	3216	11.044
MvSl-1064-A1-R4_A1g00066	701	377.591	4558.52	101.034
MvSl-1064-A1-R4_A1g00067	2196	1863.99	49	0.219997
MvSl-1064-A1-R4_A1g00068	1568	1235.99	34	0.230212
MvSl-1064-A1-R4_A1g00069	4486	4153.99	1221	2.45988
MvSl-1064-A1-R4_A1g00070	2841	2508.99	3237	10.7971
MvSl-1064-A1-R4_A1g00071	1878	1545.99	342	1.85133
MvSl-1064-A1-R4_A1g00072	2433	2100.99	5191	20.6772
MvSl-1064-A1-R4_A1g00073	1451	1118.99	533	3.98626
MvSl-1064-A1-R4_A1g00074	3085	2752.99	7463	22.6868
MvSl-1064-A1-R4_A1g00075	1898	1565.99	2	0.0106882
MvSl-1064-A1-R4_A1g00076	2705	2372.99	2411	8.50287
MvSl-1064-A1-R4_A1g00077	1476	1143.99	1703	12.4582
MvSl-1064-A1-R4_A1g00078	462	172.087	2962	144.046
MvSl-1064-A1-R4_A1g00079	5003	4670.99	1754	3.14257
MvSl-1064-A1-R4_A1g00080	732	407.237	1365	28.0511
MvSl-1064-A1-R4_A1g00081	1764	1431.99	1735.81	10.1444
MvSl-1064-A1-R4_A1g00082	192	32.2087	2	0.519663
MvSl-1064-A1-R4_A1g00083	1778	1445.99	1.02202	0.00591503
MvSl-1064-A1-R4_A1g00084	402	128.898	1	0.0649258
MvSl-1064-A1-R4_A1g00085	186	30.2889	0	0
MvSl-1064-A1-R4_A1g00086	2250	1917.99	5.53221	0.0241389
