gid	gname	chr	start	end	logCPM	logFC.A1.A2	PV.A1.A2	FDR.A1.A2
MvSl-1064-A1-R4_A1g00014	MvSl-1064-A1-R4_A1	aMAT	27672	29826	3.24957350859923	3.08193560009518	4.06030383253907e-06	0.000133818902557475
MvSl-1064-A1-R4_A1g00015	MvSl-1064-A1-R4_A1	aMAT	31145	31816	3.1799871066348	3.12488595971769	4.50154275545816e-05	0.00102169579900926
MvSl-1064-A1-R4_A1g00016	MvSl-1064-A1-R4_A1	aMAT	31867	32715	0.689196350549535	3.04083066560822	4.36141194202592e-05	0.000997788976736887
MvSl-1064-A1-R4_A1g00021	MvSl-1064-A1-R4_A1	aMAT	39845	40120	2.81807320576953	3.12038893912181	4.4229708321535e-12	6.67480615757622e-10
MvSl-1064-A1-R4_A1g00375	MvSl-1064-A1-R4_A1	aMAT	355987	356282	2.99384715687008	5.0786268772223	1.53124412642081e-25	1.31717619754718e-22
MvSl-1064-A1-R4_A1g01282	MvSl-1064-A1-R4_A1	aMAT	817323	819348	2.45225106660468	-7.83434609810706	5.72749508580367e-31	9.85358254561663e-28
MvSl-1064-A1-R4_A1g00379	MvSl-1064-A1-R4_A1	aMAT	903456	904193	0.621708552316886	3.09605015846789	2.36225725660445e-07	1.15455323416543e-05
MvSl-1064-A1-R4_A1g00594	MvSl-1064-A1-R4_A1	aMAT	1017072	1017508	4.38773824411423	3.49115737257629	2.81744252378505e-10	3.18890007757881e-08
MvSl-1064-A1-R4_A1g00635	MvSl-1064-A1-R4_A1	aMAT	1091186	1095689	2.73565592333975	4.93079534812209	4.71642937034794e-24	3.38089378697775e-21
MvSl-1064-A1-R4_A1g00326	MvSl-1064-A1-R4_A1	aMAT	1162650	1164414	2.44453054988456	-11.0959298114163	2.96930360976455e-34	6.38548741279866e-31
MvSl-1064-A1-R4_A1g00522	MvSl-1064-A1-R4_A1	aMAT	1378554	1381105	1.38055531596718	3.56895299006836	3.08431820959882e-10	3.44562405700896e-08
MvSl-1064-A1-R4_A1g00929	MvSl-1064-A1-R4_A1	aMAT	3107476	3107769	0.692241433779498	-6.00688810708964	4.96119587279907e-14	1.06690517244544e-11
MvSl-1064-A1-R4_MC01-1g02885	MvSl-1064-A1-R4_MC01-1	Chr01	2421729	2423505	0.299072451211229	-8.84931037748916	1.2538498936751e-15	3.37050524543539e-13
MvSl-1064-A1-R4_MC01-2g03166	MvSl-1064-A1-R4_MC02	Chr02	46893	50202	0.409318824844224	5.01963145949819	3.12714955418637e-13	6.11357737843435e-11
MvSl-1064-A1-R4_MC02g03565	MvSl-1064-A1-R4_MC02	Chr02	992861	995207	0.834216150827936	-5.58041685199182	6.22498707682776e-11	7.87460865218712e-09
MvSl-1064-A1-R4_MC03g04607	MvSl-1064-A1-R4_MC03	Chr03	889704	892217	3.29387489554821	3.96072744387541	1.01465681580447e-18	3.96730814979548e-16
MvSl-1064-A1-R4_MC03g05222	MvSl-1064-A1-R4_MC03	Chr03	2406369	2407408	4.12467472165334	-3.42306118718343	8.4480269589052e-22	5.19070913575018e-19
MvSl-1064-A1-R4_MC04-1g05411	MvSl-1064-A1-R4_MC04-1	Chr04	343240	347427	0.0549150369310829	5.07400571842925	1.30611852289276e-09	1.15874090104754e-07
MvSl-1064-A1-R4_MC04-1g05502	MvSl-1064-A1-R4_MC04-1	Chr04	552732	553186	0.172765316776395	3.29179144405478	7.89025900544272e-06	0.000237691141110796
MvSl-1064-A1-R4_MC04-1g05911	MvSl-1064-A1-R4_MC04-1	Chr04	1554327	1556717	0.655326573515221	3.35370035731846	5.26867757471032e-09	4.12010586342347e-07
MvSl-1064-A1-R4_MC04-1g06069	MvSl-1064-A1-R4_MC04-1	Chr04	1935217	1937471	3.87410611975964	-3.14235255854932	2.31009072831655e-20	1.04586318131468e-17
MvSl-1064-A1-R4_MC05-3g06668	MvSl-1064-A1-R4_MC05-3	Chr05	520760	521041	2.74918371242675	4.47517265427273	1.64241798859045e-06	6.19652611309431e-05
MvSl-1064-A1-R4_MC05-3g06801	MvSl-1064-A1-R4_MC05-3	Chr05	853409	860063	9.01832644351095	4.48381982101696	5.20140471048102e-11	6.77916413932693e-09
MvSl-1064-A1-R4_MC06g07294	MvSl-1064-A1-R4_MC06	Chr06	1216752	1217674	7.97606648342105	-4.18760435782922	6.15664045901228e-12	9.1309346945558e-10
MvSl-1064-A1-R4_MC07g07550	MvSl-1064-A1-R4_MC07	Chr07	68756	71432	5.69077558259599	3.83145526029017	8.69050587568492e-45	2.49185771808806e-41
MvSl-1064-A1-R4_MC07g07869	MvSl-1064-A1-R4_MC07	Chr07	834587	837041	8.45620853300788	5.80867396227011	3.01991322707507e-28	3.24716169741247e-25
MvSl-1064-A1-R4_MC07g07952	MvSl-1064-A1-R4_MC07	Chr07	1054240	1055073	2.41858625816381	3.57117206752194	3.09071046090635e-05	0.000751025180359221
MvSl-1064-A1-R4_MC07g07961	MvSl-1064-A1-R4_MC07	Chr07	1066540	1066944	1.42504452253218	-3.82490602279992	1.21805836777976e-12	2.01494963070029e-10
MvSl-1064-A1-R4_MC07g08235	MvSl-1064-A1-R4_MC08	Chr08	21352	26574	4.5198041371448	6.52195359287334	1.31290087019659e-56	5.64678664271554e-53
MvSl-1064-A1-R4_MC09-2g09026	MvSl-1064-A1-R4_MC09-2	Chr09	292950	294084	4.73126413277925	4.19193479746373	4.19697888094797e-07	1.91018054676796e-05
MvSl-1064-A1-R4_MC09-2g09027	MvSl-1064-A1-R4_MC09-2	Chr09	294156	294515	4.58350031955172	4.18737716645528	5.52713912745045e-09	4.28328385354314e-07
MvSl-1064-A1-R4_MC09-2g09067	MvSl-1064-A1-R4_MC09-2	Chr09	391574	393954	6.02693155620266	-6.97414992140912	2.46756455686976e-113	2.12259903181937e-109
MvSl-1064-A1-R4_MC09-2g09144	MvSl-1064-A1-R4_MC09-2	Chr09	597216	601264	0.893967209007698	5.22205861329535	6.60577296747875e-16	1.91844053202308e-13
MvSl-1064-A1-R4_MC09-2g09178	MvSl-1064-A1-R4_MC09-2	Chr09	690470	690634	1.96286167102827	-3.84132449408259	1.14719517332633e-05	0.000323546651834526
MvSl-1064-A1-R4_MC09-2g09482	MvSl-1064-A1-R4_MC09-2	Chr09	1451346	1454025	3.09770451096707	4.11180141565041	2.13003262355295e-06	7.69854648226995e-05
MvSl-1064-A1-R4_MC10-1g09854	MvSl-1064-A1-R4_MC10-1	Chr10	366740	368605	1.52262431954631	-5.1638171501059	8.23562133824535e-17	2.62380795376246e-14
MvSl-1064-A1-R4_MC10-2g09858	MvSl-1064-A1-R4_MC10-2	Chr10	367687	370950	0.542190230252578	3.02458716572742	1.36034799500373e-07	7.09194754728612e-06
MvSl-1064-A1-R4_MC10-2g09885	MvSl-1064-A1-R4_MC10-1	Chr10	398901	400457	2.9572034454311	3.21047023600915	8.39197790181707e-15	2.00521649753973e-12
MvSl-1064-A1-R4_MC10-2g09933	MvSl-1064-A1-R4_MC10-2	Chr10	451155	452243	3.35058351050704	3.68117464716486	4.05611736175872e-21	2.18067009661553e-18
MvSl-1064-A1-R4_MC10-2g09991	MvSl-1064-A1-R4_MC10-1	Chr10	533792	535057	0.0626063733589028	4.63151882926288	2.02166374744679e-10	2.31871354073831e-08
MvSl-1064-A1-R4_MC11g10627	MvSl-1064-A1-R4_MC11	Chr11	1199775	1204067	5.53082500418315	-3.1110085532522	2.28749803499389e-29	3.27950968283624e-26
MvSl-1064-A1-R4_MC12g10788	MvSl-1064-A1-R4_MC12	Chr12	166135	168816	1.70659961163021	4.3353881015621	1.94210970505279e-06	7.13932806960004e-05
MvSl-1064-A1-R4_MC12g10827	MvSl-1064-A1-R4_MC12	Chr12	273063	274967	3.42256951402966	3.99904825019481	6.52095676462995e-07	2.81875729092195e-05
MvSl-1064-A1-R4_MC12g11112	MvSl-1064-A1-R4_MC12	Chr12	976481	977308	5.5761991524516	-3.23785984906129	1.33332646159091e-20	6.37181901255832e-18
MvSl-1064-A1-R4_MC12g11133	MvSl-1064-A1-R4_MC12	Chr12	1023282	1024793	0.179961929548174	-4.14498507304085	7.15003600938506e-10	6.94766667249686e-08
MvSl-1064-A1-R4_MC13g11301	MvSl-1064-A1-R4_MC13	Chr13	87818	88973	2.41126202514869	-3.2286350256588	8.00791865082295e-12	1.16752739380303e-09
MvSl-1064-A1-R4_MC14g11898	MvSl-1064-A1-R4_MC14	Chr14	434183	434753	1.22330212665493	3.18550225518438	9.12736565552708e-10	8.53408688791782e-08
MvSl-1064-A1-R4_MC14g11915	MvSl-1064-A1-R4_MC14	Chr14	461039	463703	0.135310496751623	-3.1685663526882	0.000708575197915676	0.00922112534413107
MvSl-1064-A1-R4_MC14g11983	MvSl-1064-A1-R4_MC14	Chr14	629824	632718	0.483618317026791	-3.29750218952395	3.11724948539406e-08	1.97166029951174e-06
MvSl-1064-A1-R4_MC15g12022	MvSl-1064-A1-R4_MC15	Chr15	51588	52946	2.5463749131482	3.43387126477807	6.41171151479353e-06	0.000202770376655346
MvSl-1064-A1-R4_MC15g12023	MvSl-1064-A1-R4_MC15	Chr15	55053	55265	5.98826428162911	3.26565617081744	5.04148347607437e-07	2.23540416810267e-05
MvSl-1064-A1-R4_MC15g12049	MvSl-1064-A1-R4_MC15	Chr15	120559	123663	1.69484238758774	-3.75113327591959	1.85085221277596e-12	3.00396806307525e-10
MvSl-1064-A1-R4_MC15g12082	MvSl-1064-A1-R4_MC15	Chr15	214376	215732	0.0902693616312842	3.06061820475066	1.8429668946999e-06	6.86285767454914e-05
MvSl-1064-A1-R4_MC15g12148	MvSl-1064-A1-R4_MC16	Chr16	3693	5975	1.94660521575013	-10.5841666858707	2.73656679955708e-28	3.24716169741247e-25
