gid	gname	chr	start	end	logCPM	logFC.A1.A2	PV.A1.A2	FDR.A1.A2
MvSl-1064-A1-R4_A1g01138	MvSl-1064-A1-R4_A1	aMAT	407531	411380	8.12648443357607	-10.7779550553827	5.64488109494114e-163	5.05894243728625e-159
MvSl-1064-A1-R4_A1g00591	MvSl-1064-A1-R4_A1	aMAT	527848	528105	4.07316632298011	4.37592247598874	1.21153899731569e-27	2.71445312348579e-25
MvSl-1064-A1-R4_A1g01282	MvSl-1064-A1-R4_A1	aMAT	782234	783980	2.36763633496971	-6.17657567289036	1.24862555166262e-30	3.19719491257155e-28
MvSl-1064-A1-R4_A1g00230	MvSl-1064-A1-R4_A1	aMAT	919803	924298	7.93115914469778	-4.3777088948649	1.07587591410464e-61	1.07133332691175e-58
MvSl-1064-A1-R4_A1g00752	MvSl-1064-A1-R4_A1	aMAT	998707	1000561	3.5693508173762	4.80119909644402	1.04270265429367e-35	3.33739328134994e-33
MvSl-1064-A1-R4_A1g00635	MvSl-1064-A1-R4_A1	aMAT	1111101	1112366	3.79264008660481	3.59769476495926	5.25689521450634e-20	8.5658718022556e-18
MvSl-1064-A1-R4_A1g00269	MvSl-1064-A1-R4_A1	aMAT	1131484	1132443	7.68969281839397	4.65542921865728	1.04038405124102e-58	8.47629260656547e-56
MvSl-1064-A1-R4_A1g00326	MvSl-1064-A1-R4_A1	aMAT	1176446	1176679	4.1684215987087	-12.5204229141095	1.30630040954598e-71	1.95117737839185e-68
MvSl-1064-A1-R4_A1g01404	MvSl-1064-A1-R4_A1	aMAT	1176877	1180058	3.57594559330371	6.29177341578115	1.4851583689362e-47	7.82940547200367e-45
MvSl-1064-A1-R4_A1g01136	MvSl-1064-A1-R4_A1	aMAT	1186986	1189109	3.6920379326039	3.95083885524112	9.13500342550811e-25	1.81928668220897e-22
MvSl-1064-A1-R4_A1g01162	MvSl-1064-A1-R4_A1	aMAT	1257109	1257735	2.99456136866581	-5.46682487287211	9.48053645280409e-32	2.57468386939486e-29
MvSl-1064-A1-R4_A1g01163	MvSl-1064-A1-R4_A1	aMAT	1274366	1278155	3.9462392523532	-3.61809912824152	1.07533168139687e-28	2.60462771045372e-26
MvSl-1064-A1-R4_A1g01049	MvSl-1064-A1-R4_A1	aMAT	1294048	1294371	6.51398832842733	-3.77767432219208	1.14894455623902e-66	1.47097730185916e-63
MvSl-1064-A1-R4_A1g00522	MvSl-1064-A1-R4_A1	aMAT	1389234	1391759	1.31573830312235	4.65804491652453	2.33999110243271e-16	3.27671879062531e-14
MvSl-1064-A1-R4_A1g01007	MvSl-1064-A1-R4_A1	aMAT	1393224	1396199	4.73798367171687	-3.8460082912488	1.08751089482471e-37	3.89850905576761e-35
MvSl-1064-A1-R4_A1g00668	MvSl-1064-A1-R4_A1	aMAT	1399296	1400598	6.32395650086824	5.4959408259102	2.88426140230967e-104	8.61625022916643e-101
MvSl-1064-A1-R4_A1g00312	MvSl-1064-A1-R4_A1	aMAT	1400757	1402594	8.45317991232247	3.50628636261335	2.38954188728234e-34	7.13835813127478e-32
MvSl-1064-A1-R4_A1g01021	MvSl-1064-A1-R4_A1	aMAT	1488010	1490661	3.04097436379939	-6.87520802481936	6.47507751841116e-34	1.87192402322583e-31
MvSl-1064-A1-R4_A1g00642	MvSl-1064-A1-R4_A1	aMAT	1593613	1594973	6.2464682572953	-7.84412510380759	7.42516206064714e-150	3.32721511937598e-146
MvSl-1064-A1-R4_A1g00835	MvSl-1064-A1-R4_A1	aMAT	1699348	1701504	4.3578683122303	-4.21141033112473	2.87582655603312e-38	1.07388156646537e-35
