target_id	length	eff_length	est_counts	tpm
MvSl-1064-A2-R4_MC14g12013	2433	2101.77	921	7.24845
MvSl-1064-A2-R4_MC14g12014	1308	976.773	663	11.2277
MvSl-1064-A2-R4_MC14g12015	1299	967.773	1560	26.6638
MvSl-1064-A2-R4_MC14g12016	591	276.391	1690	101.143
MvSl-1064-A2-R4_MC14g12017	4515	4183.77	4243	16.7755
MvSl-1064-A2-R4_MC14g12018	1491	1159.77	172	2.45317
MvSl-1064-A2-R4_MC14g12019	624	305.828	3446	186.384
MvSl-1064-A2-R4_MC14g12020	1842	1510.77	4779	52.325
MvSl-1064-A2-R4_MC14g12021	1971	1639.77	1497	15.1011
MvSl-1064-A2-R4_MC14g12022	1245	913.773	2040	36.9286
MvSl-1064-A2-R4_MC01g02544	1131	799.773	88.1968	1.82414
MvSl-1064-A2-R4_MC14g12023	777	448.565	931.151	34.3373
MvSl-1064-A2-R4_MC14g12024	435	149.801	99	10.9318
MvSl-1064-A2-R4_MC14g12025	138	16.9565	16	15.6083
MvSl-1064-A2-R4_MC14g12026	1548	1216.77	770	10.4677
MvSl-1064-A2-R4_MC14g12027	282	58.8418	311	87.427
MvSl-1064-A2-R4_MC14g12028	2052	1720.77	3477	33.4235
MvSl-1064-A2-R4_MC14g12029	2607	2275.77	1139	8.27878
MvSl-1064-A2-R4_MC14g12030	5076	4744.77	2935	10.2321
MvSl-1064-A2-R4_MC14g12031	1071	739.773	511	11.426
MvSl-1064-A2-R4_MC14g12032	1743	1411.77	237	2.77687
MvSl-1064-A2-R4_MC01g02545	4005	3673.77	2468	11.1123
MvSl-1064-A2-R4_MC14g12033	237	43.4826	269	102.331
MvSl-1064-A2-R4_MC14g12034	1725	1393.77	1601	19.0007
MvSl-1064-A2-R4_MC14g12035	195	32.2795	27	13.8359
MvSl-1064-A2-R4_MC14g12036	1878	1546.77	631	6.74798
MvSl-1064-A2-R4_MC14g12037	834	504.148	2614	85.7668
MvSl-1064-A2-R4_MC14g12038	1320	988.773	3118	52.1616
MvSl-1064-A2-R4_MC14g12039	945	614.151	488	13.1437
MvSl-1064-A2-R4_MC14g12040	1683	1351.77	7331	89.7079
MvSl-1064-A2-R4_MC14g12041	165	24.9448	1	0.663118
MvSl-1064-A2-R4_MC14g12042	156	21.9377	27.6714	20.8647
MvSl-1064-A2-R4_MC01g02546	1818	1486.77	1212	13.4843
MvSl-1064-A2-R4_MC14g12043	291	62.3955	5	1.32552
MvSl-1064-A2-R4_MC14g12044	666	343.779	852	40.9951
MvSl-1064-A2-R4_MC14g12045	231	41.8043	65.5607	25.9414
MvSl-1064-A2-R4_MC14g12046	480	182.501	564.739	51.1864
MvSl-1064-A2-R4_MC14g12047	156	21.9377	202	152.311
MvSl-1064-A2-R4_MC14g12048	198	33.4927	79	39.0165
MvSl-1064-A2-R4_MC14g12049	315	74.4334	30	6.66691
MvSl-1064-A2-R4_MC14g12050	384	115.559	41.5191	5.94314
MvSl-1064-A2-R4_MC14g12051	135	15.7361	2.37982	2.5016
MvSl-1064-A2-R4_MC14g12052	2814	2482.77	781.416	5.20615
MvSl-1064-A2-R4_MC01g02547	963	631.839	1472	38.5366
MvSl-1064-A2-R4_MC14g12053	576	262.973	15.9366	1.00243
MvSl-1064-A2-R4_MC14g12054	1311	979.773	1	0.0168829
MvSl-1064-A2-R4_MC14g12055	621	303.08	573	31.273
MvSl-1064-A2-R4_MC14g12056	2499	2167.77	3456	26.3713
MvSl-1064-A2-R4_MC14g12057	1389	1057.77	2047	32.0108
MvSl-1064-A2-R4_MC14g12058	3456	3124.77	9468	50.12
MvSl-1064-A2-R4_MC14g12059	1416	1084.77	1161	17.7037
MvSl-1064-A2-R4_MC14g12060	1824	1492.77	93.4233	1.03522
MvSl-1064-A2-R4_MC14g12061	1158	826.773	7.13184	0.142688
MvSl-1064-A2-R4_MC14g12062	210	35.9674	2.64908	1.21831
MvSl-1064-A2-R4_MC01g02548	417	136.726	263.575	31.8877
MvSl-1064-A2-R4_MC14g12063	513	208.857	10.691	0.846725
MvSl-1064-A2-R4_MC14g12064	108	16.6316	0	0
MvSl-1064-A2-R4_MC14g12065	1440	1108.77	2654.95	39.6082
MvSl-1064-A2-R4_MC14g12066	1731	1399.77	1775.12	20.9769
MvSl-1064-A2-R4_MC14g12067	357	97.437	210.122	35.6712
MvSl-1064-A2-R4_MC14g12068	909	578.451	8.48746	0.242707
MvSl-1064-A2-R4_MC14g12069	639	319.155	70.5125	3.65457
MvSl-1064-A2-R4_MC14g12070	210	35.9674	22.4082	10.3055
MvSl-1064-A2-R4_MC14g12071	555	244.825	136.886	9.24855
MvSl-1064-A2-R4_MC14g12072	1371	1039.77	732.369	11.651
MvSl-1064-A2-R4_MC01g02549	1275	943.773	189	3.31257
MvSl-1064-A2-R4_MC14g12073	504	201.681	123.909	10.1627
MvSl-1064-A2-R4_MC14g12074	630	311.063	157.409	8.37049
