target_id	length	eff_length	est_counts	tpm
MvSl-1064-A1-R4_MC14g11752	2433	2110.01	754	8.60824
MvSl-1064-A1-R4_MC14g11753	1308	985.009	592	14.478
MvSl-1064-A1-R4_MC14g11754	1299	976.009	1141	28.1617
MvSl-1064-A1-R4_MC14g11755	591	285.026	1511	127.705
MvSl-1064-A1-R4_MC14g11756	4515	4192.01	5143	29.5544
MvSl-1064-A1-R4_MC14g11757	1491	1168.01	279	5.7542
MvSl-1064-A1-R4_MC14g11758	624	314.649	2974	227.689
MvSl-1064-A1-R4_MC14g11759	1842	1519.01	4703	74.5834
MvSl-1064-A1-R4_MC14g11760	1971	1648.01	1305	19.0756
MvSl-1064-A1-R4_MC14g11761	1245	922.009	5485	143.307
MvSl-1064-A1-R4_MC01-1g02262	1131	808.009	87.6984	2.61458
MvSl-1064-A1-R4_MC14g11762	777	458.352	1457.18	76.5845
MvSl-1064-A1-R4_MC14g11763	435	155.92	66	10.1969
MvSl-1064-A1-R4_MC14g11764	138	15.3333	18	28.279
MvSl-1064-A1-R4_MC14g11765	1548	1225.01	557	10.9533
MvSl-1064-A1-R4_MC14g11766	282	62.8	216	82.8556
MvSl-1064-A1-R4_MC14g11767	2052	1729.01	8142	113.439
MvSl-1064-A1-R4_MC14g11768	2607	2284.01	1191	12.5615
MvSl-1064-A1-R4_MC14g11769	5076	4753.01	3223	16.335
MvSl-1064-A1-R4_MC14g11770	1071	748.009	354	11.4005
MvSl-1064-A1-R4_MC14g11771	1743	1420.01	555	9.41519
MvSl-1064-A1-R4_MC01-1g02263	4005	3682.01	2580	16.8796
MvSl-1064-A1-R4_MC14g11772	237	44.9197	143	76.6878
MvSl-1064-A1-R4_MC14g11773	1725	1402.01	1611	27.6804
MvSl-1064-A1-R4_MC14g11774	195	32.7618	8	5.88234
MvSl-1064-A1-R4_MC14g11775	1878	1555.01	374	5.79383
MvSl-1064-A1-R4_MC14g11776	834	513.321	2103	98.691
MvSl-1064-A1-R4_MC14g11777	1320	997.009	2947	71.2046
MvSl-1064-A1-R4_MC14g11778	945	622.653	582	22.5167
MvSl-1064-A1-R4_MC14g11779	1683	1360.01	4492	79.5656
MvSl-1064-A1-R4_MC14g11780	165	23.4176	1	1.02869
