gid	gname	chr	start	end	logCPM	logFC.water.rich	logFC.water.diploid	logFC.rich.diploid	PV.water.rich	PV.water.diploid	PV.rich.diploid	FDR.water.rich	FDR.water.diploid	FDR.rich.diploid
MvSl-1064-A2-R4_A2g00001	MvSl-1064-A2-R4_A2g00001	aMAT	1	405	0.877023899027523	1.87403901631482	0.0336802328693197	-1.8403587834455	0.000125788491092699	0.939521248830555	0.000156774304746342	0.000258721156121697	0.977999537405908	0.000327097006199158
MvSl-1064-A2-R4_A2g00003	MvSl-1064-A2-R4_A2g00003	aMAT	2515	6918	4.90784136526101	1.77467277110616	0.479424332471721	-1.29524843863443	2.5471198988548e-11	0.0618916954422836	8.7798167511686e-07	1.12735904733251e-10	0.189144602707883	2.4464782043652e-06
MvSl-1064-A2-R4_A2g00004	MvSl-1064-A2-R4_A2g00004	aMAT	7734	9917	6.60597495057242	-1.04159691642152	0.0738441334035108	1.11544104982503	8.90572923681193e-09	0.68191986482015	7.62280160692537e-10	3.0539091802933e-08	0.854917863510866	2.98898717301714e-09
MvSl-1064-A2-R4_A2g00006	MvSl-1064-A2-R4_A2g00006	aMAT	11366	12707	8.02045375719672	-1.68348086557637	0.0804393004071754	1.76392016598355	1.41428091294112e-15	0.695999721129695	7.00606550749884e-17	9.44717289672129e-15	0.864370443143123	5.3135006915511e-16
MvSl-1064-A2-R4_A2g00010	MvSl-1064-A2-R4_A2g00010	aMAT	23015	24639	1.86995085346668	-1.21476195834349	0.516987206338252	1.73174916468174	0.000698071329672715	0.167957208347416	2.2554535831878e-06	0.00130238146879141	0.381772269142075	5.95270675000632e-06
MvSl-1064-A2-R4_A2g00014	MvSl-1064-A2-R4_A2g00014	aMAT	31094	31765	2.60526537364294	1.40386645981782	-1.03550578980791	-2.43937224962573	0.00274814878852763	0.021569254633667	3.05939151361538e-07	0.00469761104444878	0.0847069860279363	8.9919507095826e-07
MvSl-1064-A2-R4_A2g00015	MvSl-1064-A2-R4_A2g00015	aMAT	31816	32664	3.13810097721584	1.88817024962754	-1.35391293841603	-3.24208318804358	0.000345309168191663	0.0074177113518077	3.34090517431235e-09	0.000668723255436107	0.0354289180910646	1.22387205446269e-08
MvSl-1064-A2-R4_A2g00016	MvSl-1064-A2-R4_A2g00016	aMAT	32781	32948	0.0642116536023605	1.22555551121071	-1.13768758524428	-2.36324309645499	0.0514049389631206	0.0432872858529712	0.000101046497840076	0.0715407742363496	0.145032627522367	0.000215934981685642
MvSl-1064-A2-R4_A2g00019	MvSl-1064-A2-R4_A2g00019	aMAT	37910	39345	1.22561280000441	2.65173326877773	-0.440619093599269	-3.092352362377	1.65375450664122e-08	0.261466358685747	3.00989182438983e-11	5.46936421961576e-08	0.506934775731065	1.36434077332646e-10
MvSl-1064-A2-R4_A2g00020	MvSl-1064-A2-R4_A2g00020	aMAT	39800	40075	1.34776405503761	3.83167050221623	-0.410608640722843	-4.24227914293907	2.1459849751629e-14	0.271111180905619	1.215606737891e-17	1.27926441200187e-13	0.51891300576736	1.00132025363239e-16
MvSl-1064-A2-R4_A2g00021	MvSl-1064-A2-R4_A2g00021	aMAT	40174	40525	3.54743697823716	3.4397956730484	-0.21298710042678	-3.65278277347518	1.34295142686167e-24	0.457464534268292	2.32091161308558e-27	1.81325265890511e-23	0.697121385688119	3.80194567959415e-26
MvSl-1064-A2-R4_A2g00023	MvSl-1064-A2-R4_A2g00023	aMAT	42394	44519	1.47502661112703	-0.416093171485181	-1.77138117296084	-1.35528800147565	0.320574627480644	1.4527490643467e-05	0.000614898891617624	0.377540850482431	0.000160817418258467	0.00117776251624532
MvSl-1064-A2-R4_A2g00024	MvSl-1064-A2-R4_A2g00024	aMAT	44625	45530	1.6721462038082	0	-10.9645399947038	-10.9645399947038	1	2.33752717292585e-37	5.60515959171331e-39	1	4.83725010887105e-35	1.73811370825605e-37
MvSl-1064-A2-R4_A2g00025	MvSl-1064-A2-R4_A2g00025	aMAT	46543	48779	0.0841383499611229	2.82309909819189	0.590230927703036	-2.23286817048886	4.97760560006295e-07	0.208500093967087	9.25869000476498e-05	1.39350968483264e-06	0.441560349378918	0.000198862776209102
MvSl-1064-A2-R4_A2g00028	MvSl-1064-A2-R4_A2g00028	aMAT	59173	59846	3.18037816256008	1.12588956713492	-0.0788111645753178	-1.20470073171023	0.000371203192095991	0.797372529635986	0.000135765178251628	0.000716134012148658	0.918477502045769	0.000285571481110548
MvSl-1064-A2-R4_A2g00029	MvSl-1064-A2-R4_A2g00029	aMAT	60258	60582	1.71477904638588	-1.71114454248605	-0.203997776682764	1.50714676580328	1.94225077405839e-06	0.583934141383	1.86901378126038e-05	5.08636953743596e-06	0.791801577109337	4.38496060665902e-05
MvSl-1064-A2-R4_A2g00030	MvSl-1064-A2-R4_A2g00030	aMAT	60732	61185	5.96064368901681	-1.37242247175457	-0.213277803230377	1.1591446685242	1.04160127502534e-12	0.263660857488245	1.32713855961652e-09	5.26249971537466e-12	0.509436184247486	5.06099473279861e-09
