gid	gname	chr	start	end	logCPM	logFC.water.rich	logFC.water.diploid	logFC.rich.diploid	PV.water.rich	PV.water.diploid	PV.rich.diploid	FDR.water.rich	FDR.water.diploid	FDR.rich.diploid	water1	water2	rich1	rich2	di1	di2	average	ward.D
MvSl-1064-A2-R4_A2g00013	MvSl-1064-A2-R4_A2g00013	aMAT	27621	29775	6.38170830308663	-0.514169577730126	-0.848371189885608	-0.334201612155482	0.00378686974879192	1.88981379526828e-06	0.0580661444284432	0.00633705763998726	2.57715736112795e-05	0.0803079472970263	5.87605054909105	5.89733214313165	6.3633823027572	6.43644780120025	6.8248335906213	6.63772645755069	2	2
MvSl-1064-A2-R4_A2g00015	MvSl-1064-A2-R4_A2g00015	aMAT	31816	32664	3.13811603467241	1.88823412465822	-1.35387636134792	-3.24211048600614	0.000370634375237599	0.00775237566419152	4.04993699407503e-09	0.00071641386381419	0.0368410320791041	1.48074453123911e-08	3.11869477043858	2.3596921632311	1.66259729629788	-0.572424232140704	4.2401100429426	4.01885099949714	2	2
MvSl-1064-A2-R4_A2g00023	MvSl-1064-A2-R4_A2g00023	aMAT	42394	44519	1.47497632995437	-0.416007146764556	-1.77136201843929	-1.35535487167474	0.322723065219313	1.5941815286775e-05	0.000653571748722071	0.379810720301027	0.000176771210819256	0.00125182207083004	0.661830301490665	0.45312005983072	1.31195212700634	0.49753755813476	2.32931078840756	2.23740647004858	2	2
MvSl-1064-A2-R4_A2g00024	MvSl-1064-A2-R4_A2g00024	aMAT	44625	45530	1.67204469094346	0	-10.9645684228242	-10.9645684228242	1	4.17439172631205e-37	1.03672875435122e-38	1	8.47067569103241e-35	3.18746967928712e-37	-3.75648786093489	-3.75648786093489	-3.75648786093489	-3.75648786093489	3.26695599257585	3.16902116339613	2	2
MvSl-1064-A2-R4_A2g00040	MvSl-1064-A2-R4_A2g00040	aMAT	82392	84087	0.108530879887122	2.24880980519739	1.74607166109932	-0.502738144098069	5.00560591176628e-06	0.000216939100711065	0.347133944067251	1.25337802519202e-05	0.00179385828509736	0.404736956619895	0.984739542331591	1.17588492623851	-1.20585799703187	-0.818912055886786	-0.502017226038368	-0.612243293562491	1	1
MvSl-1064-A2-R4_A2g00050	MvSl-1064-A2-R4_A2g00050	aMAT	101278	105977	6.57135493470161	-2.28865022276338	0.769164818894026	3.0578150416574	4.63629331405403e-16	0.00485410036738068	8.33634222403022e-26	3.26665499752723e-15	0.0250762231809798	1.23836790929737e-24	5.57825846120832	5.33705152310379	7.30552068214856	8.08859045139382	4.99189845554897	4.32060381680508	1	1
MvSl-1064-A2-R4_A2g00052	MvSl-1064-A2-R4_A2g00052	aMAT	108363	108773	5.03348826987599	-1.28615525187858	-5.47468482398201	-4.18852957210344	0.000417376432501133	7.46200460898631e-42	3.92097440451891e-29	0.000802634815041035	2.10304163229931e-39	7.39446213907972e-28	1.47128686272258	0.535988819976158	2.78761267253547	1.6813518481412	6.64465499172311	6.35480586060302	2	2
MvSl-1064-A2-R4_A2g00053	MvSl-1064-A2-R4_A2g00053	aMAT	111074	112687	6.48362012759798	0.14293432838333	-0.512169209863938	-0.655103538247267	0.433925865215583	0.00502572085995309	0.000339204375702414	0.493621687238178	0.0258574867368581	0.000676940911856156	6.41550213532525	6.24396151665839	6.22184491979013	6.15643643745412	6.94442664028621	6.73620958308679	2	2
MvSl-1064-A2-R4_A2g00063	MvSl-1064-A2-R4_A2g00063	aMAT	133191	134465	5.01575923020758	-0.00470778791409697	-0.599875343116989	-0.595167555202892	0.982069448300221	0.00410537424036451	0.00432876097569973	0.986346923624435	0.0217965081333011	0.00729077172301618	4.78123049683371	4.79044899735835	4.76647400353465	4.81418088993993	5.41166220849909	5.35674803340397	2	2
MvSl-1064-A2-R4_A2g00067	MvSl-1064-A2-R4_A2g00067	aMAT	142363	144558	4.22884404309051	4.06060807986187	-4.44135195142971	-8.50196003129158	1.49949226914027e-16	2.14869219793482e-38	5.53795009134256e-75	1.09138081511457e-15	4.84458467561037e-36	8.14319443866111e-73	0.832300466393536	1.70974829076197	-1.61858105953745	-3.19498862982396	5.72209287426045	5.75475654832562	2	2
MvSl-1064-A2-R4_A2g00068	MvSl-1064-A2-R4_A2g00068	aMAT	145287	146854	3.27823707565007	0.104915678725921	-3.61239956287155	-3.71731524159747	0.782478354389101	1.47000056322722e-21	1.12606981913205e-22	0.817697536680587	1.05032575454249e-19	1.38486113756531e-21	0.42649877636537	1.51921386362017	1.06163876114296	0.875204488613045	4.5062212779072	4.76348918585704	2	2
MvSl-1064-A2-R4_A2g00071	MvSl-1064-A2-R4_A2g00071	aMAT	158373	160250	3.86470152868569	0.36444513979074	-1.0103859104708	-1.37483105026154	0.172600304273399	0.000131358713905186	2.57135809016001e-07	0.216657710115128	0.00116704510620141	7.65746967501129e-07	3.5339557132471	3.52183350430025	2.97738344305997	3.33232988281391	4.58009846017182	4.48614684040946	2	2
MvSl-1064-A2-R4_A2g00079	MvSl-1064-A2-R4_A2g00079	aMAT	180653	185654	5.55014715818827	-1.89684707421506	-0.907183847932571	0.989663226282493	4.42799139276512e-14	0.000234267148591784	4.9923845319962e-05	2.56722289548543e-13	0.00192583649003911	0.000111251336397174	4.15814766868351	4.63229780513184	6.06256995757013	6.51740719243533	5.13718169497999	5.48142323596543	2	2
MvSl-1064-A2-R4_A2g00081	MvSl-1064-A2-R4_A2g00081	aMAT	187596	189357	3.61883467566615	3.52995031654385	-1.42855358779841	-4.95850390434226	5.9904411560256e-18	3.941491789713e-05	9.92895100549712e-32	4.86621424892199e-17	0.000403502657208143	2.16178405368613e-30	3.06497300935182	3.48058555377963	-0.545455373182145	0.176523989329749	4.22393334956669	5.07263322607775	2	2
MvSl-1064-A2-R4_A2g00087	MvSl-1064-A2-R4_A2g00087	aMAT	195182	202059	2.77255139544906	-0.248099431819904	1.37188114836726	1.61998058018717	0.551188160965185	0.00146751157284721	0.000177089791155299	0.608857384992136	0.00917398177332584	0.000366908928131849	2.13745362954246	3.52690755497162	3.14506890624907	3.32727845475023	1.82809919045379	1.42483200664574	1	1
MvSl-1064-A2-R4_A2g00106	MvSl-1064-A2-R4_A2g00106	aMAT	232508	239385	2.77255139544906	-0.248099436519141	1.37188113985987	1.61998057637901	0.55118595969014	0.0014674260595716	0.000177075584527315	0.608857384992136	0.00917398177332584	0.000366908928131849	2.13745362954246	3.52690755497162	3.14506890624907	3.32727845475023	1.82809919045379	1.42483200664574	1	1
MvSl-1064-A2-R4_A2g00116	MvSl-1064-A2-R4_A2g00116	aMAT	252858	254487	0.134717278084923	3.62556044667173	2.29322851344642	-1.33233193322531	4.97175395708999e-11	2.31512890650934e-06	0.0313203074573447	2.14652832547383e-10	3.09885196377886e-05	0.0455137170607887	1.17425508887106	1.49869981694858	-1.97851060678919	-1.8098272333837	-0.82202827803653	-0.781763502482189	1	1
MvSl-1064-A2-R4_A2g00117	MvSl-1064-A2-R4_A2g00117	aMAT	255581	257894	0.0540767338878727	2.04521124498197	-1.81791316094911	-3.86312440593109	0.00268734211811288	0.00056064638178412	7.39082629609359e-10	0.00461037760067185	0.00406598869877175	2.91099858696295e-09	-0.667477734303082	-0.470939012437662	-2.45919662097057	-1.99988712083564	0.631294795567201	1.51910944177396	2	2
MvSl-1064-A2-R4_A2g00120	MvSl-1064-A2-R4_A2g00120	aMAT	261557	264528	7.60266064237636	1.47858616871445	0.505294161445981	-0.97329200726847	6.96769048585884e-14	0.00903198512805775	6.28186224914594e-07	3.96045869297052e-13	0.0419315420168899	1.78982798033796e-06	8.06180597111802	8.21919882786555	6.70258672270544	6.62578291993548	7.68507220971885	7.58828111278658	1	1
MvSl-1064-A2-R4_A2g00122	MvSl-1064-A2-R4_A2g00122	aMAT	266666	267349	2.22895322841964	2.26772842233957	2.35445884683929	0.0867304244997225	2.18537859468671e-10	5.5778488895796e-11	0.814264574493273	8.81974988929648e-10	1.46994428139414e-09	0.845342103019415	3.18944051017754	3.45419357507653	1.31195212700634	0.847245336230031	0.978468333322308	1.04850399817387	1	1
MvSl-1064-A2-R4_A2g00124	MvSl-1064-A2-R4_A2g00124	aMAT	279626	281558	4.56622494341581	-1.43354719728568	-1.3993164579207	0.034230739364984	3.88751349277762e-09	8.88175994990376e-09	0.884026536064489	1.38785052419851e-08	1.81316572337472e-07	0.903802220365811	3.46303847165418	3.51674154486356	4.7854058380438	5.03938139399656	5.05422038910034	4.69040476202911	2	2
MvSl-1064-A2-R4_A2g00132	MvSl-1064-A2-R4_A2g00132	aMAT	302096	302587	2.66572705529611	4.92195321664323	1.46190253702538	-3.46005067961785	5.10530770755258e-27	6.50124432772715e-05	1.4473393892686e-14	8.31435826658563e-26	0.000634246393741535	9.08707020019756e-14	3.44737752677465	4.0376844343044	-1.61858105953745	-0.498807810714497	2.18078370721126	2.45338090712657	1	1
MvSl-1064-A2-R4_A2g00133	MvSl-1064-A2-R4_A2g00133	aMAT	303263	306428	4.2708649179788	2.77915526015707	1.08081565196308	-1.69833960819399	8.2790999753776e-19	0.000222366173085263	2.74537379221618e-08	7.1611038661706e-18	0.0018365964454476	9.19595988637352e-08	4.87201317713708	5.40338893080086	2.59502991827475	2.17309152323223	3.79446031958106	4.32583059497922	1	1
MvSl-1064-A2-R4_A2g00135	MvSl-1064-A2-R4_A2g00135	aMAT	310261	311931	3.17716903589677	-0.246869558963086	1.18517942843721	1.4320489874003	0.42328624084747	0.000204898554429085	7.14307398986047e-06	0.483034776699857	0.00171239507222509	1.77587916444803e-05	3.44211920374954	3.29079820217163	3.41195024342002	3.7907043958727	1.91126912325948	2.43414988082341	1	1
MvSl-1064-A2-R4_A2g00136	MvSl-1064-A2-R4_A2g00136	aMAT	312023	318716	3.48918813585938	2.26613401581331	0.84439095576534	-1.42174306004797	2.0923303661561e-12	0.00557501756387275	7.88470302701845e-06	1.03152497060349e-11	0.0281834221240922	1.94784993698878e-05	4.02027991688046	4.45731083986129	2.0855667915455	1.92819114267824	3.10562847224768	3.67008294596722	1	1
MvSl-1064-A2-R4_A2g00139	MvSl-1064-A2-R4_A2g00139	aMAT	319770	322607	1.74920006780316	1.78105552965922	2.08496449438052	0.3039089647213	0.000208547656085625	1.91774873391125e-05	0.534052678011181	0.000417589208337231	0.000208324182593828	0.591022957144573	1.94269589944678	3.22987182397594	0.561808051965259	1.30332337119629	0.457713787310728	0.888159832788732	1	1
MvSl-1064-A2-R4_A2g00140	MvSl-1064-A2-R4_A2g00140	aMAT	322688	324561	4.00859488359715	0.0395226909750671	1.28022603125371	1.24070334027864	0.875607792994683	8.84601940013116e-07	1.81045080402767e-06	0.898999865181547	1.28953610393291e-05	4.86978628251982e-06	4.38334829766102	4.29428883671869	4.21639636182536	4.37920814519416	3.19685794147372	2.92222794138511	1	1
MvSl-1064-A2-R4_A2g00141	MvSl-1064-A2-R4_A2g00141	aMAT	324788	324937	2.9867301083066	0.153569538178435	0.805824885068145	0.65225534688971	0.618280991749832	0.0101396921693145	0.0370943261494032	0.672139605945976	0.0462994224796873	0.0532407742413135	3.45783702328016	3.04416956021353	3.24145137858455	2.9735033398554	2.48221391311255	2.45338090712657	1	1
MvSl-1064-A2-R4_A2g00142	MvSl-1064-A2-R4_A2g00142	aMAT	326802	328568	2.87414441756997	2.34718816433241	2.48773537918844	0.140547214856026	1.41418559787889e-09	1.90900356116914e-10	0.71675610159495	5.25772336976155e-09	4.74724267931914e-09	0.759324725902548	3.44211920374954	4.4059089132594	1.77295117132332	1.58306184012203	1.36029745072693	1.70709143620028	1	1
MvSl-1064-A2-R4_A2g00150	MvSl-1064-A2-R4_A2g00150	aMAT	338467	340718	4.1166965516451	-0.339311087347682	1.69647788897167	2.03578897631936	0.205161177727852	1.59542098114382e-09	5.73151162248021e-13	0.252985574772336	3.63755983700791e-08	3.10143556915649e-12	4.10590167791586	4.53743401447141	4.85336973469201	4.47367428279913	2.58711542199988	2.71475793527232	1	1
MvSl-1064-A2-R4_A2g00152	MvSl-1064-A2-R4_A2g00152	aMAT	341812	342213	2.20157420618384	3.6229780026647	1.19687640578896	-2.42610159687574	5.67425711297471e-17	0.00138055092215257	1.51593822222284e-08	4.28674703412073e-16	0.00873258706743138	5.22975491420365e-08	2.89834916592504	3.42730978306435	-0.471674636982328	-0.178340457527107	1.64582687250948	2.2918376125858	1	1
MvSl-1064-A2-R4_A2g00155	MvSl-1064-A2-R4_A2g00155	aMAT	349696	351551	8.22741397444041	4.23459792606034	2.68803585909522	-1.54656206696513	1.5809097235164e-66	6.71097615579425e-32	3.0206812455881e-12	1.74346848421711e-64	1.01626215039833e-29	1.51422094455221e-11	9.57443609195065	9.50383700955101	5.17527698760706	5.4282742201201	6.84876746447476	6.85575616033542	1	1
