gid	gname	chr	start	end	logCPM	logFC.water.rich	logFC.water.diploid	logFC.rich.diploid	PV.water.rich	PV.water.diploid	PV.rich.diploid	FDR.water.rich	FDR.water.diploid	FDR.rich.diploid	water1	water2	rich1	rich2	di1	di2
MvSl-1064-A1-R4_A1g00002	MvSl-1064-A1-R4_A1	aMAT	1057	1350	4.53463000092239	-0.14630781010059	0.171159776986842	0.317467587087432	0.608158809046382	0.549068466698242	0.265146370291717	0.682936193412406	0.794730115791395	0.338471827847023	4.6671733378083	4.39508497823714	4.81911061670206	4.53495050463201	4.49435215545089	4.22675735765161
MvSl-1064-A1-R4_A1g00003	MvSl-1064-A1-R4_A1	aMAT	2563	6967	5.10743628229557	1.32970552647742	0.146725330003835	-1.18298019647358	8.46357903353029e-05	0.657259743286624	0.000446085094968389	0.000269410862179232	0.855757943700329	0.00113873451507792	5.68712634287864	5.26100800202175	4.60000938000121	3.54521343896432	5.24320114421808	5.43683627146155
MvSl-1064-A1-R4_A1g00004	MvSl-1064-A1-R4_A1	aMAT	7783	9967	6.7194603702758	-1.06705034560189	0.0327493569434064	1.0997997025453	2.56426210260825e-06	0.884321687816878	1.22489212477369e-06	1.08807549171007e-05	0.964413308067039	5.06281187342833e-06	6.31760295129374	6.23888772334504	7.17611993995635	7.49576918904111	6.31126745371046	6.17767842514732
MvSl-1064-A1-R4_A1g00005	MvSl-1064-A1-R4_A1	aMAT	10297	11118	6.10475920976384	-0.433334921156545	-0.205275956261969	0.228058964894577	0.0642945721063749	0.380294350581893	0.328181890716966	0.10171433192599	0.670333847619573	0.405158348014367	5.78897207092958	5.96773259081155	6.12912788947876	6.47697246068513	6.10869329773841	6.06327762928349
MvSl-1064-A1-R4_A1g00006	MvSl-1064-A1-R4_A1	aMAT	11416	12757	8.2220877078383	-1.71467116916543	0.14059018701689	1.85526135618232	5.25249152075187e-10	0.601242425916661	2.17777820627111e-11	4.25728260103046e-09	0.824550491062124	1.89774779886961e-10	7.32637653384004	7.52984677096777	8.8825362475185	9.3684080157298	7.19432861765422	7.38198565042652
MvSl-1064-A1-R4_A1g00007	MvSl-1064-A1-R4_A1	aMAT	13778	17299	7.80795226219259	0.218512156121612	-0.199822731958551	-0.418334888080162	0.356378167090706	0.398629669416946	0.077593579789066	0.441800109431531	0.686188845861502	0.116403401860251	7.71034639449554	7.8920405167661	7.60131638671442	7.56982668785703	7.9457170387489	8.05968392637563
MvSl-1064-A1-R4_A1g00008	MvSl-1064-A1-R4_A1	aMAT	17742	19664	7.42875715897013	0.9204069532214	0.534447435670416	-0.385959517550983	0.000292608604894039	0.0343257770823309	0.126357314112103	0.000834476391734853	0.151781109356128	0.178169336303405	7.5622247383603	8.11337553614857	6.95923727173768	6.92873883239308	7.19093387489653	7.45646667412667
MvSl-1064-A1-R4_A1g00009	MvSl-1064-A1-R4_A1	aMAT	21256	22638	7.40816244618247	0.29718665145627	1.02277939396567	0.725592742509398	0.419221114834244	0.00590245688834166	0.0496607527992342	0.505669547292298	0.0415451102653016	0.0783415478634334	7.29014018451378	8.15711509091246	7.1266763009613	7.78097339667336	6.12459693122714	7.20795685619436
MvSl-1064-A1-R4_A1g00010	MvSl-1064-A1-R4_A1	aMAT	23065	24689	2.92202043540372	-1.82626680059085	0.78657688293065	2.6128436835215	7.69615432999012e-06	0.0588332494210409	5.40783750754999e-10	2.99258467299397e-05	0.218775430403304	3.8611354610261e-09	1.80140499267007	2.44073341413631	3.4822940166573	4.32103642173464	1.05472394643695	1.66341141616872
MvSl-1064-A1-R4_A1g00011	MvSl-1064-A1-R4_A1	aMAT	25010	25687	1.74407219270952	-0.809787735812557	0.777377601244188	1.58716533705675	0.0739840861161258	0.0972803037902962	0.00061559315205739	0.114906252336852	0.305738097626645	0.00152270230799684	1.03735024833057	1.99686154659888	2.19003626194996	2.5608250374118	0.305568408691008	1.24359218460916
MvSl-1064-A1-R4_A1g00013	MvSl-1064-A1-R4_A1	aMAT	27672	29826	6.61302768485632	-0.519282377652766	-0.834245020200926	-0.31496264254816	0.0633010946831018	0.00293631368357724	0.257862369243114	0.100266958274422	0.023778017970727	0.330733645705409	6.16054175513742	6.08259741197328	7.02018667311475	6.12660453764166	7.03010549215734	6.87694867380027
MvSl-1064-A1-R4_A1g00014	MvSl-1064-A1-R4_A1	aMAT	31145	31816	3.05096123229348	-2.09950957155876	0.496844390791266	2.59635396235003	0.00170948685032389	0.447899745403796	0.000138632264553983	0.00407938459713945	0.724753718468606	0.000389758699085985	1.30864556592024	2.57111883734821	4.86167252278719	2.70404942841652	2.17794138742247	0.573494387130697
MvSl-1064-A1-R4_A1g00015	MvSl-1064-A1-R4_A1	aMAT	31867	32715	3.05306691530788	-1.65139873744534	1.10183452543512	2.75323326288046	0.0333204085034863	0.154167553717644	0.000660781907103874	0.0572892952364081	0.409219788946804	0.00162145714127797	1.33923320595261	3.07169731011489	4.83427625511231	2.46350586527076	2.11564698322616	-0.237344463064868
MvSl-1064-A1-R4_A1g00016	MvSl-1064-A1-R4_A1	aMAT	32832	32999	0.74040538167834	-1.16057195478688	1.28379764920919	2.44436960399607	0.0764273483834231	0.0642724636780101	0.000404713984680082	0.118146257487147	0.23167136625181	0.00104446845165053	0.201767750568421	0.748845268921173	2.25158059365208	0.482504879602224	-0.0466491416736998	-1.79353519388072
MvSl-1064-A1-R4_A1g00017	MvSl-1064-A1-R4_A1	aMAT	34162	36492	1.05806676118157	-0.979847114956283	-0.0720854620368242	0.907761652919459	0.0283469881002335	0.874700812578539	0.0372592602729322	0.0498219790852589	0.961527774703234	0.0606855785481091	0.266859699768648	0.953980018831268	1.79467229578964	1.37314419854501	0.915398484337346	0.493797274983412
MvSl-1064-A1-R4_A1g00019	MvSl-1064-A1-R4_A1	aMAT	37961	39396	1.66024303886796	1.72170963409842	-0.675676343461889	-2.39738597756031	2.87775114041298e-05	0.0629845144393821	2.48100796653146e-09	0.000100919015257828	0.228597189342772	1.60234006920166e-08	1.73394312730767	1.66433196831876	0.0470764179435304	0.0714345917970163	2.27233474541089	2.44546169257072
MvSl-1064-A1-R4_A1g00020	MvSl-1064-A1-R4_A1	aMAT	39845	40120	1.79392697274285	1.99810804722929	-0.295056103353791	-2.29316415058309	4.22334677910602e-05	0.50494801431575	2.2977331402922e-06	0.000143324215163279	0.765568324869723	9.06909076848871e-06	1.71073612745428	2.34190305562595	0.704685114949553	-0.672598996866441	2.22590993061311	2.46649051178099
MvSl-1064-A1-R4_A1g00021	MvSl-1064-A1-R4_A1	aMAT	40219	40570	5.22433667651652	1.93867723912141	0.0546556724602014	-1.88402156666121	4.04398724375142e-10	0.85367139067056	1.11096499348861e-09	3.33834510731864e-09	0.954794998931811	7.5576080135874e-09	5.83396758044239	5.45251181268594	4.04834812813687	3.31351547752436	5.41469305762442	5.76641196925779
MvSl-1064-A1-R4_A1g00023	MvSl-1064-A1-R4_A1	aMAT	42439	44564	1.66804479210207	0.392322413854062	-1.26879571817058	-1.66111813202464	0.387626920332745	0.00347435746670587	0.000160924209414639	0.473831073273858	0.0271030226136392	0.000448339063784017	1.27739534150882	1.09937558567202	1.30742868816204	0.123335934672942	2.4645307326672	2.39150822127215
MvSl-1064-A1-R4_A1g00024	MvSl-1064-A1-R4_A1	aMAT	44670	45575	0.709355291490156	2.51458033764998	-7.11271753167503	-9.62729786932501	0.212126304283931	2.07055329131398e-19	8.55096912991776e-23	0.285045974731923	2.25538804853859e-17	2.5629951767928e-21	-3.49783471756653	-2.83780479073902	-3.49783471756653	-3.49783471756653	2.29499869321969	2.00266946244438
MvSl-1064-A1-R4_A1g00025	MvSl-1064-A1-R4_A1	aMAT	46588	48824	0.231496632909361	1.61959902678272	0.494663810449199	-1.12493521633352	0.00282716111820878	0.319818213863763	0.0384264120947068	0.00640593686145125	0.615252269272267	0.0623591411391573	1.17936558683232	0.222708992782901	-0.545527386133299	-0.861457411702201	0.433647370069087	0.174055882106278
MvSl-1064-A1-R4_A1g00026	MvSl-1064-A1-R4_A1	aMAT	50171	55586	5.35253862865196	0.567387178572981	-0.00901556582241973	-0.576402744395401	0.0285043660940596	0.972034053650391	0.02575315903439	0.0500395043144929	0.993036977469811	0.0437646911139976	5.70485249275033	5.29537206292909	4.91495204550797	4.98061995631556	5.39384665665686	5.64253868497537
MvSl-1064-A1-R4_A1g00027	MvSl-1064-A1-R4_A1	aMAT	56765	57706	1.97838711274217	-1.41667014102689	-0.178456598973563	1.23821354205333	9.85799710301883e-05	0.631452680107408	0.000462390824554415	0.00030862821634828	0.841308970572698	0.00117598942053532	1.24545319035064	1.38116788895398	2.81743607621079	2.57952518577957	1.50703020685802	1.46871896475216
MvSl-1064-A1-R4_A1g00028	MvSl-1064-A1-R4_A1	aMAT	59218	59891	3.33931387610802	0.793249094810914	-1.26208689298286	-2.05533598779377	0.0349424968246896	0.000595155555080955	5.76383732155382e-08	0.0596419609474732	0.00659544592801872	2.96558726705753e-07	2.78296815202107	3.06285852803703	2.56207487060391	1.59155038983727	4.28670103032192	4.07071339186184
MvSl-1064-A1-R4_A1g00029	MvSl-1064-A1-R4_A1	aMAT	60303	60627	4.5320559739579	-2.30857762074283	-3.3799536359124	-1.07137601516957	4.96652132901578e-13	7.53800707200544e-25	0.000267219435212068	6.51409229233024e-12	1.43254210993942e-22	0.000715254418733651	2.1508917728687	2.05149920213329	4.09945541838549	4.62546767168386	5.38198681340047	5.52717826534991
MvSl-1064-A1-R4_A1g00030	MvSl-1064-A1-R4_A1	aMAT	60777	61230	7.27431543104865	-2.04373930165495	-2.00555768302042	0.0381816186345257	9.33107837267356e-14	2.46887440082667e-13	0.884503871233998	1.3399548557029e-12	1.51041001014958e-11	0.909456453398488	5.62175696822515	5.71336663426832	7.30008844932613	8.02880922550845	7.57232012953213	7.7654469179498
