gid	gname	chr	start	end	logCPM	logFC.A1.A2	PV.A1.A2	FDR.A1.A2
MvSl-1064-A1-R4_A1g00014	MvSl-1064-A1-R4_A1	aMAT	27672	29826	3.98616664279046	-1.64774375649811	4.11495296597408e-07	1.40154314366982e-05
MvSl-1064-A1-R4_A1g00015	MvSl-1064-A1-R4_A1	aMAT	31145	31816	4.72801161640152	-2.42129815562364	1.59357171397158e-15	1.4191088107024e-13
MvSl-1064-A1-R4_A1g00016	MvSl-1064-A1-R4_A1	aMAT	31867	32715	1.82344418248474	-2.67197280147795	1.23824960665251e-09	5.81637136663316e-08
MvSl-1064-A1-R4_A1g00029	MvSl-1064-A1-R4_A1	aMAT	59218	59891	6.29764882571047	4.98899395461794	1.53997740076395e-87	1.88075239987586e-84
MvSl-1064-A1-R4_A1g00030	MvSl-1064-A1-R4_A1	aMAT	60303	60627	7.93454729909014	2.63788847215524	2.2924051023917e-30	4.35506027118814e-28
MvSl-1064-A1-R4_A1g00073	MvSl-1064-A1-R4_A1	aMAT	160618	163050	5.10382905128224	0.81147763696156	0.00158695535592006	0.0257436078515382
MvSl-1064-A1-R4_A1g00078	MvSl-1064-A1-R4_A1	aMAT	177417	178892	7.16201540510791	-0.993002655877421	8.92291214391023e-05	0.00205611794928002
MvSl-1064-A1-R4_A1g00079	MvSl-1064-A1-R4_A1	aMAT	179366	179827	5.69401412946503	-1.64669364938284	7.76197143549427e-10	3.79183393154517e-08
MvSl-1064-A1-R4_A1g00080	MvSl-1064-A1-R4_A1	aMAT	180716	185718	5.54236932052895	-1.36763053925464	5.03655044246595e-10	2.48887108281164e-08
MvSl-1064-A1-R4_A1g00081	MvSl-1064-A1-R4_A1	aMAT	186136	186867	5.66685649532867	-2.76441324922341	2.80009862243926e-28	4.516611910044e-26
MvSl-1064-A1-R4_A1g00106	MvSl-1064-A1-R4_A1	aMAT	192447	192848	2.22265903912156	1.29735483166464	0.00246113234707512	0.0375718222056164
MvSl-1064-A1-R4_A1g01138	MvSl-1064-A1-R4_A1	aMAT	430224	432154	5.39300314024907	2.36543372638174	6.00350509731105e-22	7.43825580824814e-20
MvSl-1064-A1-R4_A1g01253	MvSl-1064-A1-R4_A1	aMAT	525538	526703	6.66784277432987	-0.854931712843268	4.91255562001714e-05	0.00119310903396382
MvSl-1064-A1-R4_A1g00591	MvSl-1064-A1-R4_A1	aMAT	552007	553387	3.87673158798308	-4.27235892354258	9.78488137151248e-25	1.34920888459774e-22
MvSl-1064-A1-R4_A1g00246	MvSl-1064-A1-R4_A1	aMAT	616404	620052	6.80405281572258	1.48992197456472	1.13060173683776e-15	1.02824619661979e-13
MvSl-1064-A1-R4_A1g00165	MvSl-1064-A1-R4_A1	aMAT	621126	622892	7.33489188715089	-0.801032568165435	5.23367002581432e-05	0.00126035619861089
MvSl-1064-A1-R4_A1g00481	MvSl-1064-A1-R4_A1	aMAT	641110	646152	3.11321304787802	1.42978111118687	1.95531471209882e-05	0.000511192216322105
MvSl-1064-A1-R4_A1g00718	MvSl-1064-A1-R4_A1	aMAT	646353	651020	5.27768199775322	1.04223984140124	4.08924951760031e-05	0.00101330417756421
MvSl-1064-A1-R4_A1g00254	MvSl-1064-A1-R4_A1	aMAT	651956	657345	4.80555517165565	-1.92950017001683	2.20846681483099e-12	1.51041462399921e-10
MvSl-1064-A1-R4_A1g00168	MvSl-1064-A1-R4_A1	aMAT	718774	719371	3.59394190252503	-1.4202378459564	8.83658509333722e-05	0.00204172880980919
MvSl-1064-A1-R4_A1g00648	MvSl-1064-A1-R4_A1	aMAT	724341	725782	6.47520755641864	0.646589945723975	0.000603139317342974	0.0115195314296969
MvSl-1064-A1-R4_A1g00779	MvSl-1064-A1-R4_A1	aMAT	782234	783980	7.82076221929884	0.677992554798653	0.00121858487721024	0.0208014936563317
MvSl-1064-A1-R4_A1g00400	MvSl-1064-A1-R4_A1	aMAT	841678	844038	4.78637961169346	-1.08040559519985	0.000158149846147999	0.00340559958367567
MvSl-1064-A1-R4_A1g00383	MvSl-1064-A1-R4_A1	aMAT	893809	894012	2.97371681792499	1.95826132639452	1.19120270808464e-06	3.7717007227465e-05
MvSl-1064-A1-R4_A1g01375	MvSl-1064-A1-R4_A1	aMAT	901642	902941	4.90234177999643	0.846875735749152	0.000520405000234859	0.0101112326068359
MvSl-1064-A1-R4_A1g01376	MvSl-1064-A1-R4_A1	aMAT	903456	904193	5.36741815243119	0.760387736827012	0.00106488246906467	0.0186550824344956
MvSl-1064-A1-R4_A1g00624	MvSl-1064-A1-R4_A1	aMAT	907140	907771	6.80534783971282	-0.708893365785996	0.000113262787303084	0.00254142668938075
MvSl-1064-A1-R4_A1g01383	MvSl-1064-A1-R4_A1	aMAT	914330	919259	5.72389300464785	1.91842935122488	1.22163822751367e-17	1.27363234231882e-15
MvSl-1064-A1-R4_A1g00230	MvSl-1064-A1-R4_A1	aMAT	919803	924298	5.23018708214876	1.40267274639202	2.99108663684044e-09	1.31808245661592e-07
MvSl-1064-A1-R4_A1g00752	MvSl-1064-A1-R4_A1	aMAT	1010063	1012204	3.56641247096952	-5.75445442507586	7.23914215538545e-43	2.69075766462566e-40
MvSl-1064-A1-R4_A1g00594	MvSl-1064-A1-R4_A1	aMAT	1098507	1099824	5.06294719712302	-1.83591027063648	7.10562319015406e-13	5.02032831839893e-11
MvSl-1064-A1-R4_A1g00745	MvSl-1064-A1-R4_A1	aMAT	1111101	1112366	5.84798236258706	1.86815355489501	2.86651003310521e-17	2.95250533409837e-15
MvSl-1064-A1-R4_A1g01135	MvSl-1064-A1-R4_A1	aMAT	1112670	1116562	5.74957933453247	0.91701978600882	1.03869663493144e-05	0.000281898969270758
MvSl-1064-A1-R4_A1g00635	MvSl-1064-A1-R4_A1	aMAT	1119790	1125248	4.33008315081505	-1.41265676128806	5.3151987722931e-05	0.00127281888807657
MvSl-1064-A1-R4_A1g00242	MvSl-1064-A1-R4_A1	aMAT	1134595	1135956	5.99403463783324	0.6678946204786	0.000859995372267115	0.0155764839777787
MvSl-1064-A1-R4_A1g00270	MvSl-1064-A1-R4_A1	aMAT	1136196	1138565	5.48864292419831	-1.16855811383242	2.00969667158768e-07	7.28004103618773e-06
MvSl-1064-A1-R4_A1g00269	MvSl-1064-A1-R4_A1	aMAT	1139524	1144406	6.33908560500682	-4.21628927073878	2.18725622014549e-61	1.55823778550198e-58
