gid	gname	chr	start	end	logCPM	logFC.A1.A2	PV.A1.A2	FDR.A1.A2	A1_1	A1_2	A2_1	A2_2
MvSl-1064-A1-R4_A1g00002	MvSl-1064-A1-R4_A1	aMAT	1057	1350	4.6034921612721	-0.227257648557907	0.372838770002094	0.9557658875461	4.59843956778894	4.36297749140761	4.61297855470643	4.80415534103495
MvSl-1064-A1-R4_A1g00003	MvSl-1064-A1-R4_A1	aMAT	3408016	3408225	5.55335953589831	0.376564492872757	0.231737294219632	0.828954637300352	6.01094720340249	5.37990097502322	5.76838654842615	4.76957659021846
MvSl-1064-A1-R4_A1g00004	MvSl-1064-A1-R4_A1	aMAT	2563	6967	6.37941123508001	-0.0927689874889056	0.617484129687744	0.998600795879527	6.37109660083015	6.29241508934225	6.45309749259355	6.39620058762778
MvSl-1064-A1-R4_A1g00005	MvSl-1064-A1-R4_A1	aMAT	7783	9967	5.96532286918847	-0.0595055716120114	0.772623621061079	0.998600795879527	5.84253592389457	6.02227549158694	5.90995966037552	6.07470474286358
MvSl-1064-A1-R4_A1g00006	MvSl-1064-A1-R4_A1	aMAT	10297	11118	7.4519097564992	0.00407829343656082	0.983856014638289	0.998600795879527	7.34795251779795	7.55264517698361	7.38985254282775	7.50750250390586
MvSl-1064-A1-R4_A1g00007	MvSl-1064-A1-R4_A1	aMAT	11416	12757	7.75620036965144	0.210191552043718	0.308301049201542	0.912461052417241	7.76301038532795	7.94612375391989	7.63372428618867	7.66092370779711
MvSl-1064-A1-R4_A1g00008	MvSl-1064-A1-R4_A1	aMAT	13778	17299	7.71790231721153	0.432754166754119	0.103247552719053	0.606461278618383	7.61603179701851	8.16776316307343	7.12430830930415	7.77427070003066
MvSl-1064-A1-R4_A1g00009	MvSl-1064-A1-R4_A1	aMAT	17742	19664	7.53170462537691	0.705685541179736	0.0118335907890396	0.160404947844794	7.34355603911285	8.21150136387138	6.89048677463511	7.34673521389931
MvSl-1064-A1-R4_A1g00010	MvSl-1064-A1-R4_A1	aMAT	21256	22638	1.20036695632707	0.544212016680184	0.206577008302465	0.798841468852949	1.09683749156678	1.72263018148421	0.810597124098315	1.02763341762738
MvSl-1064-A1-R4_A1g00011	MvSl-1064-A1-R4_A1	aMAT	23065	24689	1.33821285748182	0.63102018867722	0.162800761462475	0.729357150181086	1.02055315674299	2.03570494067545	0.958174025229739	1.0606968074137
MvSl-1064-A1-R4_A1g00013	MvSl-1064-A1-R4_A1	aMAT	25010	25687	6.09509931572194	0.167813006494559	0.388383628105629	0.961927356176078	6.21298287119483	6.13930938426563	6.01167410608618	6.00634409527528
MvSl-1064-A1-R4_A1g00014	MvSl-1064-A1-R4_A1	aMAT	27672	29826	2.59856966956717	-0.863818255483603	0.0507930946775895	0.417598173623321	1.39756087093139	2.57689893109773	2.4922724277413	3.30510723623695
MvSl-1064-A1-R4_A1g00015	MvSl-1064-A1-R4_A1	aMAT	31145	31816	2.98230600651321	-0.193882627506699	0.658912518553156	0.998600795879527	2.09993700359074	3.3848434647512	2.60855271087096	3.42422212872859
MvSl-1064-A1-R4_A1g00016	MvSl-1064-A1-R4_A1	aMAT	31867	32715	1.0864422060585	1.7379156547396	0.000209823496953069	0.0065703267146942	1.59459914867681	1.81297875021386	-0.484144841406958	0.46154584043087
MvSl-1064-A1-R4_A1g00017	MvSl-1064-A1-R4_A1	aMAT	32832	32999	1.31060670002929	-0.895437015171932	0.0455104378580533	0.39440916589231	0.392513995574178	1.12471114233565	1.92019505722155	1.35532846517628
MvSl-1064-A1-R4_A1g00019	MvSl-1064-A1-R4_A1	aMAT	37426	37720	1.06188035780875	-0.280128288989239	0.526018676262297	0.998413943531211	0.940008893797045	0.895796553938695	1.48179168968456	0.811560115277818
MvSl-1064-A1-R4_A1g00020	MvSl-1064-A1-R4_A1	aMAT	37961	39396	2.26239054300745	-0.0621845250210081	0.869927338676829	0.998600795879527	1.90154223280657	2.49738657235597	2.04101107697402	2.50533498147393
MvSl-1064-A1-R4_A1g00021	MvSl-1064-A1-R4_A1	aMAT	39845	40120	5.13275239733752	1.06466876266519	8.98308279941785e-06	0.000401646592628697	5.73026698185901	5.38910899341011	4.51506042561301	4.50110054376536
MvSl-1064-A1-R4_A1g00023	MvSl-1064-A1-R4_A1	aMAT	41703	42358	0.0414148488950355	0.716964430152288	0.188664945043636	0.775926945188631	0.7164629597117	-0.150703359928041	-0.58274384879488	-0.0714771152099074
MvSl-1064-A1-R4_A1g00025	MvSl-1064-A1-R4_A1	aMAT	44670	45575	0.918657903778239	-0.205040134436637	0.66808330602921	0.998600795879527	1.20419589082066	0.287771432167773	1.30004029209767	0.647141728909476
MvSl-1064-A1-R4_A1g00026	MvSl-1064-A1-R4_A1	aMAT	46588	48824	4.96138419325899	-0.361746430441253	0.164867140744791	0.733858539403717	4.92571547522605	4.5939467056033	5.33242168144198	4.89403715721975
MvSl-1064-A1-R4_A1g00027	MvSl-1064-A1-R4_A1	aMAT	50171	55586	1.44360614450271	-0.137090041124283	0.730395987521014	0.998600795879527	1.30411555689835	1.44032255785992	1.64318659101988	1.35532846517628
MvSl-1064-A1-R4_A1g00028	MvSl-1064-A1-R4_A1	aMAT	56765	57706	3.20157851976188	-0.759345482109964	0.0152437174002268	0.190801237152978	2.63567242386867	2.89910220805043	3.50350470991605	3.54597086183295
MvSl-1064-A1-R4_A1g00029	MvSl-1064-A1-R4_A1	aMAT	59218	59891	1.61669799434508	-0.033634216842391	0.931934241445032	0.998600795879527	1.76793185831839	1.41169289746316	1.80792122092458	1.43314003667362
MvSl-1064-A1-R4_A1g00030	MvSl-1064-A1-R4_A1	aMAT	60303	60627	5.70472554425964	0.09262420405755	0.65446728151928	0.998600795879527	5.70611667463908	5.79313915232903	5.63214969336394	5.6831256464657
MvSl-1064-A1-R4_A1g00031	MvSl-1064-A1-R4_A1	aMAT	60777	61230	4.63286471258223	-0.141193133940238	0.602602522295781	0.998600795879527	4.47166557828268	4.6440351761247	4.94260570243937	4.41102630315535
MvSl-1064-A1-R4_A1g00032	MvSl-1064-A1-R4_A1	aMAT	61566	63177	9.39272624630352	0.0608790739114701	0.824576710699116	0.998600795879527	9.40444785388054	9.44101054512567	9.32031550240481	9.402465601797
MvSl-1064-A1-R4_A1g00033	MvSl-1064-A1-R4_A1	aMAT	63513	66190	4.63967446703881	-0.287809225854135	0.240992419743892	0.839249003483599	4.47166557828268	4.50526753827368	4.79824789352515	4.751971369452
MvSl-1064-A1-R4_A1g00035	MvSl-1064-A1-R4_A1	aMAT	68178	68401	5.17366172582457	0.425698669744822	0.0646658259768817	0.476744690774598	5.29302258082078	5.44492319309056	4.84166678100296	5.04417331883418
MvSl-1064-A1-R4_A1g00036	MvSl-1064-A1-R4_A1	aMAT	68795	70180	5.38051064758244	0.00362834918084528	0.986642584629059	0.998600795879527	5.36805308792214	5.39643332620008	5.36419900346704	5.39306926337153
MvSl-1064-A1-R4_A1g00037	MvSl-1064-A1-R4_A1	aMAT	71408	72880	4.78099369043338	0.136470800226401	0.57822166077973	0.998600795879527	4.93613523289179	4.75360864924174	4.82012067121493	4.59437251143477
