gid	gname	chr	start	end	logCPM	logFC.A1.A2	PV.A1.A2	FDR.A1.A2	A1_1	A1_2	A2_1	A2_2	average	ward.D
MvSl-1064-A1-R4_A1g00016	MvSl-1064-A1-R4_A1	aMAT	31867	32715	1.0864422060585	1.7379156547396	0.000209823496953069	0.0065703267146942	1.59459914867681	1.81297875021386	-0.484144841406958	0.46154584043087	2	2
MvSl-1064-A1-R4_A1g00021	MvSl-1064-A1-R4_A1	aMAT	39845	40120	5.13275239733752	1.06466876266519	8.98308279941785e-06	0.000401646592628697	5.73026698185901	5.38910899341011	4.51506042561301	4.50110054376536	2	2
MvSl-1064-A1-R4_A1g00073	MvSl-1064-A1-R4_A1	aMAT	160618	163050	5.10653433517982	-0.809204712641861	0.00186817465628159	0.0396909825910227	4.88057222323342	4.36671124128048	5.29125477989177	5.59840854261472	1	1
MvSl-1064-A1-R4_A1g00078	MvSl-1064-A1-R4_A1	aMAT	177417	178892	7.16485696064296	0.994373803023483	9.07859539638224e-05	0.00322487497341056	7.35087607793098	7.77439980766828	6.18650279763806	6.8960947121951	2	2
MvSl-1064-A1-R4_A1g00079	MvSl-1064-A1-R4_A1	aMAT	179366	179827	5.69381678750751	1.64832324175176	1.41909131302297e-09	1.09942876121874e-07	6.59720992140536	5.91289018918936	4.85585413721405	4.41102630315535	2	2
MvSl-1064-A1-R4_A1g00080	MvSl-1064-A1-R4_A1	aMAT	180716	185718	5.54438684730183	1.37347830477301	5.60738665149606e-10	4.45960918911461e-08	6.21726122482078	5.91544161547721	4.66761838279749	4.73926336596678	2	2
MvSl-1064-A1-R4_A1g00081	MvSl-1064-A1-R4_A1	aMAT	186136	186867	5.65817257028572	2.83564339117785	2.28628622241375e-29	5.70745952245343e-27	6.67625597481145	6.23024165572304	3.82045261219348	3.44315241472219	2	2
MvSl-1064-A1-R4_A1g00112	MvSl-1064-A1-R4_A1	aMAT	240393	243364	6.80573697094504	-5.95840826488845	1.47286578676154e-96	3.30916120640649e-93	2.09993700359074	1.57552223288965	8.01209305178316	7.50487712740886	1	1
MvSl-1064-A1-R4_A1g00154	MvSl-1064-A1-R4_A1	aMAT	2578833	2582754	4.9533149195776	1.12981878917376	2.67025222099041e-06	0.000133319759500227	5.33299823788578	5.48498160342244	4.24733253960679	4.32178681250774	2	2
MvSl-1064-A1-R4_A1g00163	MvSl-1064-A1-R4_A1	aMAT	1711315	1715586	2.10606644402671	2.66445081898445	1.61411624386874e-11	1.46525885693418e-09	2.93483397539664	2.86782717262474	0.50928141238526	0.12888406611595	2	2
MvSl-1064-A1-R4_A1g00165	MvSl-1064-A1-R4_A1	aMAT	621126	622892	7.68294848917344	0.709760108091359	0.000471860214059523	0.0130079992139661	8.0628335949242	7.92317041204209	7.29758622958864	7.27282581684267	2	2
MvSl-1064-A1-R4_A1g00168	MvSl-1064-A1-R4_A1	aMAT	713060	718328	4.71540822405249	2.09180191893992	8.47652763075085e-12	7.93526602266228e-10	5.63434408282114	5.15223148821748	3.63546078754885	2.94674123733703	2	2
MvSl-1064-A1-R4_A1g00230	MvSl-1064-A1-R4_A1	aMAT	919803	924298	7.9804517368985	-4.43910579084493	1.7040443998231e-64	1.91428087765128e-61	4.66885498600289	4.26634784947371	8.96417579965157	8.86317603831131	1	1
MvSl-1064-A1-R4_A1g00241	MvSl-1064-A1-R4_A1	aMAT	1112670	1116562	7.6253632456739	-0.658064511783454	0.00116721646597049	0.027388444855553	7.26359068147111	7.25468141063833	7.84464483745131	7.98566992124428	1	1
MvSl-1064-A1-R4_A1g00242	MvSl-1064-A1-R4_A1	aMAT	1116801	1118832	5.6787001043468	-0.637006835211749	0.00199944249129462	0.041885756804813	5.39851359745567	5.24846169863982	5.90428260163077	6.0158589411754	1	1
MvSl-1064-A1-R4_A1g00246	MvSl-1064-A1-R4_A1	aMAT	578151	581054	6.48244974608904	-1.02832465334654	7.05910408590041e-08	4.46761749436528e-06	5.92069636626415	5.83551838971709	6.93793813607847	6.87301235596319	1	1
MvSl-1064-A1-R4_A1g00252	MvSl-1064-A1-R4_A1	aMAT	2500697	2501425	2.38501297177003	2.11553299354555	8.69956623531462e-09	6.10804701224785e-07	2.95546887603469	3.212977735247	0.99282451148056	1.0606968074137	2	2
MvSl-1064-A1-R4_A1g00254	MvSl-1064-A1-R4_A1	aMAT	651956	657345	4.82189801813731	1.92644776883202	2.86499224701465e-12	2.76856831440007e-10	5.64708554381172	5.30598725000999	3.79122138564209	3.30510723623695	2	2
MvSl-1064-A1-R4_A1g00269	MvSl-1064-A1-R4_A1	aMAT	1131484	1132443	7.74940224479133	4.65574829004119	1.91811001876225e-59	1.56709588532876e-56	8.69870966833889	8.68864451020577	4.36111497918207	3.64194657829479	2	2
MvSl-1064-A1-R4_A1g00270	MvSl-1064-A1-R4_A1	aMAT	1119790	1125248	5.49077257832071	1.171439678022	2.06302280655942e-07	1.22784012997017e-05	5.95696534916032	5.96554486967264	4.95144120336213	4.61399612608939	2	2
MvSl-1064-A1-R4_A1g00283	MvSl-1064-A1-R4_A1	aMAT	2618847	2620704	5.15918338841449	-4.37263564160294	3.82210179355896e-33	1.07341340058483e-30	2.22418067826802	1.05236825844176	6.31956534638337	5.80520912042344	1	1
