gid	gname	chr	start	end	logCPM	logFC.A1.A2	PV.A1.A2	FDR.A1.A2	A1_1	A1_2	A2_1	A2_2	average	ward.D
MvSl-1064-A1-R4_A1g00021	MvSl-1064-A1-R4_A1	aMAT	39845	40120	5.09301940961056	1.51409448514308	7.3319412285966e-10	7.50723361659063e-08	5.83904137556726	5.45789528401717	4.19158654191726	4.11055523808997	2	2
MvSl-1064-A1-R4_A1g00073	MvSl-1064-A1-R4_A1	aMAT	160618	163050	5.05819666318866	-0.809919470236329	0.00191607323442741	0.0497620419016892	4.83208860346842	4.31746684315258	5.54883681046163	5.24499689343362	1	1
MvSl-1064-A1-R4_A1g00078	MvSl-1064-A1-R4_A1	aMAT	177417	178892	7.11566473408918	0.994579565995959	8.82465081088713e-05	0.00397020148602942	7.30239341833937	7.72480212371488	6.84594947354076	6.13850695105527	2	2
MvSl-1064-A1-R4_A1g00079	MvSl-1064-A1-R4_A1	aMAT	179366	179827	5.64428735711557	1.64719802954929	7.86021256037379e-10	7.95667880543292e-08	6.54708473461078	5.86364443251374	4.36145656504353	4.80785654867577	2	2
MvSl-1064-A1-R4_A1g00080	MvSl-1064-A1-R4_A1	aMAT	180716	185718	5.5144551003074	1.36180363566686	8.68697831336935e-10	8.67213076302195e-08	6.18576597453638	5.88014860524807	4.70745289661262	4.65667321045425	2	2
MvSl-1064-A1-R4_A1g00081	MvSl-1064-A1-R4_A1	aMAT	186136	186867	5.51284121082702	2.86252310336993	2.20105451890859e-28	8.16958068934906e-26	6.53221854674802	6.09115449719364	3.2692726781589	3.65702959332417	2	2
MvSl-1064-A1-R4_A1g00107	MvSl-1064-A1-R4_A1	aMAT	220047	220241	1.20679886961333	2.47124817063347	4.46774641333308e-08	3.52200752654611e-06	2.05144650475629	1.88946899420337	-0.440443164350654	-0.271390808990467	2	2
MvSl-1064-A1-R4_A1g00112	MvSl-1064-A1-R4_A1	aMAT	240393	243364	3.03387517965838	-1.25286845349048	0.000470042713945653	0.0159814522741522	2.63744338552294	1.80688150447963	3.39358607509185	3.63066732687522	1	1
MvSl-1064-A1-R4_A1g00154	MvSl-1064-A1-R4_A1	aMAT	2575916	2576612	4.89918471183251	1.19990710717855	6.98221430439264e-07	4.57335036937718e-05	5.30214883738896	5.45111325013076	4.22719838341661	4.1370179869251	2	2
MvSl-1064-A1-R4_A1g00163	MvSl-1064-A1-R4_A1	aMAT	1648933	1652928	1.64038219865471	2.30698618271007	2.18099937285196e-08	1.78241673517113e-06	2.42496250457584	2.33481896339107	0.0793799387424962	0.255781301560837	2	2
MvSl-1064-A1-R4_A1g00165	MvSl-1064-A1-R4_A1	aMAT	621126	622892	7.5965774334827	0.648642331575889	0.0014427866505988	0.0399646583093915	7.95706401349453	7.80876902828136	7.22325301272032	7.24959100044864	2	2
MvSl-1064-A1-R4_A1g00209	MvSl-1064-A1-R4_A1	aMAT	380085	382864	5.78361689553945	1.27524512195404	1.10135571119165e-09	1.07811831596651e-07	6.34358028844472	6.22439916887052	4.98214977816482	5.04192065522088	2	2
MvSl-1064-A1-R4_A1g00241	MvSl-1064-A1-R4_A1	aMAT	1098507	1099824	7.57484976603621	-0.662073360720249	0.00106232483517355	0.0311289132622566	7.20992745806112	7.20240953719159	7.93609692644586	7.79635333024883	1	1
MvSl-1064-A1-R4_A1g00242	MvSl-1064-A1-R4_A1	aMAT	1108286	1110870	5.62910496396781	-0.639026402783558	0.00190954260263269	0.0497374429948889	5.34625775130313	5.19921635576273	5.96628681680899	5.85628650664131	1	1
MvSl-1064-A1-R4_A1g00246	MvSl-1064-A1-R4_A1	aMAT	551158	551514	6.34990364059913	-0.870177676132714	2.69604723396997e-06	0.00016678047750142	5.89046181808471	5.80899498336625	6.68815292201633	6.74999963398444	1	1
MvSl-1064-A1-R4_A1g00254	MvSl-1064-A1-R4_A1	aMAT	667810	671393	4.77927462166404	1.93412253005848	2.24540017496206e-12	2.81718658571296e-10	5.60493118907769	5.26643230139265	3.25554159483214	3.74322064047433	2	2
MvSl-1064-A1-R4_A1g00270	MvSl-1064-A1-R4_A1	aMAT	1111101	1112366	5.52377076684924	1.14658198215634	3.2021620095193e-07	2.22850462349984e-05	5.99294484726406	5.98011392202196	4.64035517906323	5.01974464835407	2	2
MvSl-1064-A1-R4_A1g00292	MvSl-1064-A1-R4_A1	aMAT	1132727	1134319	6.84281317482457	0.909844551093575	5.02656738603152e-06	0.000296534187250124	7.088722794328	7.35371108483933	6.46172318382163	6.15894290338224	2	2
MvSl-1064-A1-R4_A1g00312	MvSl-1064-A1-R4_A1	aMAT	1393224	1396199	8.46395048836884	3.50629370671791	2.51415739202452e-34	1.31741847342085e-31	9.05985995548923	9.57867163290556	5.73475733443972	5.93487949315162	2	2
MvSl-1064-A1-R4_A1g00326	MvSl-1064-A1-R4_A1	aMAT	1162650	1164414	4.17920072782698	-12.5204325936974	1.26421155940148e-71	3.75386552371612e-68	-3.35702000194919	-3.35702000194919	5.03535122594624	5.28780304523164	1	1
MvSl-1064-A1-R4_A1g00400	MvSl-1064-A1-R4_A1	aMAT	852461	853825	4.76921681641736	1.0720200361893	0.00016636164674331	0.00661584620173841	5.34247528053682	5.0612865399922	3.75247759926609	4.4460502505572	2	2
MvSl-1064-A1-R4_A1g00453	MvSl-1064-A1-R4_A1	aMAT	3104710	3107087	2.16297766508773	-5.47778835800836	1.6869171556785e-25	5.5655770454756e-23	-2.29255867825372	-1.49302128221501	3.02408075556097	3.15613145528414	1	1
MvSl-1064-A1-R4_A1g00495	MvSl-1064-A1-R4_A1	aMAT	3171155	3174630	6.93623921266344	2.06770355586782	6.85813211534681e-27	2.44368963534037e-24	7.69723141919355	7.55531171421115	5.56562655999566	5.55921021962423	2	2
MvSl-1064-A1-R4_A1g00516	MvSl-1064-A1-R4_A1	aMAT	2618847	2620704	8.60405268311849	0.995708514690732	9.91745446858258e-05	0.00433062178461439	8.81998569499579	9.19155557933694	8.09247442355901	7.94844131994337	2	2
MvSl-1064-A1-R4_A1g00522	MvSl-1064-A1-R4_A1	aMAT	1378554	1381105	1.32646367499525	4.65808951563058	1.93352131282216e-16	3.82751285658218e-14	2.14127070830561	2.40668559879287	-1.26100710692886	-2.80309411576075	2	2
MvSl-1064-A1-R4_A1g00594	MvSl-1064-A1-R4_A1	aMAT	1017072	1017508	5.46038908506979	1.18899212520619	1.2303777808361e-06	7.82871805120572e-05	5.82555603549577	6.03896549988708	4.45153059048109	4.99722244037598	2	2
MvSl-1064-A1-R4_A1g00624	MvSl-1064-A1-R4_A1	aMAT	908654	911656	7.53663643816013	0.808088471763115	8.50779251220808e-05	0.00388653413839741	7.77471099405666	7.98725686991029	7.13132290125007	7.02105988610355	2	2
MvSl-1064-A1-R4_A1g00635	MvSl-1064-A1-R4_A1	aMAT	1091186	1095689	3.80338654010994	3.59765044110069	4.99268363673601e-20	1.17039015358012e-17	4.89283345450501	4.46278199771794	0.507804334734784	1.59516508656745	2	2
MvSl-1064-A1-R4_A1g00641	MvSl-1064-A1-R4_A1	aMAT	545893	546933	3.22292308471278	2.24131478981213	1.02056642996482e-10	1.09532599495502e-08	3.65076411073916	4.19697604329982	1.61627665607611	1.85406197466942	2	2
MvSl-1064-A1-R4_A1g00644	MvSl-1064-A1-R4_A1	aMAT	1588797	1592442	5.04824636620791	1.3207337051043	8.96754921711046e-08	6.71285112823698e-06	5.43773333708386	5.67862086895763	4.09079798824339	4.3874256930359	2	2
MvSl-1064-A1-R4_A1g00646	MvSl-1064-A1-R4_A1	aMAT	2776699	2777667	8.0183988016333	1.50964723349858	8.76169475383897e-10	8.67213076302195e-08	8.33539729618903	8.79646563901298	7.19115353095232	6.94927791240624	2	2
MvSl-1064-A1-R4_A1g00648	MvSl-1064-A1-R4_A1	aMAT	739770	740360	6.45870638290909	-0.643515079604386	0.00055243028648542	0.0183621231045228	6.12761237784609	6.07470264860951	6.72722989817157	6.76097939649761	1	1
