gid	gname	chr	start	end	logCPM	logFC.A1.A2	PV.A1.A2	FDR.A1.A2
MvSl-1064-A1-R4_A1g01282	MvSl-1064-A1-R4_A1	aMAT	817323	819348	2.37841757599337	-6.17656711296061	1.16413738401927e-30	4.93815991278267e-28
MvSl-1064-A1-R4_A1g00635	MvSl-1064-A1-R4_A1	aMAT	1091186	1095689	3.80338654010994	3.59765044110069	4.99268363673601e-20	1.17039015358012e-17
MvSl-1064-A1-R4_A1g00326	MvSl-1064-A1-R4_A1	aMAT	1162650	1164414	4.17920072782698	-12.5204325936974	1.26421155940148e-71	3.75386552371612e-68
MvSl-1064-A1-R4_A1g01136	MvSl-1064-A1-R4_A1	aMAT	1164814	1164982	3.70277387921649	3.95083490661759	9.00775613754826e-25	2.86575327404571e-22
MvSl-1064-A1-R4_A1g01162	MvSl-1064-A1-R4_A1	aMAT	1176877	1180058	3.00531525336697	-5.46680016060322	8.18805696548998e-32	3.83890586571499e-29
MvSl-1064-A1-R4_A1g01163	MvSl-1064-A1-R4_A1	aMAT	1183296	1185232	3.95701026938193	-3.61809830778806	9.11110565122727e-29	3.52877083222316e-26
MvSl-1064-A1-R4_A1g00522	MvSl-1064-A1-R4_A1	aMAT	1378554	1381105	1.32646367499525	4.65808951563058	1.93352131282216e-16	3.82751285658218e-14
MvSl-1064-A1-R4_A1g00668	MvSl-1064-A1-R4_A1	aMAT	1389234	1391759	6.33471636159406	5.49597304172742	3.46999071144897e-104	3.09106772575875e-100
MvSl-1064-A1-R4_A1g00312	MvSl-1064-A1-R4_A1	aMAT	1393224	1396199	8.46395048836884	3.50629370671791	2.51415739202452e-34	1.31741847342085e-31
MvSl-1064-A1-R4_A1g00835	MvSl-1064-A1-R4_A1	aMAT	1637608	1638887	4.36863237224011	-4.21139954916937	3.97433101701167e-38	2.52881004996714e-35
MvSl-1064-A1-R4_A1g01220	MvSl-1064-A1-R4_A1	aMAT	2515006	2516109	7.58838563419469	-3.43352633686467	1.96374698663353e-53	2.91550969282192e-50
MvSl-1064-A1-R4_A1g00453	MvSl-1064-A1-R4_A1	aMAT	3104710	3107087	2.16297766508773	-5.47778835800836	1.6869171556785e-25	5.5655770454756e-23
MvSl-1064-A1-R4_MC01-1g02827	MvSl-1064-A1-R4_MC01-1	Chr01	2277804	2277986	0.0905937829501477	-3.39796682963831	2.87112052598481e-07	2.01385367287186e-05
MvSl-1064-A1-R4_MC01-1g02869	MvSl-1064-A1-R4_MC01-1	Chr01	2388232	2388937	0.07272950114524	5.23662639047278	4.83357809934623e-11	5.31574243320694e-09
MvSl-1064-A1-R4_MC01-1g02870	MvSl-1064-A1-R4_MC01-1	Chr01	2389164	2391367	0.366746629900975	3.4212633127282	2.62188381382486e-08	2.12324918305017e-06
MvSl-1064-A1-R4_MC01-1g02885	MvSl-1064-A1-R4_MC01-1	Chr01	2421729	2423505	0.806835190097972	-9.03658320902751	5.65635928341773e-19	1.29197047427398e-16
MvSl-1064-A1-R4_MC01-1g02916	MvSl-1064-A1-R4_MC01-1	Chr01	2469795	2471672	2.60045185305364	-10.9138206003004	5.38141155915489e-29	2.17898246222508e-26
MvSl-1064-A1-R4_MC01-1g02912	MvSl-1064-A1-R4_MC01-1	Chr01	2476117	2477982	1.92590602962338	-3.20888345680154	1.1346596253614e-12	1.46486202068396e-10
MvSl-1064-A1-R4_MC01-2g02970	MvSl-1064-A1-R4_MC01-1	Chr01	2555812	2558089	5.41836888190416	-6.83440400651521	1.15963002382813e-52	1.47571203603729e-49
MvSl-1064-A1-R4_MC01-2g03006	MvSl-1064-A1-R4_MC01-1	Chr01	2638903	2639454	3.43230221553992	-7.96272439935848	9.74821317625545e-49	1.08546353717604e-45
MvSl-1064-A1-R4_MC01-2g03166	MvSl-1064-A1-R4_MC02	Chr02	46893	50202	1.42137745156142	3.8248128880543	2.59519558359268e-13	3.61218785291306e-11
MvSl-1064-A1-R4_MC04-1g05282	MvSl-1064-A1-R4_MC04-1	Chr04	49616	50221	0.32171577137927	-5.21727398980531	2.69482742010725e-12	3.28842776141306e-10
MvSl-1064-A1-R4_MC04-1g05292	MvSl-1064-A1-R4_MC04-2	Chr04	61568	64875	7.08702672493374	-5.89465634173644	3.67939152451409e-79	1.63880098501858e-75
MvSl-1064-A1-R4_MC04-1g05411	MvSl-1064-A1-R4_MC04-1	Chr04	343240	347427	3.43040339875864	3.87394131480699	7.00868373706185e-23	2.01397918483055e-20
MvSl-1064-A1-R4_MC04-1g05502	MvSl-1064-A1-R4_MC04-1	Chr04	552732	553186	1.89382525995477	3.2736429012965	2.17212461682724e-14	3.39461159415738e-12
MvSl-1064-A1-R4_MC04-1g05826	MvSl-1064-A1-R4_MC04-1	Chr04	1353900	1355170	1.98269496910539	-3.74084778340297	1.13915753569905e-14	1.81207416571556e-12
MvSl-1064-A1-R4_MC04-1g05832	MvSl-1064-A1-R4_MC04-1	Chr04	1366216	1367297	4.80964258237543	-6.36076504421719	4.65145964696826e-10	4.87472971002273e-08
MvSl-1064-A1-R4_MC05-1g06209	MvSl-1064-A1-R4_MC05-1	Chr05	124813	126762	1.46324514150873	-3.93174476936804	9.12928859433559e-15	1.50599449626558e-12
MvSl-1064-A1-R4_MC05-1g06212	MvSl-1064-A1-R4_MC05-2	Chr05	126793	127386	5.55644678881562	3.28578924595336	7.13187874593909e-31	3.17653879344127e-28
MvSl-1064-A1-R4_MC06g07137	MvSl-1064-A1-R4_MC06	Chr06	806773	806949	8.96517644015147	4.9614362376576	1.56886983585509e-48	1.55283249975524e-45
MvSl-1064-A1-R4_MC06g07138	MvSl-1064-A1-R4_MC06	Chr06	807580	809503	10.1475255226275	-4.46192241792102	3.39585308010108e-35	1.89064120234627e-32
MvSl-1064-A1-R4_MC07g07961	MvSl-1064-A1-R4_MC07	Chr07	1066540	1066944	4.46258920381324	-4.09879713274562	4.31332712561783e-39	2.95562446423105e-36
MvSl-1064-A1-R4_MC07g08235	MvSl-1064-A1-R4_MC08	Chr08	21352	26574	4.77593397372295	5.63747020586569	2.26203490533861e-60	5.03755173418909e-57
MvSl-1064-A1-R4_MC09-2g09067	MvSl-1064-A1-R4_MC09-2	Chr09	391574	393954	4.36099501715065	-5.75421881364114	1.29684756469738e-40	9.62693175527025e-38
MvSl-1064-A1-R4_MC09-2g09566	MvSl-1064-A1-R4_MC10-2	Chr10	25719	27254	0.392643735472723	-3.14377603066775	2.13178814553639e-07	1.54389990247465e-05
MvSl-1064-A1-R4_MC10-1g09854	MvSl-1064-A1-R4_MC10-1	Chr10	366740	368605	1.36105010556397	-4.09972587074786	1.87146521514039e-12	2.38157316235295e-10
MvSl-1064-A1-R4_MC10-2g09885	MvSl-1064-A1-R4_MC10-1	Chr10	398901	400457	3.27115389272595	3.67682850675029	1.28344566600687e-24	3.94239103199627e-22
MvSl-1064-A1-R4_MC10-2g09933	MvSl-1064-A1-R4_MC10-2	Chr10	451155	452243	2.86806956375592	3.78162484729256	2.86708664887421e-23	8.51333595605716e-21
MvSl-1064-A1-R4_MC11g10576	MvSl-1064-A1-R4_MC11	Chr11	1070132	1072201	2.07624743116972	-5.18608806631458	9.05755088880139e-17	1.8337423481237e-14
MvSl-1064-A1-R4_MC11g10730	MvSl-1064-A1-R4_MC12	Chr12	23219	24603	3.1651512894341	-3.42792551172588	3.53464514363007e-20	8.50989701066397e-18
MvSl-1064-A1-R4_MC12g10810	MvSl-1064-A1-R4_MC12	Chr12	211548	214912	4.27238734089759	3.06778641890712	8.4519317003143e-19	1.88224518965999e-16
MvSl-1064-A1-R4_MC13g11429	MvSl-1064-A1-R4_MC13	Chr13	377143	378651	4.23333309794737	7.31749550149564	2.07845271126194e-58	3.70297135038427e-55
MvSl-1064-A1-R4_MC14g11983	MvSl-1064-A1-R4_MC14	Chr14	629824	632718	2.20928423176954	-4.62654929296632	2.58668094001081e-22	7.2006730667551e-20
MvSl-1064-A1-R4_MC15g12148	MvSl-1064-A1-R4_MC16	Chr16	3693	5975	1.01240641010168	-6.84166751643337	5.32172857905338e-18	1.12871329005256e-15
