gid	gname	chr	start	end	logCPM	logFC.A1.A2	PV.A1.A2	FDR.A1.A2	A1_1	A1_2	A2_1	A2_2
MvSl-1064-A1-R4_A1g00002	MvSl-1064-A1-R4_A1	aMAT	1057	1350	4.59484884926479	-0.102083278241776	0.685604238824539	0.999958419202852	4.6725225524798	4.4007793952541	4.7349271038413	4.54817659925825
MvSl-1064-A1-R4_A1g00003	MvSl-1064-A1-R4_A1	aMAT	3408016	3408225	5.1235771139017	0.871198494303402	0.00660644638367728	0.12378634105985	5.69222383990987	5.26643230139265	4.01132060318601	5.05585722216274
MvSl-1064-A1-R4_A1g00004	MvSl-1064-A1-R4_A1	aMAT	2563	6967	6.33103723816921	-0.092774478414517	0.613905966670274	0.999958419202852	6.32261373570641	6.2441503314045	6.34662819239524	6.40587930644966
MvSl-1064-A1-R4_A1g00005	MvSl-1064-A1-R4_A1	aMAT	7783	9967	5.91619304464634	-0.059029749066909	0.773412573223944	0.999958419202852	5.79405287427519	5.97302968325758	6.02513257178185	5.86082994378175
MvSl-1064-A1-R4_A1g00006	MvSl-1064-A1-R4_A1	aMAT	10297	11118	7.43243550279985	0.00868639912546976	0.965905870514315	0.999958419202852	7.33130772771547	7.5350107578012	7.48539525236004	7.36842457307736
MvSl-1064-A1-R4_A1g00007	MvSl-1064-A1-R4_A1	aMAT	11416	12757	7.70778701643715	0.210262502434326	0.311383635062428	0.945084765505755	7.71525921366764	7.89718937015599	7.61135078832362	7.58641516304856
MvSl-1064-A1-R4_A1g00008	MvSl-1064-A1-R4_A1	aMAT	13778	17299	7.66870028199072	0.432991251916051	0.104822330049783	0.659023585911921	7.56714407313436	8.11851684719279	7.72407471094153	7.07631301224065
MvSl-1064-A1-R4_A1g00009	MvSl-1064-A1-R4_A1	aMAT	17742	19664	7.48257018986221	0.706101623770608	0.0118328711172371	0.186231830233831	7.2950733784458	8.16225504356473	7.29716238535339	6.84134233434234
MvSl-1064-A1-R4_A1g00010	MvSl-1064-A1-R4_A1	aMAT	21256	22638	1.92477166169015	0.529466873804616	0.17413151665137	0.797923637001234	1.80987388521193	2.44814765649798	1.71990766254625	1.57318455815085
MvSl-1064-A1-R4_A1g00011	MvSl-1064-A1-R4_A1	aMAT	23065	24689	1.33217942910604	0.617651920880462	0.165847708774552	0.779702415685909	1.04833890739762	2.0051100876616	1.07509506542783	0.944787738239229
MvSl-1064-A1-R4_A1g00013	MvSl-1064-A1-R4_A1	aMAT	25010	25687	6.10161148449679	0.0516768768708922	0.786979704167657	0.999958419202852	6.16557073657714	6.08787910201436	6.07875070054321	6.07246759395023
MvSl-1064-A1-R4_A1g00014	MvSl-1064-A1-R4_A1	aMAT	27672	29826	2.37502426214893	-0.536342382964726	0.24586310696683	0.887058953770969	1.31858419737225	2.57833288593044	2.99131637020342	2.0890656323325
MvSl-1064-A1-R4_A1g00015	MvSl-1064-A1-R4_A1	aMAT	31145	31816	2.74919623884621	-0.530987916459304	0.281616686132468	0.929495058525326	1.3490653228404	3.07829066646564	3.32292629430036	2.5380257148082
MvSl-1064-A1-R4_A1g00016	MvSl-1064-A1-R4_A1	aMAT	31867	32715	0.278578903250833	0.541950925430417	0.30245882625911	0.943680004380573	0.217552451525376	0.76141803752798	0.412027470018676	-0.532256666477131
MvSl-1064-A1-R4_A1g00017	MvSl-1064-A1-R4_A1	aMAT	32832	32999	1.16511826347503	-0.889547079313115	0.0484145048873808	0.4487787820362	0.282163865241931	0.965564000384688	1.22353767991356	1.75990260922974
MvSl-1064-A1-R4_A1g00019	MvSl-1064-A1-R4_A1	aMAT	37426	37720	1.688446104125	0.0400837588407447	0.919019297647973	0.999958419202852	1.74258491218306	1.67339663165314	1.3581215344967	1.92520080717393
MvSl-1064-A1-R4_A1g00020	MvSl-1064-A1-R4_A1	aMAT	37961	39396	1.96812234169972	0.211570810839829	0.591606735542368	0.999958419202852	1.71943927627446	2.34948154390792	2.07294784694719	1.61681574487002
MvSl-1064-A1-R4_A1g00021	MvSl-1064-A1-R4_A1	aMAT	39845	40120	5.09301940961056	1.51409448514308	7.3319412285966e-10	7.50723361659063e-08	5.83904137556726	5.45789528401717	4.19158654191726	4.11055523808997
MvSl-1064-A1-R4_A1g00023	MvSl-1064-A1-R4_A1	aMAT	41703	42358	0.991427456995299	0.460352737866826	0.28431669238056	0.931558813601799	1.2874451439019	1.11033881986308	0.874104747118029	0.641031669322686
MvSl-1064-A1-R4_A1g00025	MvSl-1064-A1-R4_A1	aMAT	44670	45575	0.89832153537892	-0.216576115201585	0.656604089608599	0.999958419202852	1.1897801079485	0.238559882256371	0.640509712446307	1.27942110420403
MvSl-1064-A1-R4_A1g00026	MvSl-1064-A1-R4_A1	aMAT	46588	48824	5.61691662259458	-0.188268233740296	0.416484420511311	0.999958419202852	5.70994699892502	5.30078863150841	5.50453668082756	5.88556626039168
MvSl-1064-A1-R4_A1g00027	MvSl-1064-A1-R4_A1	aMAT	50171	55586	1.39481294248065	-0.137248026392745	0.73008912178805	0.999958419202852	1.25561913222151	1.39109179928443	1.30578473175232	1.59516508656745
