gid	gname	chr	start	end	logCPM	logFC.water.rich	logFC.water.diploid	logFC.rich.diploid	PV.water.rich	PV.water.diploid	PV.rich.diploid	FDR.water.rich	FDR.water.diploid	FDR.rich.diploid
MvSl-1064-A1-R4_A1g00003	MvSl-1064-A1-R4_A1	aMAT	2563	6967	4.92490328174386	1.24016923401552	0.115208090477259	-1.12496114353826	0.000325729897404592	0.73324702635498	0.00107365671271136	0.000919937938311568	0.893166812423091	0.00258651283154891
MvSl-1064-A1-R4_A1g00004	MvSl-1064-A1-R4_A1	aMAT	7783	9967	6.55788184133077	-1.14654425076048	0.000343206509090629	1.14688745726957	5.63444817602644e-07	0.998793475295093	5.37957996805182e-07	2.72405170623744e-06	0.999445115877479	2.43077317074934e-06
MvSl-1064-A1-R4_A1g00006	MvSl-1064-A1-R4_A1	aMAT	11416	12757	8.06689091414758	-1.79239990301316	0.110387937335225	1.90278784034839	6.42273119904672e-11	0.678939177559163	4.71681150937603e-12	6.04470759133139e-10	0.865920610598974	4.54303424324112e-11
MvSl-1064-A1-R4_A1g00010	MvSl-1064-A1-R4_A1	aMAT	23065	24689	2.76502688485428	-1.90084245893724	0.758753889765203	2.65959634870244	3.55030784455731e-06	0.0688957646420521	3.107472734556e-10	1.48914015789114e-05	0.224992711894501	2.3603417035267e-09
MvSl-1064-A1-R4_A1g00011	MvSl-1064-A1-R4_A1	aMAT	25010	25687	1.5784681022815	-0.886795771589109	0.751208004698039	1.63800377628715	0.0579109779426393	0.119236729688082	0.000612261912679796	0.0935125368132796	0.329929697871364	0.00155736736707896
MvSl-1064-A1-R4_A1g00014	MvSl-1064-A1-R4_A1	aMAT	31145	31816	2.9095221963403	-2.19171019593002	0.460716870588621	2.65242706651864	0.00131064231553257	0.488079824042688	0.000131192914935993	0.00323309220221988	0.742374145173132	0.000384588663719218
MvSl-1064-A1-R4_A1g00015	MvSl-1064-A1-R4_A1	aMAT	31867	32715	2.90953959498045	-1.74367184584089	1.06405059912617	2.80772244496706	0.0267911993945905	0.173493015953991	0.000616545480898704	0.0476084575467261	0.419285395856527	0.00156624741445784
MvSl-1064-A1-R4_A1g00016	MvSl-1064-A1-R4_A1	aMAT	32832	32999	0.582810145030516	-1.25256771047735	1.24707452505278	2.49964223553013	0.0695720724395958	0.085743309611803	0.000587699106930746	0.109354417026894	0.263141424094359	0.00150068283583711
MvSl-1064-A1-R4_A1g00017	MvSl-1064-A1-R4_A1	aMAT	34162	36492	0.893706238875895	-1.06317363796909	-0.104244940945024	0.958928697024069	0.0255409086650636	0.829710817934078	0.0393924730892237	0.0456741330850811	0.939181714061653	0.0649985672178508
MvSl-1064-A1-R4_A1g00019	MvSl-1064-A1-R4_A1	aMAT	37961	39396	1.47898704880127	1.64174184376731	-0.706551355177128	-2.34829319894444	0.000132510096927551	0.0649879964803368	2.50928762771046e-08	0.000407171883656112	0.215796835086925	1.3977891959997e-07
MvSl-1064-A1-R4_A1g00020	MvSl-1064-A1-R4_A1	aMAT	39845	40120	1.61238344224969	1.90950926247006	-0.32433434880459	-2.23384361127465	0.000179580833639087	0.485949545255251	1.08881836448767e-05	0.000535652821618309	0.741381855248432	3.90977582771337e-05
MvSl-1064-A1-R4_A1g00021	MvSl-1064-A1-R4_A1	aMAT	40219	40570	5.03755634224147	1.85147102545727	0.0240093467002665	-1.827461678757	4.44817258913672e-09	0.936734900613281	6.5995244919797e-09	3.12637564195228e-08	0.978585877479303	4.01579439838322e-08
MvSl-1064-A1-R4_A1g00023	MvSl-1064-A1-R4_A1	aMAT	42439	44564	1.4931092872337	0.302941567788479	-1.300897414875	-1.60383898266348	0.524707144548277	0.00452860575196522	0.000545783342843589	0.608800751723151	0.0297155923246483	0.00140234815236099
MvSl-1064-A1-R4_A1g00024	MvSl-1064-A1-R4_A1	aMAT	44670	45575	0.53184637660236	2.48310906282646	-7.13867881579896	-9.62178787862542	0.221462623269869	9.57873507865502e-18	2.10391668724046e-20	0.296383212778013	8.92991132521404e-16	5.3038022202322e-19
MvSl-1064-A1-R4_A1g00025	MvSl-1064-A1-R4_A1	aMAT	46588	48824	0.0539025795862546	1.5362789222914	0.460803699238952	-1.07547522305245	0.00669507358898205	0.37754113348963	0.0578975303000957	0.0139786007196959	0.651451280102064	0.0913967083746878
MvSl-1064-A1-R4_A1g00027	MvSl-1064-A1-R4_A1	aMAT	56765	57706	1.8180933383449	-1.49931864839893	-0.209932542410599	1.28938610598833	7.11817615602276e-05	0.585012106982063	0.000448128019043983	0.000231159437311262	0.810584638417939	0.00116998707640492
MvSl-1064-A1-R4_A1g00028	MvSl-1064-A1-R4_A1	aMAT	59218	59891	3.16224172132432	0.706224072550707	-1.29415213574697	-2.00037620829768	0.067096091090134	0.000619062483295572	2.6588083298607e-07	0.106103948176141	0.00580966330477383	1.25895275111085e-06
MvSl-1064-A1-R4_A1g00029	MvSl-1064-A1-R4_A1	aMAT	60303	60627	4.36437649709747	-2.38654153181659	-3.41091718980043	-1.02437565798384	1.65402603785964e-13	1.06734047849357e-24	0.00056774556752108	2.3283597302178e-12	1.8504313348199e-22	0.00145499525369381
MvSl-1064-A1-R4_A1g00030	MvSl-1064-A1-R4_A1	aMAT	60777	61230	7.11206975911319	-2.12004642397675	-2.03597034481983	0.0840760791569228	4.94948302986181e-15	4.71603723480042e-14	0.745284937068908	8.47674026015502e-14	3.0262259710583e-12	0.79897003125569
MvSl-1064-A1-R4_A1g00031	MvSl-1064-A1-R4_A1	aMAT	61566	63177	3.61208016279605	5.28042913291244	0.39529664414397	-4.88513248876847	9.09494320854292e-38	0.200646536878784	4.69505099397891e-33	1.03306010099794e-35	0.459297909992158	2.97413422580126e-31
MvSl-1064-A1-R4_A1g00033	MvSl-1064-A1-R4_A1	aMAT	66550	67505	4.24012985403919	1.00818451629629	-0.601710996423163	-1.60989551271945	0.000701691187278248	0.0383121575496941	7.29138463571014e-08	0.00183569376813631	0.149290512975583	3.77243261623495e-07
MvSl-1064-A1-R4_A1g00035	MvSl-1064-A1-R4_A1	aMAT	68795	70180	4.56920999131517	2.35154921823128	0.203246953758909	-2.14830226447237	6.96593428703802e-13	0.507404037309204	3.97434440917843e-11	8.9399172239623e-12	0.755600768036401	3.45725981087159e-10
MvSl-1064-A1-R4_A1g00037	MvSl-1064-A1-R4_A1	aMAT	73083	75674	5.20934688480577	-1.2847003128322	-0.262910757884873	1.02178955494733	8.42644483388968e-07	0.30886371020601	7.57862086221523e-05	3.93154522419725e-06	0.586678759809136	0.000231219300279132
MvSl-1064-A1-R4_A1g00040	MvSl-1064-A1-R4_A1	aMAT	82438	84133	0.13369853061601	1.2797121651057	1.61098494248634	0.331272777380636	0.00991828659000647	0.0012845203250628	0.531016076865203	0.0197805263536718	0.0107300336874646	0.606180724216579
MvSl-1064-A1-R4_A1g00046	MvSl-1064-A1-R4_A1	aMAT	90443	91903	3.32099624005167	1.33401659372318	0.333041768320863	-1.00097482540231	9.11673990642061e-05	0.313131392919775	0.00313977105103313	0.000289683677669609	0.591204513724345	0.00681317907911933
MvSl-1064-A1-R4_A1g00047	MvSl-1064-A1-R4_A1	aMAT	92386	93655	5.11113889159485	-0.841388637665542	0.21235257747059	1.05374121513613	0.00121929024806751	0.413880258926892	5.30335237500749e-05	0.00303808023988986	0.68474212601968	0.000165952274128638
MvSl-1064-A1-R4_A1g00050	MvSl-1064-A1-R4_A1	aMAT	101324	106023	5.75154843240492	-1.53171019206913	0.485673438464709	2.01738363053384	7.40668065106375e-06	0.149262264892232	6.04878951155878e-09	2.9079387442913e-05	0.381214107430248	3.70807307402133e-08
MvSl-1064-A1-R4_A1g00051	MvSl-1064-A1-R4_A1	aMAT	106474	107890	6.90379226361732	-0.501389888798923	0.663075426263564	1.16446531506249	0.0537145711913977	0.0110119216012057	9.359687603188e-06	0.0878093287863344	0.0592393586421546	3.39546376265433e-05
MvSl-1064-A1-R4_A1g00052	MvSl-1064-A1-R4_A1	aMAT	108409	108819	5.12530461843965	-3.09032060326731	-5.69814156942412	-2.60782096615681	4.7921128962017e-13	4.38883409957629e-34	4.65612129491093e-11	6.34656266531114e-12	1.20473496033369e-31	4.00102527272259e-10
MvSl-1064-A1-R4_A1g00054	MvSl-1064-A1-R4_A1	aMAT	113646	115349	2.71871917587132	-1.02949981457341	-0.497923401512632	0.531576413060777	0.00264020232893932	0.145903944830699	0.111207120212401	0.00611304578598368	0.375376928616757	0.162254357292034
MvSl-1064-A1-R4_A1g00059	MvSl-1064-A1-R4_A1	aMAT	124165	124371	3.6145072835249	-1.35870383057026	0.2000740262829	1.55877785685316	6.24451799988467e-05	0.555209091391557	4.54575692193747e-06	0.000205283855205789	0.790085344511924	1.74654626370864e-05
MvSl-1064-A1-R4_A1g00065	MvSl-1064-A1-R4_A1	aMAT	137505	140273	6.766186401472	1.29291485228904	0.172164260617576	-1.12075059167146	2.21450466630555e-08	0.44760697263179	1.11961825997014e-06	1.37893731017211e-07	0.712041358548429	4.80211269315319e-06
MvSl-1064-A1-R4_A1g00066	MvSl-1064-A1-R4_A1	aMAT	141157	141857	8.3787338396009	-1.26948892936536	-0.0935480477565854	1.17594088160877	3.12925711343731e-06	0.727329037650083	1.49491807704571e-05	1.32433913468897e-05	0.889873486950277	5.21269599060188e-05
MvSl-1064-A1-R4_A1g00067	MvSl-1064-A1-R4_A1	aMAT	142411	144606	4.1835031886585	2.97632046579154	-4.64767532359164	-7.62399578938318	1.46768082005915e-10	1.97965055050774e-40	2.50050134271899e-68	1.30311067958891e-09	7.82516269604699e-38	8.52067388577554e-66
MvSl-1064-A1-R4_A1g00068	MvSl-1064-A1-R4_A1	aMAT	145335	146902	3.17493006306739	0.632911013667814	-3.98831840062199	-4.6212294142898	0.122074224356068	2.59650567277366e-26	3.44126129340664e-32	0.17826769396877	4.8412583128961e-24	2.11220770816425e-30
MvSl-1064-A1-R4_A1g00073	MvSl-1064-A1-R4_A1	aMAT	165329	166779	5.73641247074984	-2.34020860683464	-0.71179529585772	1.62841331097692	0.000390585301363849	0.260289981082158	0.011405041549481	0.0010826827343836	0.535794476702725	0.0216240638127343
MvSl-1064-A1-R4_A1g00077	MvSl-1064-A1-R4_A1	aMAT	177417	178892	6.67494267433525	-0.886573209419821	0.279682764115024	1.16625597353485	0.000272571548716164	0.248708067940737	1.89131854868594e-06	0.000782554341781851	0.522448032134054	7.78750412421436e-06
MvSl-1064-A1-R4_A1g00078	MvSl-1064-A1-R4_A1	aMAT	179366	179827	8.2816583401239	-2.05870154819643	0.514383301586957	2.57308484978339	2.39636558551539e-12	0.0699285480408879	8.41224158497291e-18	2.82439917312338e-11	0.227988753460922	1.62999551652357e-16
MvSl-1064-A1-R4_A1g00080	MvSl-1064-A1-R4_A1	aMAT	186136	186867	5.06536616475008	1.92521527989188	0.974101644159524	-0.951113635732353	8.90074329413604e-10	0.00139363098817127	0.00199324227179317	6.95863490764654e-09	0.0114669953581253	0.00452601565483917
MvSl-1064-A1-R4_A1g00081	MvSl-1064-A1-R4_A1	aMAT	187675	189438	5.08032809103097	4.69685829098934	1.22081305843511	-3.47604523255423	1.13807232370158e-35	0.000130874562977183	4.85591430900812e-22	1.10259124537442e-33	0.00152512079167514	1.37891221843731e-20
MvSl-1064-A1-R4_A1g00087	MvSl-1064-A1-R4_A1	aMAT	196814	206310	4.14760691734526	-0.309855872871506	1.00962064703969	1.31947651991119	0.319994703672818	0.00144576099559769	3.30347617086881e-05	0.40598121218318	0.0118269951643182	0.000108454988440284
MvSl-1064-A1-R4_A1g00088	MvSl-1064-A1-R4_A1	aMAT	206579	207529	1.60046231185918	0.503491039932801	1.72214990444482	1.21865886451202	0.202244610094488	3.30299654570725e-05	0.00336755523754871	0.274129366356791	0.000466955820667798	0.00724383562417422
MvSl-1064-A1-R4_A1g00092	MvSl-1064-A1-R4_A1	aMAT	212088	213361	2.28282747120079	3.11262791866785	-0.833041254028943	-3.94566917269679	4.25703399308678e-12	0.0244442185598324	1.56957517788879e-18	4.8022842374068e-11	0.1081279175507	3.30011529955257e-17
MvSl-1064-A1-R4_A1g00093	MvSl-1064-A1-R4_A1	aMAT	213824	214246	1.28025492565512	0.803350865352815	1.2459536845003	0.442602819147481	0.0740154466745251	0.00623683732484922	0.335843204324907	0.115511788382447	0.0381152915548299	0.417249502783345
MvSl-1064-A1-R4_A1g00095	MvSl-1064-A1-R4_A1	aMAT	217252	218206	2.81513130324	-2.08940061412686	-1.36611496060373	0.723285653523132	2.60472002567091e-08	0.000242537324357091	0.0395515728221074	1.6007365232388e-07	0.00260219336703051	0.0652392993870915
MvSl-1064-A1-R4_A1g00099	MvSl-1064-A1-R4_A1	aMAT	220339	223389	2.73920814173689	1.20906740027003	-0.208886669116309	-1.41795406938634	0.000508879237107488	0.529784107369981	4.1590419010965e-05	0.00136873832909532	0.771831609276169	0.000133527134719414
MvSl-1064-A1-R4_A1g00101	MvSl-1064-A1-R4_A1	aMAT	224546	224905	0.730126631511967	2.92418791447713	2.13164488388621	-0.792543030590922	2.26493299800403e-07	5.14012738790881e-05	0.174140602437253	1.17183601498826e-06	0.000683643860663727	0.238279899374818
MvSl-1064-A1-R4_A1g00106	MvSl-1064-A1-R4_A1	aMAT	231723	233324	0.0899967874013733	1.66866779233452	0.707979827941979	-0.960687964392544	0.00188403393897446	0.151822801610193	0.077206777637935	0.00451236630754863	0.385288373269627	0.118050035063914
MvSl-1064-A1-R4_A1g00107	MvSl-1064-A1-R4_A1	aMAT	234418	236731	0.893813246229583	3.66969223418722	0.830379742901197	-2.83931249128602	2.41548915898735e-11	0.0593866992904712	2.96513279314567e-07	2.41109736051647e-10	0.202574857572812	1.39133154139912e-06
MvSl-1064-A1-R4_A1g00108	MvSl-1064-A1-R4_A1	aMAT	238849	239016	4.43326488996353	1.40839234361048	0.342505651864606	-1.06588669174587	1.82616772329395e-05	0.284770242772052	0.00109058629423457	6.67635569426224e-05	0.561696514785114	0.0026240987970845
MvSl-1064-A1-R4_A1g00109	MvSl-1064-A1-R4_A1	aMAT	239159	240017	7.84679387047172	-1.98809476185481	0.347940535850601	2.33603529770541	1.91958239668188e-11	0.224729338720524	6.6793969078605e-15	1.95761746584214e-10	0.491430698215582	9.27047756228616e-14
MvSl-1064-A1-R4_A1g00110	MvSl-1064-A1-R4_A1	aMAT	240393	243364	7.47473765183807	1.14705056824063	0.284444355528406	-0.86260621271222	2.94786987963166e-06	0.240043178496043	0.000408680629128813	1.25564009269483e-05	0.511815754636832	0.00107704134852744
MvSl-1064-A1-R4_A1g00112	MvSl-1064-A1-R4_A1	aMAT	245502	246121	1.4539573989337	1.17157113701156	0.933125830391996	-0.23844530661956	0.010512080580292	0.0379283817003111	0.604483003599345	0.0208469557082974	0.148087380574651	0.676117831530134
MvSl-1064-A1-R4_A1g00113	MvSl-1064-A1-R4_A1	aMAT	248916	251783	7.49346464288007	1.44477246909712	-0.181752389806313	-1.62652485890344	1.82880830096869e-05	0.581945762145658	1.57650314744571e-06	6.68353684547801e-05	0.808636553950892	6.59568336285289e-06
MvSl-1064-A1-R4_A1g00114	MvSl-1064-A1-R4_A1	aMAT	258422	259176	4.18766795387097	1.0526792783111	1.20852893562696	0.155849657315862	0.000410556522721336	5.15957137236891e-05	0.600253699149645	0.00113137745608819	0.000685307584700935	0.671681758435628
MvSl-1064-A1-R4_A1g00115	MvSl-1064-A1-R4_A1	aMAT	259820	262222	2.12836273452506	1.63427191588059	0.0139922731880749	-1.62027964269251	2.13476489583137e-05	0.968905868320019	2.21697665008409e-05	7.69356188935289e-05	0.988914153925106	7.49766025192709e-05
MvSl-1064-A1-R4_A1g00119	MvSl-1064-A1-R4_A1	aMAT	271059	271223	0.228709154715883	-0.745248325813201	0.632159492131111	1.37740781794431	0.120232046072232	0.215357066495568	0.00479879011028315	0.175993642317553	0.479400119725518	0.00997510388511109
MvSl-1064-A1-R4_A1g00120	MvSl-1064-A1-R4_A1	aMAT	272261	274501	3.80241362963312	1.47463193049698	0.972863956107753	-0.501767974389226	7.28787417746417e-06	0.00255791745837483	0.123266156028833	2.86813112790525e-05	0.0187100964645892	0.177438624017033
MvSl-1064-A1-R4_A1g00121	MvSl-1064-A1-R4_A1	aMAT	274757	275079	5.19060107682419	-0.951450966029952	0.388461095468753	1.33991206149871	0.000274560070319277	0.137292731757656	3.68527190280327e-07	0.00078697359751671	0.361023622998712	1.7081546408772e-06
MvSl-1064-A1-R4_A1g00124	MvSl-1064-A1-R4_A1	aMAT	282374	283117	3.02861819107765	3.44354624022726	0.0945044513433055	-3.34904178888395	1.33071139246937e-15	0.797970981247978	5.96084744378622e-15	2.41729595227616e-14	0.925208170443801	8.39103909394522e-14
MvSl-1064-A1-R4_A1g00125	MvSl-1064-A1-R4_A1	aMAT	283790	285460	3.45206917104286	-0.437794005660617	0.601329376029836	1.03912338169045	0.161680233950258	0.0574689918322114	0.00100820828266909	0.226956439807207	0.198361361259488	0.00244733830737804
