gid	ortholog	gname	chr	start	end	logFC.water.diploid	FDR.water.diploid	water1	water2	di1	di2
MvSl-1064-A1-R4_A1g00002	genegain	MvSl-1064-A1-R4_A1	aMAT	1057	1350	0.137750058251252	0.844293309459066	4.45070368070204	4.19113274459205	4.33005166814447	4.03345478418843
MvSl-1064-A1-R4_A1g00003	genegain	MvSl-1064-A1-R4_A1	aMAT	2563	6967	0.115208090477259	0.893166812423091	5.47057650607765	5.05699400875156	5.07891279202264	5.24347560146192
MvSl-1064-A1-R4_A1g00010	genegain	MvSl-1064-A1-R4_A1	aMAT	23065	24689	0.758753889765203	0.224992711894501	1.58592983894508	2.23717461012327	0.890128231706972	1.47061124825618
MvSl-1064-A1-R4_A1g00011	genegain	MvSl-1064-A1-R4_A1	aMAT	25010	25687	0.751208004698039	0.329929697871364	0.822679425697286	1.79349372823774	0.140751255571284	1.05099621431374
MvSl-1064-A1-R4_A1g00016	genegain	MvSl-1064-A1-R4_A1	aMAT	32832	32999	1.24707452505278	0.263141424094359	-0.0113694904254912	0.546468707752111	-0.211617487449512	-1.98031332194827
MvSl-1064-A1-R4_A1g00019	genegain	MvSl-1064-A1-R4_A1	aMAT	37961	39396	-0.706551355177128	0.215796835086925	1.5185231317418	1.46115105711741	2.10792440340731	2.25240849841001
MvSl-1064-A1-R4_A1g00020	genegain	MvSl-1064-A1-R4_A1	aMAT	39845	40120	-0.32433434880459	0.741381855248432	1.49533571002292	2.1383818436616	2.06149501579057	2.27343222889893
MvSl-1064-A1-R4_A1g00021	genegain	MvSl-1064-A1-R4_A1	aMAT	40219	40570	0.0240093467002665	0.978585877479303	5.61741019435722	5.24848848527982	5.25040670417241	5.57304226592965
MvSl-1064-A1-R4_A1g00023	genegain	MvSl-1064-A1-R4_A1	aMAT	42439	44564	-1.300897414875	0.0297155923246483	1.06242471598105	0.896629797951217	2.30013783125428	2.19846842751305
MvSl-1064-A1-R4_A1g00026	genegain	MvSl-1064-A1-R4_A1	aMAT	50171	55586	-0.0402272096516566	0.957966171814623	5.48830170332823	5.0913563022241	5.22956007273298	5.44917213737346
MvSl-1064-A1-R4_A1g00028	genegain	MvSl-1064-A1-R4_A1	aMAT	59218	59891	-1.29415213574697	0.00580966330477383	2.56692417889694	2.85911399610182	4.12239590358983	3.87742250665759
MvSl-1064-A1-R4_A1g00029	genegain	MvSl-1064-A1-R4_A1	aMAT	60303	60627	-3.41091718980043	1.8504313348199e-22	1.93516870997989	1.84810458527586	5.21770009686359	5.33381491052138
MvSl-1064-A1-R4_A1g00030	genegain	MvSl-1064-A1-R4_A1	aMAT	60777	61230	-2.03597034481983	3.0262259710583e-12	5.40521074736211	5.50933243047939	7.40804606206589	7.57205082173751
MvSl-1064-A1-R4_A1g00058	genegain	MvSl-1064-A1-R4_A1	aMAT	123729	124006	0.558727434428146	0.501911214451529	0.488780663293413	0.896629797951217	0.140751255571284	0.217475744862682
MvSl-1064-A1-R4_A1g00059	genegain	MvSl-1064-A1-R4_A1	aMAT	124165	124371	0.2000740262829	0.790085344511924	2.61073844237155	3.3936794696911	2.890747085469	2.82230279688814
MvSl-1064-A1-R4_A1g00060	genegain	MvSl-1064-A1-R4_A1	aMAT	125081	126633	0.151467715716786	0.887905054348032	3.07686265447817	2.20963161283107	2.00127476614091	2.95834852439576
MvSl-1064-A1-R4_A1g00071	genegain	MvSl-1064-A1-R4_A1	aMAT	158422	160299	-0.469400651872501	0.386583562243778	3.97275564128531	4.06616593334615	4.5393388586499	4.43436846630429
MvSl-1064-A1-R4_A1g00081	genegain	MvSl-1064-A1-R4_A1	aMAT	187675	189438	1.22081305843511	0.00152512079167514	6.31064488946563	5.88182653648613	4.39233915977971	5.26462895813578
MvSl-1064-A1-R4_A1g00087	genegain	MvSl-1064-A1-R4_A1	aMAT	196814	206310	1.00962064703969	0.0118269951643182	4.26438208682342	4.29961570063025	3.48166745072654	3.0403609521414
MvSl-1064-A1-R4_A1g00088	genegain	MvSl-1064-A1-R4_A1	aMAT	206579	207529	1.72214990444482	0.000466955820667798	2.14341017172905	2.22346883960731	0.140751255571284	0.813290992767697
MvSl-1064-A1-R4_A1g00092	genegain	MvSl-1064-A1-R4_A1	aMAT	212088	213361	-0.833041254028943	0.1081279175507	2.43908645671942	2.1956603836794	2.89737097227471	3.35830113753929
MvSl-1064-A1-R4_A1g00095	genegain	MvSl-1064-A1-R4_A1	aMAT	217252	218206	-1.36611496060373	0.00260219336703051	0.964511410303	1.81192799344148	2.89737097227471	2.67997397542463
MvSl-1064-A1-R4_A1g00099	genegain	MvSl-1064-A1-R4_A1	aMAT	220339	223389	-0.208886669116309	0.771831609276169	3.13052336330466	2.73902219894397	3.14010416336764	3.16933894943876
