gid	gname	chr	start	end	logCPM	logFC.water.rich	logFC.water.diploid	logFC.rich.diploid	PV.water.rich	PV.water.diploid	PV.rich.diploid	FDR.water.rich	FDR.water.diploid	FDR.rich.diploid	water1	water2	rich1	rich2	di1	di2	average	ward.D
MvSl-1064-A1-R4_A1g00003	MvSl-1064-A1-R4_A1	aMAT	2563	6967	4.92490328174386	1.24016923401552	0.115208090477259	-1.12496114353826	0.000325729897404592	0.73324702635498	0.00107365671271136	0.000919937938311568	0.893166812423091	0.00258651283154891	5.47057650607765	5.05699400875156	4.49176041992119	3.39536701656016	5.07891279202264	5.24347560146192	2	2
MvSl-1064-A1-R4_A1g00004	MvSl-1064-A1-R4_A1	aMAT	7783	9967	6.55788184133077	-1.14654425076048	0.000343206509090629	1.14688745726957	5.63444817602644e-07	0.998793475295093	5.37957996805182e-07	2.72405170623744e-06	0.999445115877479	2.43077317074934e-06	6.10102549610429	6.03483676528481	7.06806089154755	7.346079316782	6.14698842933101	5.98429999137553	1	1
MvSl-1064-A1-R4_A1g00006	MvSl-1064-A1-R4_A1	aMAT	11416	12757	8.06689091414758	-1.79239990301316	0.110387937335225	1.90278784034839	6.42273119904672e-11	0.678939177559163	4.71681150937603e-12	6.04470759133139e-10	0.865920610598974	4.54303424324112e-11	7.10977372967518	7.32577326834912	8.77450373569671	9.21872601253024	7.0300534871513	7.18859223522057	1	1
MvSl-1064-A1-R4_A1g00010	MvSl-1064-A1-R4_A1	aMAT	23065	24689	2.76502688485428	-1.90084245893724	0.758753889765203	2.65959634870244	3.55030784455731e-06	0.0688957646420521	3.107472734556e-10	1.48914015789114e-05	0.224992711894501	2.3603417035267e-09	1.58592983894508	2.23717461012327	3.37377804272644	4.17125962052552	0.890128231706972	1.47061124825618	1	1
MvSl-1064-A1-R4_A1g00011	MvSl-1064-A1-R4_A1	aMAT	25010	25687	1.5784681022815	-0.886795771589109	0.751208004698039	1.63800377628715	0.0579109779426393	0.119236729688082	0.000612261912679796	0.0935125368132796	0.329929697871364	0.00155736736707896	0.822679425697286	1.79349372823774	2.08080240758395	2.41081482381744	0.140751255571284	1.05099621431374	1	1
MvSl-1064-A1-R4_A1g00014	MvSl-1064-A1-R4_A1	aMAT	31145	31816	2.9095221963403	-2.19171019593002	0.460716870588621	2.65242706651864	0.00131064231553257	0.488079824042688	0.000131192914935993	0.00323309220221988	0.742374145173132	0.000384588663719218	1.09363944923029	2.36751421812506	4.75346141302967	2.55407051557641	2.01352159056747	0.381376428383882	1	1
MvSl-1064-A1-R4_A1g00015	MvSl-1064-A1-R4_A1	aMAT	31867	32715	2.90953959498045	-1.74367184584089	1.06405059912617	2.80772244496706	0.0267911993945905	0.173493015953991	0.000616545480898704	0.0476084575467261	0.419285395856527	0.00156624741445784	1.12419308638847	2.86795067395767	4.7260614964374	2.31347253880845	1.95122059911037	-0.428492528183995	1	1
MvSl-1064-A1-R4_A1g00016	MvSl-1064-A1-R4_A1	aMAT	32832	32999	0.582810145030516	-1.25256771047735	1.24707452505278	2.49964223553013	0.0695720724395958	0.085743309611803	0.000587699106930746	0.109354417026894	0.263141424094359	0.00150068283583711	-0.0113694904254912	0.546468707752111	2.14239741997993	0.331426748597934	-0.211617487449512	-1.98031332194827	1	1
MvSl-1064-A1-R4_A1g00019	MvSl-1064-A1-R4_A1	aMAT	37961	39396	1.47898704880127	1.64174184376731	-0.706551355177128	-2.34829319894444	0.000132510096927551	0.0649879964803368	2.50928762771046e-08	0.000407171883656112	0.215796835086925	1.3977891959997e-07	1.5185231317418	1.46115105711741	-0.0663097989503045	-0.0801050753575515	2.10792440340731	2.25240849841001	2	2
MvSl-1064-A1-R4_A1g00020	MvSl-1064-A1-R4_A1	aMAT	39845	40120	1.61238344224969	1.90950926247006	-0.32433434880459	-2.23384361127465	0.000179580833639087	0.485949545255251	1.08881836448767e-05	0.000535652821618309	0.741381855248432	3.90977582771337e-05	1.49533571002292	2.1383818436616	0.593265346383667	-0.82539566457054	2.06149501579057	2.27343222889893	2	2
MvSl-1064-A1-R4_A1g00021	MvSl-1064-A1-R4_A1	aMAT	40219	40570	5.03755634224147	1.85147102545727	0.0240093467002665	-1.827461678757	4.44817258913672e-09	0.936734900613281	6.5995244919797e-09	3.12637564195228e-08	0.978585877479303	4.01579439838322e-08	5.61741019435722	5.24848848527982	3.93999287955589	3.16363989366918	5.25040670417241	5.57304226592965	2	2
MvSl-1064-A1-R4_A1g00023	MvSl-1064-A1-R4_A1	aMAT	42439	44564	1.4931092872337	0.302941567788479	-1.300897414875	-1.60383898266348	0.524707144548277	0.00452860575196522	0.000545783342843589	0.608800751723151	0.0297155923246483	0.00140234815236099	1.06242471598105	0.896629797951217	1.19717057033227	-0.0281379449778931	2.30013783125428	2.19846842751305	2	2
MvSl-1064-A1-R4_A1g00024	MvSl-1064-A1-R4_A1	aMAT	44670	45575	0.53184637660236	2.48310906282646	-7.13867881579896	-9.62178787862542	0.221462623269869	9.57873507865502e-18	2.10391668724046e-20	0.296383212778013	8.92991132521404e-16	5.3038022202322e-19	-3.66975599204334	-3.02145282948393	-3.66975599204333	-3.66975599204333	2.13059053070774	1.80974259216	2	2
MvSl-1064-A1-R4_A1g00027	MvSl-1064-A1-R4_A1	aMAT	56765	57706	1.8180933383449	-1.49931864839893	-0.209932542410599	1.28938610598833	7.11817615602276e-05	0.585012106982063	0.000448128019043983	0.000231159437311262	0.810584638417939	0.00116998707640492	1.03051964417167	1.17818384938178	2.70863013566293	2.42951923753269	1.34252201824994	1.2760061479335	1	1
