gid	gname	chr	start	end	logCPM	logFC.A1.A2	PV.A1.A2	FDR.A1.A2
MvSl-1064-A1-R4_A1g00010	MvSl-1064-A1-R4_A1	aMAT	21256	22638	3.41267879027132	1.23654272656974	0.000955532142549422	0.0115604606050775
MvSl-1064-A1-R4_A1g00014	MvSl-1064-A1-R4_A1	aMAT	27672	29826	3.24957350859923	3.08193560009518	4.06030383253907e-06	0.000133818902557475
MvSl-1064-A1-R4_A1g00015	MvSl-1064-A1-R4_A1	aMAT	31145	31816	3.1799871066348	3.12488595971769	4.50154275545816e-05	0.00102169579900926
MvSl-1064-A1-R4_A1g00016	MvSl-1064-A1-R4_A1	aMAT	31867	32715	0.689196350549535	3.04083066560822	4.36141194202592e-05	0.000997788976736887
MvSl-1064-A1-R4_A1g00021	MvSl-1064-A1-R4_A1	aMAT	39845	40120	2.81807320576953	3.12038893912181	4.4229708321535e-12	6.67480615757622e-10
MvSl-1064-A1-R4_A1g00027	MvSl-1064-A1-R4_A1	aMAT	50171	55586	2.06291492646401	1.5513923862645	0.000194689177609519	0.00334943261159416
MvSl-1064-A1-R4_A1g00029	MvSl-1064-A1-R4_A1	aMAT	59218	59891	3.69892721906666	1.76196699277755	1.99647317851282e-07	9.92697241709091e-06
MvSl-1064-A1-R4_A1g00030	MvSl-1064-A1-R4_A1	aMAT	60303	60627	7.24965149234331	0.953058257179038	0.00014508505619686	0.00265850334682947
MvSl-1064-A1-R4_A1g00035	MvSl-1064-A1-R4_A1	aMAT	68178	68401	2.27603025962899	1.47671860145982	0.00232830518167293	0.0232614183191063
MvSl-1064-A1-R4_A1g00050	MvSl-1064-A1-R4_A1	aMAT	96486	99661	7.34981402264358	-1.04354397879072	9.33728259489151e-05	0.00184642080186797
MvSl-1064-A1-R4_A1g00052	MvSl-1064-A1-R4_A1	aMAT	106474	107890	3.33825095923122	1.58021616919764	0.00159160215785661	0.0172430248890209
MvSl-1064-A1-R4_A1g00055	MvSl-1064-A1-R4_A1	aMAT	113646	115349	5.30184489307392	-0.83112425760923	0.00207383762028439	0.0211364350825667
MvSl-1064-A1-R4_A1g00069	MvSl-1064-A1-R4_A1	aMAT	145335	146902	6.88618837750531	-1.01249983945876	1.55433640089714e-05	0.000415229867096806
MvSl-1064-A1-R4_A1g00073	MvSl-1064-A1-R4_A1	aMAT	160618	163050	6.09856427991743	2.02588825583004	0.000689945073286703	0.00906092751207973
MvSl-1064-A1-R4_A1g00074	MvSl-1064-A1-R4_A1	aMAT	165329	166779	8.8155428708313	0.818129573086044	0.000765547390002298	0.00972708810753289
MvSl-1064-A1-R4_A1g00079	MvSl-1064-A1-R4_A1	aMAT	179366	179827	5.90910081593694	-1.0399407369769	1.0163322112892e-05	0.000294359921936354
MvSl-1064-A1-R4_A1g00081	MvSl-1064-A1-R4_A1	aMAT	186136	186867	0.904101980339724	1.71063200911828	0.000555816054379612	0.00766206682655998
MvSl-1064-A1-R4_A1g00367	MvSl-1064-A1-R4_A1	aMAT	245502	246121	5.34405675249721	0.712333575995919	0.00598516148872923	0.0480264544086277
MvSl-1064-A1-R4_A1g00375	MvSl-1064-A1-R4_A1	aMAT	355987	356282	2.99384715687008	5.0786268772223	1.53124412642081e-25	1.31717619754718e-22
MvSl-1064-A1-R4_A1g00209	MvSl-1064-A1-R4_A1	aMAT	380085	382864	5.25315223814025	1.01506437420044	9.90989698571688e-05	0.00193738486070765
MvSl-1064-A1-R4_A1g01415	MvSl-1064-A1-R4_A1	aMAT	406221	406733	7.44492443787659	-0.739896233831776	0.000609650455835203	0.00819408315796003
MvSl-1064-A1-R4_A1g00290	MvSl-1064-A1-R4_A1	aMAT	407531	411380	7.70776217574767	-1.30494917247023	9.67073181313556e-08	5.28541553618001e-06
MvSl-1064-A1-R4_A1g01252	MvSl-1064-A1-R4_A1	aMAT	471540	472718	6.74014841452442	-0.688361043544266	0.00128134795475574	0.0144837780641378
MvSl-1064-A1-R4_A1g00800	MvSl-1064-A1-R4_A1	aMAT	486140	486307	7.09194734530469	0.929544721394153	4.24691877204315e-05	0.000976791317569924
MvSl-1064-A1-R4_A1g00641	MvSl-1064-A1-R4_A1	aMAT	545893	546933	2.57409967712983	2.21006890107848	2.17311964598261e-08	1.48626207178639e-06
MvSl-1064-A1-R4_A1g00246	MvSl-1064-A1-R4_A1	aMAT	551158	551514	6.25637581633942	-0.752600799010957	0.000460521284049371	0.00660234014232114
MvSl-1064-A1-R4_A1g00481	MvSl-1064-A1-R4_A1	aMAT	641110	646152	2.72025248120621	-1.48662111923526	0.000211714122123672	0.00356392344130691
MvSl-1064-A1-R4_A1g00254	MvSl-1064-A1-R4_A1	aMAT	667810	671393	6.16134816712528	-2.16855085720261	3.28216442769928e-18	1.17638243362788e-15
MvSl-1064-A1-R4_A1g00359	MvSl-1064-A1-R4_A1	aMAT	679143	681507	10.7006727070249	-0.976942830465556	0.00227372828816186	0.022795583606956
MvSl-1064-A1-R4_A1g00281	MvSl-1064-A1-R4_A1	aMAT	704230	705173	6.83052792504609	-0.748838840061361	0.00108661409153076	0.0128393604606423
MvSl-1064-A1-R4_A1g00280	MvSl-1064-A1-R4_A1	aMAT	713060	718328	6.92589278004557	-0.641196759835184	0.00238135539514787	0.0236814093746382
MvSl-1064-A1-R4_A1g00648	MvSl-1064-A1-R4_A1	aMAT	739770	740360	6.10878407811833	-0.659579085996833	0.00244678028031723	0.0242200275849123
MvSl-1064-A1-R4_A1g00492	MvSl-1064-A1-R4_A1	aMAT	741065	742055	3.24623113410148	2.15896982537408	8.13825488731568e-09	6.14081302988504e-07
MvSl-1064-A1-R4_A1g01282	MvSl-1064-A1-R4_A1	aMAT	817323	819348	2.45225106660468	-7.83434609810706	5.72749508580367e-31	9.85358254561663e-28
MvSl-1064-A1-R4_A1g00379	MvSl-1064-A1-R4_A1	aMAT	903456	904193	0.621708552316886	3.09605015846789	2.36225725660445e-07	1.15455323416543e-05
MvSl-1064-A1-R4_A1g01376	MvSl-1064-A1-R4_A1	aMAT	907140	907771	5.95108504677973	-1.17717242859966	8.8252894152905e-08	4.86635509938005e-06
MvSl-1064-A1-R4_A1g00757	MvSl-1064-A1-R4_A1	aMAT	928859	929481	0.376323308084597	1.84061607685014	0.000536775081660181	0.00745935258875748
MvSl-1064-A1-R4_A1g00594	MvSl-1064-A1-R4_A1	aMAT	1017072	1017508	4.38773824411423	3.49115737257629	2.81744252378505e-10	3.18890007757881e-08
MvSl-1064-A1-R4_A1g00749	MvSl-1064-A1-R4_A1	aMAT	1054963	1057437	5.60578968621759	1.84105818687529	3.09426935013336e-11	4.15889139841362e-09
MvSl-1064-A1-R4_A1g00635	MvSl-1064-A1-R4_A1	aMAT	1091186	1095689	2.73565592333975	4.93079534812209	4.71642937034794e-24	3.38089378697775e-21
MvSl-1064-A1-R4_A1g00270	MvSl-1064-A1-R4_A1	aMAT	1111101	1112366	6.36209831936868	0.93342655442273	0.00115355705773517	0.0134093213657269
MvSl-1064-A1-R4_A1g00441	MvSl-1064-A1-R4_A1	aMAT	1136196	1138565	6.30945353362184	0.710310439683742	0.00228976716780478	0.0229296591122895
MvSl-1064-A1-R4_A1g00327	MvSl-1064-A1-R4_A1	aMAT	1158935	1161921	4.81445449999352	0.93525137926892	0.00147224387082093	0.016236207406156
MvSl-1064-A1-R4_A1g00326	MvSl-1064-A1-R4_A1	aMAT	1162650	1164414	2.44453054988456	-11.0959298114163	2.96930360976455e-34	6.38548741279866e-31
MvSl-1064-A1-R4_A1g01161	MvSl-1064-A1-R4_A1	aMAT	1176446	1176679	6.67824924306162	0.909197437335755	7.4332664590277e-05	0.00153335630888624
MvSl-1064-A1-R4_A1g01162	MvSl-1064-A1-R4_A1	aMAT	1176877	1180058	4.70130360834867	-2.6648488994888	1.39971907471245e-15	3.64860105475044e-13
MvSl-1064-A1-R4_A1g01163	MvSl-1064-A1-R4_A1	aMAT	1183296	1185232	4.40457830547917	-1.29369465104642	7.35515798016869e-06	0.000226770856435165
MvSl-1064-A1-R4_A1g01212	MvSl-1064-A1-R4_A1	aMAT	1185421	1186806	7.09789574298427	-1.51509143992165	2.38091909110369e-08	1.61265086784834e-06
MvSl-1064-A1-R4_A1g00533	MvSl-1064-A1-R4_A1	aMAT	1186986	1189109	5.98967539439219	-0.996010270828338	4.11740470342619e-05	0.000954660788648844
MvSl-1064-A1-R4_A1g00541	MvSl-1064-A1-R4_A1	aMAT	1207176	1208666	6.77279740899283	-0.778983010904359	0.000406745662233758	0.00602207605255557
MvSl-1064-A1-R4_A1g00522	MvSl-1064-A1-R4_A1	aMAT	1378554	1381105	1.38055531596718	3.56895299006836	3.08431820959882e-10	3.44562405700896e-08
MvSl-1064-A1-R4_A1g00312	MvSl-1064-A1-R4_A1	aMAT	1393224	1396199	6.39171404194283	0.954748677657932	6.84624587602296e-06	0.000212604357492958
MvSl-1064-A1-R4_A1g00842	MvSl-1064-A1-R4_A1	aMAT	1400757	1402594	7.11807225260655	0.766552442226198	0.00109454160397825	0.012900281300426
MvSl-1064-A1-R4_A1g00193	MvSl-1064-A1-R4_A1	aMAT	1550514	1551842	7.95149141787504	1.2343033333435	4.99384063098889e-08	2.88302128240043e-06
MvSl-1064-A1-R4_A1g00644	MvSl-1064-A1-R4_A1	aMAT	1588797	1592442	6.60806018489147	-1.04928839971846	0.000152430153858201	0.00274310498637707
MvSl-1064-A1-R4_MC03g04896	MvSl-1064-A1-R4_A1	aMAT	1607578	1607793	5.78106750365493	1.04599513524693	5.20630535653885e-06	0.000166485645639209
MvSl-1064-A1-R4_A1g00835	MvSl-1064-A1-R4_A1	aMAT	1637608	1638887	2.80317960691609	-2.54266598172808	4.53532306675852e-09	3.57916046057402e-07
MvSl-1064-A1-R4_A1g01359	MvSl-1064-A1-R4_A1	aMAT	1699348	1701504	6.3038536718381	1.59163313317918	9.79018781107881e-13	1.71867746022245e-10
MvSl-1064-A1-R4_A1g00854	MvSl-1064-A1-R4_A1	aMAT	1701948	1703146	8.20900433930408	-0.833317769069415	0.000206838611614392	0.00348867791589607
MvSl-1064-A1-R4_A1g01385	MvSl-1064-A1-R4_A1	aMAT	1745782	1746129	6.53014770212858	-0.781789893963495	0.000514307767114777	0.00717030050684168
MvSl-1064-A1-R4_A1g01384	MvSl-1064-A1-R4_A1	aMAT	1761367	1764288	7.21207223672575	0.952399504276301	0.000332124601849645	0.00509257722836123
MvSl-1064-A1-R4_A1g01432	MvSl-1064-A1-R4_A1	aMAT	1786241	1788119	6.53875829507375	-1.68921204161865	9.36231100692589e-13	1.67780415169951e-10
