gid	gname	chr	start	end	logCPM	logFC.A1.A2	PV.A1.A2	FDR.A1.A2	A1_1	A1_2	A2_1	A2_2	average	ward.D
MvSl-1064-A1-R4_A1g00014	MvSl-1064-A1-R4_A1	aMAT	27672	29826	3.96258985660742	1.64897027129305	3.90072533846877e-07	1.25711062493861e-05	4.45201802940593	4.67018413440555	2.46907346605786	3.2761071952064	2	2
MvSl-1064-A1-R4_A1g00015	MvSl-1064-A1-R4_A1	aMAT	31145	31816	4.70454170800332	2.42252445081569	1.51366372648242e-15	1.25706861592583e-13	5.34702096805872	5.5643235890029	2.58535876181755	3.40155788393084	2	2
MvSl-1064-A1-R4_A1g00016	MvSl-1064-A1-R4_A1	aMAT	31867	32715	1.79995510541687	2.67319623110024	2.21273962862168e-09	9.60373476000273e-08	2.53004869460312	2.66032971811875	-0.507788599653723	0.432689584882506	2	2
MvSl-1064-A1-R4_A1g00029	MvSl-1064-A1-R4_A1	aMAT	59218	59891	7.24651087563487	-4.46820652412741	1.48690442839912e-74	1.42693261645369e-71	3.72058457349056	3.72511247937039	8.34746704212836	7.99356245059851	1	1
MvSl-1064-A1-R4_A1g00030	MvSl-1064-A1-R4_A1	aMAT	60303	60627	8.45009613633942	-2.46263390264241	1.24354305715707e-22	1.4514164033332e-20	6.64401420254819	6.84396702739579	9.29173480291984	9.12143147996142	1	1
MvSl-1064-A1-R4_A1g00073	MvSl-1064-A1-R4_A1	aMAT	160618	163050	5.07982178366556	-0.810212418627011	0.00170292366727229	0.0260782831812603	4.85377959977552	4.33851567768848	5.26811124792001	5.56938997448758	1	1
MvSl-1064-A1-R4_A1g00078	MvSl-1064-A1-R4_A1	aMAT	177417	178892	7.13831743716946	0.994206567174512	8.50572682176481e-05	0.00187887372275148	7.32457000850539	7.74760258786097	6.16429878233308	6.86707332719885	2	2
MvSl-1064-A1-R4_A1g00079	MvSl-1064-A1-R4_A1	aMAT	179366	179827	5.670904439342	1.64840318073627	7.87298572254804e-10	3.65585901535739e-08	6.57451497999733	5.88978827645115	4.83270732865925	4.38840959352047	2	2
MvSl-1064-A1-R4_A1g00080	MvSl-1064-A1-R4_A1	aMAT	180716	185718	5.51880471155964	1.36885588554686	6.67400034550679e-10	3.11585626941309e-08	6.19153611402845	5.88724135873049	4.64714826350736	4.71534527438104	2	2
MvSl-1064-A1-R4_A1g00081	MvSl-1064-A1-R4_A1	aMAT	186136	186867	5.6434947596193	2.76561703221464	6.65692843689554e-28	9.91308463956324e-26	6.65179225329033	6.2081761630931	3.87246653675188	3.48150962027717	2	2
