gid	gname	chr	start	end	logCPM	logFC.water.rich	logFC.water.diploid	logFC.rich.diploid	PV.water.rich	PV.water.diploid	PV.rich.diploid	FDR.water.rich	FDR.water.diploid	FDR.rich.diploid	water1	water2	rich1	rich2	di1	di2	average	ward.D
MvSl-1064-A1-R4_A1g00009	MvSl-1064-A1-R4_A1	aMAT	21256	22638	7.40814512070538	0.297263499069382	1.02270977633835	0.725446277268969	0.419081953832165	0.00590373036492725	0.0496969808926212	0.50548662269082	0.0415447692346733	0.0783811443608455	7.29021970447211	8.15706344870495	7.1266596567693	7.78084991724355	6.12462959622306	7.20803637346432	2	2
MvSl-1064-A1-R4_A1g00013	MvSl-1064-A1-R4_A1	aMAT	27672	29826	6.61303617866341	-0.519212455900568	-0.834284244956388	-0.31507178905582	0.0633447329673886	0.00293588161603798	0.257712698011804	0.100335692664788	0.023769195676536	0.330562251256164	6.16062122061277	6.08254581970307	7.02017002965691	6.12648116368407	7.03013817739874	6.87702817854949	1	1
MvSl-1064-A1-R4_A1g00023	MvSl-1064-A1-R4_A1	aMAT	42439	44564	1.66806568208873	0.392390080438497	-1.26883426488314	-1.66122434532164	0.38759828011843	0.00347749452028	0.000161078515000818	0.473754809944919	0.0271214201450659	0.000448528574667075	1.27747194611781	1.09932599918201	1.30741257550693	0.123222321539413	2.46456289207507	2.39158641908719	1	1
MvSl-1064-A1-R4_A1g00024	MvSl-1064-A1-R4_A1	aMAT	44670	45575	0.709388058448694	2.51459014950781	-7.1127631851655	-9.62735333467331	0.212115884999095	2.05643690081227e-19	8.47362444308855e-23	0.284969614956687	2.23950994198214e-17	2.5392438347913e-21	-3.49783624199624	-2.83782472065605	-3.49783624199624	-3.49783624199624	2.29503078416841	2.00274723708167	1	1
MvSl-1064-A1-R4_A1g00028	MvSl-1064-A1-R4_A1	aMAT	59218	59891	3.33933870573777	0.793311333721572	-1.2621332339838	-2.05544456770537	0.0349447410546924	0.000595609473601617	5.77173350391589e-08	0.0596324360058099	0.00659899826211221	2.96898503398439e-07	2.78304667493207	3.06280740137308	2.56205844360999	1.59143044502675	4.28673358348872	4.0707925305163	1	1
MvSl-1064-A1-R4_A1g00029	MvSl-1064-A1-R4_A1	aMAT	60303	60627	4.53206909736138	-2.30848282428251	-3.37999549737182	-1.07151267308931	4.96322260146535e-13	7.48655360831592e-25	0.000266533896485852	6.50830805155442e-12	1.42244518558002e-22	0.000713259722990309	2.15096972239421	2.0514486149559	4.09943884273859	4.62534458070563	5.38201944915879	5.52725767551742	1	1
MvSl-1064-A1-R4_A1g00030	MvSl-1064-A1-R4_A1	aMAT	60777	61230	7.27430463136829	-2.04364416900087	-2.00560347109292	0.0380406979079543	9.32509962709486e-14	2.45864622575675e-13	0.88492084700262	1.33879645771635e-12	1.50381580794574e-11	0.909884071817317	5.6218363882695	5.71331506109749	7.30007180404873	8.02868573832771	7.57235282203711	7.76552645078095	1	1
MvSl-1064-A1-R4_A1g00040	MvSl-1064-A1-R4_A1	aMAT	82438	84133	0.310187596390244	1.36147175141198	1.64245156758732	0.28097981617534	0.00378256648318042	0.000533864342606042	0.578063684556538	0.00833620895725597	0.0059892067581306	0.647855007917907	0.999625229576633	1.23140058339527	-0.0240905135559003	-0.286725204367713	-0.36407431932083	-0.45724748873676	2	2
MvSl-1064-A1-R4_A1g00052	MvSl-1064-A1-R4_A1	aMAT	108409	108819	5.29573600044155	-3.00013803111387	-5.66581432441406	-2.66567629330019	6.92295099482293e-13	3.31643690349053e-35	6.64551737383421e-12	8.8443422580499e-12	1.02123384648863e-32	6.20109405938762e-11	0.879889148808524	1.16687414487413	4.51784035574279	3.12258202819382	6.76789001805475	6.49614090850956	1	1
MvSl-1064-A1-R4_A1g00067	MvSl-1064-A1-R4_A1	aMAT	142411	144606	4.36362580185146	3.05449870888185	-4.61616439286568	-7.67066310174753	2.13795752201405e-11	1.53215690760354e-42	4.29247702946584e-73	2.17448299220791e-10	8.55135074056225e-40	1.66660086404913e-70	1.4273644010465	1.16687414487413	-1.56870985554632	-1.33492956229684	5.84542198547337	5.89614863539479	1	1
