gid	gname	chr	start	end	logCPM	logFC.water.rich	logFC.water.diploid	logFC.rich.diploid	PV.water.rich	PV.water.diploid	PV.rich.diploid	FDR.water.rich	FDR.water.diploid	FDR.rich.diploid
MvSl-1064-A1-R4_A1g00012	MvSl-1064-A1-R4_A1	MAT	26008	26178	4.45673746067644	3.89649462486818	-0.54686245236344	-4.44335707723162	0.0336875208199713	0.555967962924902	0.0112993968286204	0.0761208403143582	0.753040180330559	0.0284660241900906
MvSl-1064-A1-R4_A1g00094	MvSl-1064-A1-R4_A1	MAT	215113	216890	4.32643755073097	-4.81037614538804	-2.36639644456618	2.44397970082185	0.0017154556346695	0.210363639118963	0.0382947111043159	0.00580046149852276	0.392911020841726	0.0799933965290155
MvSl-1064-A1-R4_A1g00095	MvSl-1064-A1-R4_A1	MAT	217252	218206	10.2616938854178	-2.62077848497563	-2.00561908468743	0.615159400288206	9.5594959664579e-12	1.37413122337005e-07	0.0832505863515623	1.44934293685007e-10	1.74551804049709e-06	0.154655239467329
MvSl-1064-A1-R4_A1g00096	MvSl-1064-A1-R4_A1	MAT	218396	218626	4.07219366781657	0	-4.13859106808604	-4.13859106808604	1	0.012228865850999	0.0224525856876739	1	0.0471301265994071	0.0507109574139407
MvSl-1064-A1-R4_A1g00101	MvSl-1064-A1-R4_A1	MAT	224546	224905	7.91437647953419	2.38869020740723	1.52529864673199	-0.863391560675241	2.60236146995022e-07	0.000319993337216872	0.0849831045943687	2.22383616523019e-06	0.00221171865429308	0.156635526115111
MvSl-1064-A1-R4_A1g00124	MvSl-1064-A1-R4_A1	MAT	282374	283117	10.3146364678161	2.91808978080335	-0.534912200218781	-3.45300198102213	1.44945992399253e-13	0.115474966091191	4.68911157474401e-18	2.96193984468038e-12	0.279622749269537	1.10194122006484e-16
MvSl-1064-A1-R4_A1g00135	MvSl-1064-A1-R4_A1	MAT	302447	302932	6.62265479385551	1.15699076675734	-3.14817152065523	-4.30516228741257	0.222224800957835	9.85234466263211e-08	1.90811378452548e-09	0.339109274188904	1.28627833095475e-06	1.52002284529996e-08
MvSl-1064-A1-R4_A1g00145	MvSl-1064-A1-R4_A1	MAT	321322	321920	10.3165555380632	-3.12233993596687	0.274001244728487	3.39634118069536	1.1283443625105e-19	0.443529447056885	8.52187359691888e-22	8.83869750633227e-18	0.635545244258341	3.3377338254599e-20
MvSl-1064-A1-R4_A1g00146	MvSl-1064-A1-R4_A1	MAT	322032	322722	9.06384122388907	-2.95374389962673	0.135001832425266	3.08874573205199	4.39187219635612e-16	0.741112719180497	1.40656125809573e-16	1.47441423734813e-14	0.916639415828509	3.00492632411361e-15
MvSl-1064-A1-R4_A1g00161	MvSl-1064-A1-R4_A1	MAT	353892	354131	5.37689170253106	2.65855945836684	0.892507550368645	-1.76605190799819	0.00269096513150429	0.179286772843027	0.0831063778347328	0.00854563251220957	0.379559213066209	0.154655239467329
MvSl-1064-A1-R4_A1g00169	MvSl-1064-A1-R4_A1	MAT	371961	372797	10.2870704691604	-2.08274803418912	-0.695305566077109	1.38744246811201	1.7874612756011e-07	0.0776785835727753	0.000362329732860671	1.58510716892928e-06	0.207437126586389	0.00133042948784778
