gid	gname	chr	start	end	logCPM	logFC.water.rich	logFC.water.diploid	logFC.rich.diploid	PV.water.rich	PV.water.diploid	PV.rich.diploid	FDR.water.rich	FDR.water.diploid	FDR.rich.diploid	water1	water2	rich1	rich2	di1	di2	average	ward.D
MvSl-1064-A1-R4_A1g00012	MvSl-1064-A1-R4_A1	MAT	26008	26178	4.45673746067644	3.89649462486818	-0.54686245236344	-4.44335707723162	0.0336875208199713	0.555967962924902	0.0112993968286204	0.0761208403143582	0.753040180330559	0.0284660241900906	4.81746383814689	4.19897676272701	3.65459552555813	3.65459552555813	4.75399775944264	4.93381510747154	1	1
MvSl-1064-A1-R4_A1g00088	MvSl-1064-A1-R4_A1	MAT	206579	207529	8.86298914401443	-0.046075766619414	1.10196416270439	1.1480399293238	0.89008441833499	0.00178707449428473	0.00129504928913479	1	0.00893537247142363	0.00416899428694076	8.98499894376263	9.24599536085979	9.1719689815066	9.15867958661805	7.83568887297763	8.22949774307387	2	2
MvSl-1064-A1-R4_A1g00117	MvSl-1064-A1-R4_A1	MAT	267885	268632	8.29338732985254	-0.63201109568635	-1.55877296256604	-0.926761866879691	0.1260492007263	8.01996646421056e-05	0.0169629382301785	0.220234662979036	0.000661295480382274	0.0404373799974631	7.25762152944937	7.6660039948389	8.38321693199289	7.69745744146148	9.10909094495687	8.81347896045311	1	1
MvSl-1064-A1-R4_A1g00121	MvSl-1064-A1-R4_A1	MAT	274757	275079	12.5692197902302	-1.49796474166664	-0.250451282638667	1.24751345902797	6.02771481437252e-06	0.442259795066002	0.000149953825235367	3.67925449708452e-05	0.635545244258341	0.00059727371068324	11.4936729071891	12.1051402765231	13.1156289724135	13.5091841814956	12.2366223861191	11.907106247568	2	2
MvSl-1064-A1-R4_A1g00124	MvSl-1064-A1-R4_A1	MAT	282374	283117	10.3146364678161	2.91808978080335	-0.534912200218781	-3.45300198102213	1.44945992399253e-13	0.115474966091191	4.68911157474401e-18	2.96193984468038e-12	0.279622749269537	1.10194122006484e-16	10.2942430739411	10.7249082265435	8.16424618081043	7.0176952878259	11.0697867626574	11.0425461292768	1	1
MvSl-1064-A1-R4_A1g00125	MvSl-1064-A1-R4_A1	MAT	283790	285460	10.7874837267881	-0.985120626222162	-0.0418561471396399	0.943264479082522	0.000665238557968835	0.885680238103159	0.0011647803044685	0.00246190647437285	0.996643377060791	0.00377549478000136	10.3296598161761	10.4191056707304	11.4843473031701	11.2117764103014	10.4672124451968	10.3647254529991	2	2
MvSl-1064-A1-R4_A1g00135	MvSl-1064-A1-R4_A1	MAT	302447	302932	6.62265479385551	1.15699076675734	-3.14817152065523	-4.30516228741257	0.222224800957835	9.85234466263211e-08	1.90811378452548e-09	0.339109274188904	1.28627833095475e-06	1.52002284529996e-08	5.06169181797653	5.37354827799711	4.35260532394462	4.67761357260875	7.83568887297763	7.9438394045968	1	1
MvSl-1064-A1-R4_A1g00145	MvSl-1064-A1-R4_A1	MAT	321322	321920	10.3165555380632	-3.12233993596687	0.274001244728487	3.39634118069536	1.1283443625105e-19	0.443529447056885	8.52187359691888e-22	8.83869750633227e-18	0.635545244258341	3.3377338254599e-20	8.53711591795772	8.55564906134484	11.496137077916	11.7472240533146	8.59519139062935	7.90830517293147	2	2
MvSl-1064-A1-R4_A1g00146	MvSl-1064-A1-R4_A1	MAT	322032	322722	9.06384122388907	-2.95374389962673	0.135001832425266	3.08874573205199	4.39187219635612e-16	0.741112719180497	1.40656125809573e-16	1.47441423734813e-14	0.916639415828509	3.00492632411361e-15	7.44152858779923	7.49187746803127	10.4588973178885	10.1996191443503	7.15079331439201	7.49449271552894	2	2
MvSl-1064-A1-R4_A1g00169	MvSl-1064-A1-R4_A1	MAT	371961	372797	10.2870704691604	-2.08274803418912	-0.695305566077109	1.38744246811201	1.7874612756011e-07	0.0776785835727753	0.000362329732860671	1.58510716892928e-06	0.207437126586389	0.00133042948784778	8.43240743151022	9.58650800353671	10.8807322905212	11.421156225516	9.67671697879229	9.91452808259804	2	2
MvSl-1064-A1-R4_A1g00173	MvSl-1064-A1-R4_A1	MAT	378060	378408	16.599006917254	6.81886381526398	4.84860038463034	-1.97026343063364	7.96234283044555e-25	9.49862146376438e-16	0.000229519541405095	1.24743371010314e-22	3.18882291997804e-14	0.000860724889951607	18.0821813674992	18.1609516355152	11.8424320881623	10.4614069319098	13.142472716138	13.3965588004589	1	1
MvSl-1064-A1-R4_A1g00183	MvSl-1064-A1-R4_A1	MAT	404057	405445	10.843701347175	-1.19400735230418	-0.0442211635987403	1.14978618870544	4.78003136465017e-05	0.88088597181346	9.49799407282761e-05	0.000229997815614289	0.996643377060791	0.000391583966160436	10.1028108085766	10.5189732061406	11.4922178484403	11.5297952280021	10.4375797157925	10.2976431560846	2	2
MvSl-1064-A1-R4_A1g00187	MvSl-1064-A1-R4_A1	MAT	413919	415494	9.99011104871592	-0.655563675006172	0.321029569104707	0.976593244110879	0.0292774318636108	0.295769200968603	0.00145017594806817	0.0681207573064212	0.491206800195207	0.00460528848373	9.84171478467498	9.80707084591882	10.409878867691	10.5327657107779	9.50163076896965	9.51464108123991	2	2
MvSl-1064-A1-R4_A1g00190	MvSl-1064-A1-R4_A1	MAT	422409	423645	10.4947874418408	1.49263524774049	0.585681384189711	-0.906953863550783	4.56686788680609e-06	0.0622613128438241	0.00541105112821839	2.86190387573182e-05	0.180634673065416	0.0150484853861695	10.7469968524838	11.3112126254448	9.70635608359278	9.44089651252468	10.6002091728634	10.3382656468666	1	1
MvSl-1064-A1-R4_A1g00191	MvSl-1064-A1-R4_A1	MAT	423985	426191	13.7694100897306	-1.56267446368945	0.298349026068308	1.86102348975776	3.09512284574715e-05	0.41733555347434	8.96165729780178e-07	0.000165307697443314	0.611052056488909	5.26229466334883e-06	12.9585472323536	13.2333184089297	14.285124339809	14.9632275355817	12.8731684108414	12.7325726038986	2	2
MvSl-1064-A1-R4_A1g00195	MvSl-1064-A1-R4_A1	MAT	433303	434055	10.7994978310605	0.830017582186218	-3.48884735655651	-4.31886493874273	0.0239633214642909	8.67798952894059e-24	3.90308387930345e-31	0.0583562750684803	5.09831884825260e-22	6.11483141090874e-29	9.0143166868071	8.39174706954791	8.16424618081043	7.69745744146148	12.2558514742394	12.1259251504469	1	1
MvSl-1064-A1-R4_A1g00198	MvSl-1064-A1-R4_A1	MAT	438188	438544	10.2013317144835	1.13971565884694	-0.180120856736945	-1.31983651558389	0.000260070852465191	0.545146984851649	2.51066637750962e-05	0.00112140642806092	0.744822915349637	0.000119193252265608	10.5458571195555	10.2584130782407	9.40660955147363	9.15867958661805	10.5595194821843	10.6166813508329	1	1
MvSl-1064-A1-R4_A1g00202	MvSl-1064-A1-R4_A1	MAT	449331	450021	4.4008290839918	-5.02629826142477	-2.36453201784204	2.66176624358273	0.000729752830159001	0.210667185642798	0.0198424141237681	0.00263833715519023	0.392911020841726	0.0461679932582724	3.65459552555813	3.65459552555813	5.17403476581678	5.27016786155353	3.65459552555813	4.21598732819973	2	2
MvSl-1064-A1-R4_A1g00213	MvSl-1064-A1-R4_A1	MAT	481957	483035	7.07221040971038	1.64788114061656	-0.170761058231488	-1.81864219884805	0.00230304119221439	0.702090380978087	0.000792569434619419	0.00751687055792197	0.882306093742515	0.00264953168892941	7.35250351284079	7.29381238690515	6.23428801773303	5.49472204770933	7.41686444030205	7.54164041882728	1	1
MvSl-1064-A1-R4_A1g00216	MvSl-1064-A1-R4_A1	MAT	487259	488338	8.01648076799265	-1.27695250436697	0.348740888360122	1.6256933927271	0.000625235076390473	0.396905477913517	3.30412786646032e-05	0.00235088388722818	0.595426659756812	0.00015077088322683	7.64266726296984	7.49187746803127	8.68738103592861	8.8888624040213	6.91310572777955	7.49449271552894	2	2
MvSl-1064-A1-R4_A1g00219	MvSl-1064-A1-R4_A1	MAT	497168	498774	10.9980664991806	1.72822666271228	0.576651669607312	-1.15157499310497	1.24057920700176e-08	0.0471065235255239	0.000140985467325567	1.3882672078353e-07	0.148591047362391	0.000566351877290738	11.6372146916267	11.5548999739597	10.0102900576263	9.74398288820107	10.7762505991682	11.2305217670897	1	1
MvSl-1064-A1-R4_A1g00223	MvSl-1064-A1-R4_A1	MAT	512213	513436	8.29827206051249	2.69419017346437	-1.39770500547623	-4.09189517894059	1.00853876366476e-06	0.000578912491253778	9.92555264320312e-15	7.07482416302147e-06	0.00348831885755482	1.37206168891337e-13	7.52537798142522	8.31537128707279	6.23428801773303	4.67761357260875	9.23501290804789	9.40417887858843	1	1
MvSl-1064-A1-R4_A1g00224	MvSl-1064-A1-R4_A1	MAT	513881	514167	7.67331615315322	0.682551477571228	-2.47042293619061	-3.15297441376184	0.301132387604592	1.46680758882195e-05	3.61224948824004e-07	0.428885521739873	0.000149602730239497	2.23389113088529e-06	7.10246179687997	5.56162779939655	6.07571304894674	5.86016945058731	9.26906026692354	8.28596808049661	1	1
MvSl-1064-A1-R4_A1g00226	MvSl-1064-A1-R4_A1	MAT	515650	516516	4.99474091898928	-3.01159732896071	-0.231279114533547	2.78031821442716	0.000512760293998109	0.858721166028781	0.00162538985387954	0.00202518771579085	0.991021922513532	0.00505916047234028	4.15336427203613	4.19897676272701	5.89753087978565	6.01317825305095	4.75399775944264	3.65459552555813	2	2
MvSl-1064-A1-R4_A1g00244	MvSl-1064-A1-R4_A1	MAT	549134	550850	9.62288195444338	3.06780749146591	-0.090967549769341	-3.15877504123525	1.97386442351929e-14	0.784307415976275	3.95529286236831e-15	4.8827172581793e-13	0.948332574968239	5.9967343397197e-14	10.1365325781346	9.99017668205004	7.4036262725803	6.78243393738142	9.87766087941841	10.3842566274576	1	1
MvSl-1064-A1-R4_A1g00267	MvSl-1064-A1-R4_A1	MAT	614785	614994	6.8788377605215	0.523278870101288	-5.63789405023666	-6.16117292033795	0.728080490115939	1.68903899419102e-14	1.23203596761642e-13	0.872953648863498	4.66969604276341e-13	1.52383395994663e-12	4.15336427203613	4.19897676272701	4.35260532394462	3.65459552555813	8.36269980393809	8.31339542188153	1	1
