target_id	length	eff_length	est_counts	tpm
MvSl-1064-A2-R4_A2g00001	204	34.8218	45.159	13.0797
MvSl-1064-A2-R4_A2g00002	294	63.7641	589.429	93.2308
MvSl-1064-A2-R4_A2g00003	3738	3406.77	846.341	2.50557
MvSl-1064-A2-R4_A2g00004	1884	1552.77	1780	11.5616
MvSl-1064-A2-R4_A2g00005	822	492.298	1424	29.1734
MvSl-1064-A2-R4_A2g00006	417	136.726	3848	283.85
MvSl-1064-A2-R4_A2g00007	3006	2674.77	4280	16.1384
MvSl-1064-A2-R4_A2g00008	1668	1336.77	4630	34.9324
MvSl-1064-A2-R4_A2g00009	1140	808.773	3442	42.9229
MvSl-1064-A2-R4_A2g00010	1014	682.773	41.0211	0.605948
MvSl-1064-A2-R4_A2g00011	543	234.2	41.5674	1.79007
MvSl-1064-A2-R4_A2g00012	171	25.734	0.432561	0.169529
MvSl-1064-A2-R4_A2g00013	1701	1369.77	1357.99	9.99893
MvSl-1064-A2-R4_A2g00014	450	160.898	207	12.9755
MvSl-1064-A2-R4_A2g00015	765	437.189	225	5.19061
MvSl-1064-A2-R4_A2g00016	168	25.1303	27	10.836
MvSl-1064-A2-R4_A2g00017	1632	1300.77	52	0.403187
MvSl-1064-A2-R4_A2g00018	225	40.3547	0	0
MvSl-1064-A2-R4_A2g00019	786	457.292	35.0234	0.77245
MvSl-1064-A2-R4_A2g00020	276	56.5575	118.214	21.0806
MvSl-1064-A2-R4_A2g00021	210	35.9674	476.579	133.638
MvSl-1064-A2-R4_A2g00022	537	229.144	2.56753	0.113008
MvSl-1064-A2-R4_A2g00023	1314	982.773	18.2108	0.186887
MvSl-1064-A2-R4_A2g00024	612	295.259	0	0
MvSl-1064-A2-R4_A2g00025	1623	1291.77	31	0.242036
MvSl-1064-A2-R4_A2g00026	4218	3886.77	626.991	1.62696
MvSl-1064-A2-R4_A2g00027	942	611.151	52	0.858143
MvSl-1064-A2-R4_A2g00028	504	201.681	245.414	12.2727
MvSl-1064-A2-R4_A2g00029	171	25.734	54.8558	21.4991
MvSl-1064-A2-R4_A2g00030	369	105.317	1084.93	103.898
MvSl-1064-A2-R4_A2g00031	957	626.027	448	7.21755
MvSl-1064-A2-R4_A2g00032	1554	1222.77	14317	118.089
MvSl-1064-A2-R4_A2g00033	801	471.782	568	12.1426
MvSl-1064-A2-R4_A2g00034	147	19.9469	0	0
MvSl-1064-A2-R4_A2g00035	1386	1054.77	696	6.65511
MvSl-1064-A2-R4_A2g00036	1194	862.773	887	10.3689
MvSl-1064-A2-R4_A2g00037	2421	2089.77	509	2.45654
MvSl-1064-A2-R4_A2g00038	582	268.276	0	0
MvSl-1064-A2-R4_A2g00039	1836	1504.77	5955	39.9131
MvSl-1064-A2-R4_A2g00040	1083	751.773	46	0.617129
MvSl-1064-A2-R4_A2g00041	192	31.3116	0	0
MvSl-1064-A2-R4_A2g00042	528	221.428	0	0
MvSl-1064-A2-R4_A2g00043	408	130.598	0	0
MvSl-1064-A2-R4_A2g00044	714	388.494	0	0
MvSl-1064-A2-R4_A2g00045	489	189.638	0	0
MvSl-1064-A2-R4_A2g00046	879	548.62	320	5.88278
MvSl-1064-A2-R4_A2g00047	900	569.509	693	12.2726
MvSl-1064-A2-R4_A2g00048	1572	1240.77	610	4.95841
MvSl-1064-A2-R4_A2g00049	2622	2290.77	789	3.47376
MvSl-1064-A2-R4_A2g00050	4482	4150.77	1202	2.92066
MvSl-1064-A2-R4_A2g00051	1077	745.773	2416	32.6735
MvSl-1064-A2-R4_A2g00052	231	41.8043	68	16.4056
MvSl-1064-A2-R4_A2g00053	1257	925.773	2225	24.2399
MvSl-1064-A2-R4_A2g00054	1167	835.773	161	1.94286
MvSl-1064-A2-R4_A2g00055	1287	955.773	944	9.96144
MvSl-1064-A2-R4_A2g00056	1731	1399.77	7297	52.5765
MvSl-1064-A2-R4_A2g00057	324	79.4265	557	70.7285
MvSl-1064-A2-R4_A2g00058	150	20.0382	14	7.04652
MvSl-1064-A2-R4_A2g00059	207	35.3951	217	61.8332
MvSl-1064-A2-R4_A2g00060	954	623.027	99	1.60263
MvSl-1064-A2-R4_A2g00061	660	338.301	2881	85.8904
MvSl-1064-A2-R4_A2g00062	2145	1813.77	1636.88	9.10204
MvSl-1064-A2-R4_A2g00063	951	620.027	688	11.1914
MvSl-1064-A2-R4_A2g00064	699	374.379	7285	196.256
MvSl-1064-A2-R4_A2g00065	1950	1618.77	3059	19.0589
MvSl-1064-A2-R4_A2g00066	555	244.825	5798	238.851
MvSl-1064-A2-R4_A2g00067	1356	1024.77	43	0.4232
MvSl-1064-A2-R4_A2g00068	1194	862.773	32	0.374075
MvSl-1064-A2-R4_A2g00069	4290	3958.77	1315	3.35019
MvSl-1064-A2-R4_A2g00070	2757	2425.77	2776	11.5418
MvSl-1064-A2-R4_A2g00071	1488	1156.77	290	2.52845
MvSl-1064-A2-R4_A2g00072	1992	1660.77	4067	24.6984
MvSl-1064-A2-R4_A2g00073	1128	796.773	1023	12.9493
MvSl-1064-A2-R4_A2g00074	1842	1510.77	8453	56.4308
MvSl-1064-A2-R4_A2g00075	1302	970.773	0	0
MvSl-1064-A2-R4_A2g00076	2580	2248.77	3008	13.4908
MvSl-1064-A2-R4_A2g00077	1383	1051.77	2221	21.2976
MvSl-1064-A2-R4_A2g00078	462	169.341	2518	149.968
MvSl-1064-A2-R4_A2g00079	4167	3835.77	448	1.17796
MvSl-1064-A2-R4_A2g00080	456	164.997	563	34.4142
MvSl-1064-A2-R4_A2g00081	1092	760.773	227.638	3.01782
MvSl-1064-A2-R4_A2g00082	219	38.3581	1	0.262934
MvSl-1064-A2-R4_A2g00083	1032	700.773	1.07033	0.0154045
MvSl-1064-A2-R4_A2g00084	315	74.4334	0	0
MvSl-1064-A2-R4_A2g00085	186	29.6122	0	0
MvSl-1064-A2-R4_A2g00086	819	489.347	7.57436	0.156111
MvSl-1064-A2-R4_A2g00087	6402	6070.77	81.523	0.135438
MvSl-1064-A2-R4_A2g00088	1587	1255.77	2.41771	0.0194177
MvSl-1064-A2-R4_A2g00089	129	13.8981	0	0
MvSl-1064-A2-R4_A2g00090	1587	1255.77	2.41771	0.0194177
MvSl-1064-A2-R4_A2g00091	129	13.8981	0	0
MvSl-1064-A2-R4_A2g00092	1587	1255.77	2.41771	0.0194177
MvSl-1064-A2-R4_A2g00093	129	13.8981	0	0
MvSl-1064-A2-R4_A2g00094	1587	1255.77	2.41771	0.0194177
MvSl-1064-A2-R4_A2g00095	129	13.8981	0	0
MvSl-1064-A2-R4_A2g00096	1587	1255.77	0.00430217	3.45526e-05
MvSl-1064-A2-R4_A2g00097	129	13.8981	0	0
MvSl-1064-A2-R4_A2g00098	660	338.301	0	0
MvSl-1064-A2-R4_A2g00099	606	289.685	94.9229	3.30483
MvSl-1064-A2-R4_A2g00100	222	39.1227	16.1354	4.15964
MvSl-1064-A2-R4_A2g00101	378	111.476	7	0.633316
MvSl-1064-A2-R4_A2g00102	810	480.59	0	0
MvSl-1064-A2-R4_A2g00103	195	32.2795	0	0
MvSl-1064-A2-R4_A2g00104	186	29.6122	0	0
MvSl-1064-A2-R4_A2g00105	819	489.347	7.57436	0.156111
MvSl-1064-A2-R4_A2g00106	6402	6070.77	81.523	0.135438
MvSl-1064-A2-R4_A2g00107	1587	1255.77	0.00430217	3.45526e-05
MvSl-1064-A2-R4_A2g00108	129	13.8981	0	0
MvSl-1064-A2-R4_A2g00109	660	338.301	0	0
MvSl-1064-A2-R4_A2g00110	606	289.685	94.9229	3.30483
MvSl-1064-A2-R4_A2g00111	222	39.1227	16.1354	4.15964
MvSl-1064-A2-R4_A2g00112	378	111.476	7	0.633316
MvSl-1064-A2-R4_A2g00113	810	480.59	0	0
MvSl-1064-A2-R4_A2g00114	195	32.2795	0	0
MvSl-1064-A2-R4_A2g00115	186	29.6122	0	0
MvSl-1064-A2-R4_A2g00116	1359	1027.77	36.7502	0.360634
MvSl-1064-A2-R4_A2g00117	1335	1003.77	3.29196	0.0330769
MvSl-1064-A2-R4_A2g00118	168	25.1303	622	249.63
MvSl-1064-A2-R4_A2g00119	705	379.997	3008	79.8366
MvSl-1064-A2-R4_A2g00120	2571	2239.77	6724	30.2781
MvSl-1064-A2-R4_A2g00121	123	14.6061	0	0
MvSl-1064-A2-R4_A2g00122	342	89.1698	3840.76	434.415
MvSl-1064-A2-R4_A2g00123	2700	2368.77	5122	21.8083
MvSl-1064-A2-R4_A2g00124	1632	1300.77	275	2.13224
MvSl-1064-A2-R4_A2g00125	1203	871.773	1794	20.7551
MvSl-1064-A2-R4_A2g00126	1950	1618.77	2931	18.2614
MvSl-1064-A2-R4_A2g00127	2019	1687.77	2676	15.991
MvSl-1064-A2-R4_A2g00128	3393	3061.77	2991	9.85254
MvSl-1064-A2-R4_A2g00129	2628	2296.77	4012	17.6176
MvSl-1064-A2-R4_A2g00130	1065	733.773	1325	18.2121
MvSl-1064-A2-R4_A2g00131	2112	1780.77	4714	26.6984
MvSl-1064-A2-R4_A2g00132	417	136.726	345.225	25.4657
MvSl-1064-A2-R4_A2g00133	2721	2389.77	518.434	2.18797
MvSl-1064-A2-R4_A2g00134	297	65.3996	130.694	20.1551
MvSl-1064-A2-R4_A2g00135	1230	898.773	159.029	1.78456
MvSl-1064-A2-R4_A2g00136	6030	5698.77	386.979	0.684875
MvSl-1064-A2-R4_A2g00137	231	41.8043	0	0
MvSl-1064-A2-R4_A2g00138	450	160.898	5.14241	0.322345
MvSl-1064-A2-R4_A2g00139	2682	2350.77	77.2809	0.331563
MvSl-1064-A2-R4_A2g00140	1656	1324.77	438.301	3.33684
MvSl-1064-A2-R4_A2g00141	150	20.0382	288.574	145.246
MvSl-1064-A2-R4_A2g00142	1191	859.773	270.263	3.17035
MvSl-1064-A2-R4_A2g00143	1365	1033.77	6.1881	0.0603722
MvSl-1064-A2-R4_A2g00144	1728	1396.77	78.1797	0.564512
MvSl-1064-A2-R4_A2g00145	249	46.7993	0	0
MvSl-1064-A2-R4_A2g00146	927	596.392	7.64763	0.12933
MvSl-1064-A2-R4_A2g00147	297	65.3996	1.68276	0.259508
MvSl-1064-A2-R4_A2g00148	168	25.1303	22.3901	8.98594
MvSl-1064-A2-R4_A2g00149	426	143.001	624.027	44.0118
MvSl-1064-A2-R4_A2g00150	1896	1564.77	326.694	2.10569
MvSl-1064-A2-R4_A2g00151	141	17.7486	17.0621	9.69557
MvSl-1064-A2-R4_A2g00152	402	127.027	215	17.0705
MvSl-1064-A2-R4_A2g00153	3624	3292.77	1041	3.18855
MvSl-1064-A2-R4_A2g00154	1416	1084.77	2151	19.9989
MvSl-1064-A2-R4_A2g00155	738	410.997	9841.14	241.497
MvSl-1064-A2-R4_A2g00156	255	48.6946	328.698	68.0803
MvSl-1064-A2-R4_A2g00157	528	221.428	361.492	16.4654
MvSl-1064-A2-R4_A2g00158	4428	4096.77	485.437	1.19508
MvSl-1064-A2-R4_A2g00159	183	28.6507	18	6.3364
MvSl-1064-A2-R4_A2g00160	1743	1411.77	804.562	5.74777
MvSl-1064-A2-R4_A2g00161	4125	3793.77	1285.71	3.41803
MvSl-1064-A2-R4_A2g00162	735	408.245	68.2391	1.68584
MvSl-1064-A2-R4_A2g00163	1095	763.773	3213	42.4279
MvSl-1064-A2-R4_A2g00164	6570	6238.77	1128.92	1.82502
MvSl-1064-A2-R4_A2g00165	588	273.766	62.4497	2.30068
MvSl-1064-A2-R4_A2g00166	969	637.839	29.0201	0.458874
MvSl-1064-A2-R4_A2g00167	498	197.004	74.7247	3.82555
MvSl-1064-A2-R4_A2g00168	789	460.108	323.711	7.09583
MvSl-1064-A2-R4_A2g00169	3237	2905.77	3208	11.1347
MvSl-1064-A2-R4_A2g00170	645	324.659	487.711	15.151
MvSl-1064-A2-R4_A2g00171	3510	3178.77	14445	45.8313
MvSl-1064-A2-R4_A2g00172	2115	1783.77	486.745	2.75212
MvSl-1064-A2-R4_A2g00173	222	39.1227	704.152	181.527
MvSl-1064-A2-R4_A2g00174	249	46.7993	847.563	182.658
MvSl-1064-A2-R4_A2g00175	174	25.7772	68.9035	26.9594
MvSl-1064-A2-R4_A2g00176	570	257.849	1744.35	68.2295
MvSl-1064-A2-R4_A2g00177	153	20.7051	620.902	302.448
MvSl-1064-A2-R4_A2g00178	582	268.276	1307	49.1359
MvSl-1064-A2-R4_A2g00179	1083	751.773	400	5.36634
MvSl-1064-A2-R4_A2g00180	108	16.6316	5.45488	3.30793
MvSl-1064-A2-R4_A2g00181	105	15.3529	0	0
MvSl-1064-A2-R4_A2g00182	1236	904.773	48.6233	0.542013
MvSl-1064-A2-R4_A2g00183	879	548.62	862.048	15.8476
MvSl-1064-A2-R4_A2g00184	309	71.2939	693.676	98.1317
MvSl-1064-A2-R4_A2g00185	288	60.9852	2205	364.661
MvSl-1064-A2-R4_A2g00186	2577	2245.77	1202	5.39813
MvSl-1064-A2-R4_A2g00187	1569	1237.77	511.152	4.16499
MvSl-1064-A2-R4_A2g00188	159	22.8023	29	12.827
MvSl-1064-A2-R4_A2g00189	2382	2050.77	4050.5	19.9203
MvSl-1064-A2-R4_A2g00190	234	42.7699	329.974	77.8121
MvSl-1064-A2-R4_A2g00191	336	85.874	238.975	28.067
MvSl-1064-A2-R4_A2g00192	3042	2710.77	2972.2	11.0583
MvSl-1064-A2-R4_A2g00193	4842	4510.77	389.566	0.871034
MvSl-1064-A2-R4_A2g00194	288	60.9852	4	0.661516
MvSl-1064-A2-R4_A2g00195	885	554.62	2506	45.5712
MvSl-1064-A2-R4_A2g00196	510	206.402	1754	85.7077
MvSl-1064-A2-R4_A2g00197	222	39.1227	65.662	16.9274
MvSl-1064-A2-R4_A2g00198	216	37.8082	40.8204	10.8892
MvSl-1064-A2-R4_A2g00199	3849	3517.77	601.535	1.72464
MvSl-1064-A2-R4_A2g00200	2691	2359.77	616.406	2.63452
MvSl-1064-A2-R4_A2g00201	1668	1336.77	1151.2	8.68554
MvSl-1064-A2-R4_A2g00202	969	637.839	219.701	3.47396
MvSl-1064-A2-R4_A2g00203	1374	1042.77	1382.71	13.3735
MvSl-1064-A2-R4_A2g00204	1047	715.773	319	4.4949
MvSl-1064-A2-R4_A2g00205	639	319.155	16	0.505619
MvSl-1064-A2-R4_A2g00206	339	87.3034	25	2.88811
MvSl-1064-A2-R4_A2g00207	306	69.7387	1	0.144621
MvSl-1064-A2-R4_A2g00208	1341	1009.77	23	0.229725
MvSl-1064-A2-R4_A2g00209	1443	1111.77	213	1.93227
MvSl-1064-A2-R4_A2g00210	3567	3235.77	5533	17.246
MvSl-1064-A2-R4_A2g00211	153	20.7051	1.79342	0.873596
MvSl-1064-A2-R4_A2g00212	429	145.133	429.346	29.8363
MvSl-1064-A2-R4_A2g00213	609	292.534	121.889	4.20237
MvSl-1064-A2-R4_A2g00214	309	71.2939	167.755	23.7317
MvSl-1064-A2-R4_A2g00215	222	39.1227	6444.22	1661.29
MvSl-1064-A2-R4_A2g00216	4524	4192.77	388.53	0.934604
MvSl-1064-A2-R4_A2g00217	3183	2851.77	32.0454	0.113333
MvSl-1064-A2-R4_A2g00218	3711	3379.77	121.899	0.363763
MvSl-1064-A2-R4_A2g00219	1152	820.773	38.2539	0.470064
MvSl-1064-A2-R4_A2g00220	165	24.9448	0	0
MvSl-1064-A2-R4_A2g00221	204	34.8218	216.092	62.5882
MvSl-1064-A2-R4_A2g00222	462	169.341	7.94007	0.472898
MvSl-1064-A2-R4_A2g00223	864	533.782	22.928	0.433219
MvSl-1064-A2-R4_A2g00224	198	33.4927	51.5913	15.5357
MvSl-1064-A2-R4_A2g00225	153	20.7051	62	30.2009
MvSl-1064-A2-R4_A2g00226	1065	733.773	2624.97	36.08
MvSl-1064-A2-R4_A2g00227	1197	865.773	738.638	8.60463
MvSl-1064-A2-R4_A2g00228	471	175.722	4	0.229582
MvSl-1064-A2-R4_A2g00229	2475	2143.77	246.762	1.16093
MvSl-1064-A2-R4_A2g00230	612	295.259	202	6.90005
MvSl-1064-A2-R4_A2g00231	165	24.9448	203.993	82.4782
MvSl-1064-A2-R4_A2g00232	228	40.9421	13.5054	3.32692
MvSl-1064-A2-R4_A2g00233	438	152.104	0	0
MvSl-1064-A2-R4_A2g00234	183	28.6507	0	0
MvSl-1064-A2-R4_A2g00235	1779	1447.77	8111.21	56.5054
MvSl-1064-A2-R4_A2g00236	726	399.653	943.781	23.8173
MvSl-1064-A2-R4_A2g00237	4065	3733.77	710.111	1.91815
MvSl-1064-A2-R4_A2g00238	147	19.9469	0	0
MvSl-1064-A2-R4_A2g00239	813	483.542	3673	76.6111
MvSl-1064-A2-R4_A2g00240	1593	1261.77	690.555	5.51978
MvSl-1064-A2-R4_A2g00241	1035	703.773	2477.97	35.5114
MvSl-1064-A2-R4_A2g00242	387	117.5	229.279	19.6803
MvSl-1064-A2-R4_A2g00243	330	82.4191	41.5193	5.08074
MvSl-1064-A2-R4_A2g00244	240	44.2948	148.243	33.7541
MvSl-1064-A2-R4_A2g00245	180	27.4832	43	15.78
MvSl-1064-A2-R4_A2g00246	1443	1111.77	2068.68	18.7665
MvSl-1064-A2-R4_A2g00247	2763	2431.77	1.29214	0.00535908
MvSl-1064-A2-R4_A2g00248	3774	3442.77	19.7331	0.0578085
MvSl-1064-A2-R4_A2g00249	345	90.6277	2.21886	0.24693
MvSl-1064-A2-R4_A2g00250	1995	1663.77	130.641	0.791936
MvSl-1064-A2-R4_A2g00251	5226	4894.77	115.527	0.238043
MvSl-1064-A2-R4_A2g00252	813	483.542	35.0841	0.731781
MvSl-1064-A2-R4_A2g00253	1284	952.773	192.944	2.04243
MvSl-1064-A2-R4_A2g00254	978	646.839	1736.46	27.0754
MvSl-1064-A2-R4_A2g00255	315	74.4334	3.64522	0.493925
MvSl-1064-A2-R4_A2g00256	516	211.398	3.34466	0.159571
MvSl-1064-A2-R4_A2g00257	426	143.001	0	0
