target_id	est_counts	est_counts	mean_counts	tpm	tpm	target_id	est_counts	est_counts	mean_counts	tpm	tpm	ratio_old/new
MvSl-1064-A1-R4_MC13g11303	795.157	723.674	759.4155	3.51907	3.16784	MvSl-1064-A1-R4_MC13g11303	687.648	617.531	652.5895	2.87878	2.48534	1.163695554
MvSl-1064-A1-R4_MC03g04485	36	21	28.5	3.7735	2.05633	MvSl-1064-A1-R4_MC03g04485	32	17	24.5	4.14421	2.04627	1.163265301
MvSl-1064-A1-R4_MC01-1g02004	19.7343	11.7376	15.73595	0.291075	0.170408	MvSl-1064-A1-R4_MC01-1g02004	17.7099	9.35114	13.53052	0.278261	0.137858	1.162996683
MvSl-1064-A1-R4_A1g01479	476	452	464	15.4864	14.1364	MvSl-1064-A1-R4_A1g01479	401	397	399	53.824	49.7226	1.162907268
MvSl-1064-A1-R4_MC09-1g08917	215.077	222.338	218.7075	0.769867	0.787412	MvSl-1064-A1-R4_MC09-1g08917	185.126	191.05	188.088	0.651456	0.647447	1.162793479
MvSl-1064-A1-R4_MC09-2g08924	215.077	222.338	218.7075	0.769867	0.787412	MvSl-1064-A1-R4_MC09-2g08924	185.126	191.05	188.088	0.651456	0.647447	1.162793479
MvSl-1064-A1-R4_MC02g03609	4504.92	4493.77	4499.345	8.0886	7.98775	MvSl-1064-A1-R4_MC02g03609	3897.77	3842.76	3870.265	5.98365	5.71064	1.162541841
MvSl-1064-A1-R4_A1g00187	173.766	153.447	163.6065	1.16899	1.02027	MvSl-1064-A1-R4_A1g00187	146.351	135.151	140.751	1.03265	0.909978	1.162382504
MvSl-1064-A1-R4_MC02g03855	57.3448	48.7571	53.05095	0.527957	0.443295	MvSl-1064-A1-R4_MC02g03855	47.4714	43.8728	45.6721	0.445998	0.390963	1.161561432
MvSl-1064-A1-R4_MC05-2g06335	64.2118	51.1815	57.69665	0.111236	0.0877764	MvSl-1064-A1-R4_MC05-2g06335	52.664	46.6815	49.67275	0.0880291	0.075508	1.161535246
MvSl-1064-A1-R4_A1g00819	41.4563	14.8425	28.1494	0.130038	0.04607	MvSl-1064-A1-R4_A1g00819	34.2884	14.1819	24.23515	0.0912767	0.0364382	1.161511271
MvSl-1064-A1-R4_MC04-1g05703	159	172	165.5	6.49576	6.65425	MvSl-1064-A1-R4_MC04-1g05703	138	146.996	142.498	9.42832	9.10374	1.161419809
MvSl-1064-A1-R4_MC12g10896	1618.2	1399.99	1509.095	3.58362	3.06887	MvSl-1064-A1-R4_MC12g10896	1423	1176.61	1299.805	3.40859	2.72219	1.16101646
MvSl-1064-A1-R4_MC06g07026	3764.19	3457.09	3610.64	14.2414	12.9399	MvSl-1064-A1-R4_MC06g07026	3250	2971	3110.5	13.6058	11.9572	1.16079087
MvSl-1064-A1-R4_A1g00028	128	161	144.5	3.03521	3.71551	MvSl-1064-A1-R4_A1g00028	111	138	124.5	3.63707	4.1575	1.160642569
MvSl-1064-A1-R4_MC08g08384	622.288	603.48	612.884	5.45326	5.22327	MvSl-1064-A1-R4_MC08g08384	541.911	514.412	528.1615	5.24147	4.71591	1.160410215
MvSl-1064-A1-R4_MC12g10760	1555.16	1901.33	1728.245	12.3599	14.929	MvSl-1064-A1-R4_MC12g10760	1328.05	1652.6	1490.325	9.72954	11.5451	1.159643031
MvSl-1064-A1-R4_MC03g04908	34.3589	28.0383	31.1986	0.0815497	0.0658686	MvSl-1064-A1-R4_MC03g04908	30.7174	23.1032	26.9103	0.0622177	0.0452414	1.159355335
MvSl-1064-A1-R4_MC13g11550	1855.53	1670.63	1763.08	5.40504	4.81587	MvSl-1064-A1-R4_MC13g11550	1601.07	1442.23	1521.65	4.03736	3.5115	1.158663293
MvSl-1064-A1-R4_MC10-2g09921	42	97	69.5	2.73738	5.89692	MvSl-1064-A1-R4_MC10-2g09921	35	85	60	4.99588	11.4696	1.158333331
MvSl-1064-A1-R4_MC01-2g03000	91.813	60.4082	76.1106	0.210109	0.136833	MvSl-1064-A1-R4_MC01-2g03000	76.8854	54.5779	65.73165	0.169815	0.116486	1.157898819
MvSl-1064-A1-R4_MC05-3g06693	171	181	176	8.02522	8.02127	MvSl-1064-A1-R4_MC05-3g06693	142	162	152	29.2516	32.8577	1.157894736
MvSl-1064-A1-R4_A1g01402	359	362	360.5	7.91646	7.76119	MvSl-1064-A1-R4_A1g01402	308.962	314	311.481	15.6679	14.4279	1.157373965
MvSl-1064-A1-R4_MC05-2g06352	187.643	175.412	181.5275	3.15374	2.89091	MvSl-1064-A1-R4_MC05-2g06352	179.134	134.617	156.8755	3.23399	2.27612	1.157143722
MvSl-1064-A1-R4_MC03g04327	186	198	192	5.15633	5.33159	MvSl-1064-A1-R4_MC03g04327	159	173	166	11.0532	10.9145	1.156626505
MvSl-1064-A1-R4_MC09-2g09125	574	573.282	573.641	6.72796	6.63018	MvSl-1064-A1-R4_MC09-2g09125	486	506	496	12.4234	11.9879	1.156534274
MvSl-1064-A1-R4_MC06g06911	64.5202	39.713	52.1166	0.434402	0.264264	MvSl-1064-A1-R4_MC06g06911	52.892	37.2812	45.0866	0.413917	0.277846	1.155922156
MvSl-1064-A1-R4_MC01-2g03154	4244	5273	4758.5	20.1804	24.7975	MvSl-1064-A1-R4_MC01-2g03154	3703	4531	4117	45.0321	51.9304	1.155817343
MvSl-1064-A1-R4_A1g01133	1046.48	1126.56	1086.52	4.40536	4.69115	MvSl-1064-A1-R4_A1g01133	915.245	965.682	940.4635	3.80385	3.85868	1.155302678
MvSl-1064-A1-R4_MC06g07024	460	511	485.5	56.2643	58.4283	MvSl-1064-A1-R4_MC06g07024	377	464	420.5	66.7577	80.1226	1.154577883
MvSl-1064-A1-R4_C29g01578	2	3	2.5	0.0384106	0.0563065	MvSl-1064-A1-R4_C29g01578	1.66667	2.66667	2.16667	0.0338077	0.0504706	1.153844325
MvSl-1064-A1-R4_C34g01602	2	3	2.5	0.0384106	0.0563065	MvSl-1064-A1-R4_C34g01602	1.66667	2.66667	2.16667	0.0338077	0.0504706	1.153844325
MvSl-1064-A1-R4_C35g01607	2	3	2.5	0.0384106	0.0563065	MvSl-1064-A1-R4_C35g01607	1.66667	2.66667	2.16667	0.0338077	0.0504706	1.153844325
MvSl-1064-A1-R4_A1g00622	2253.16	2074.22	2163.69	24.5527	22.3084	MvSl-1064-A1-R4_A1g00622	1944.2	1806.53	1875.365	26.2339	22.9224	1.153743405
MvSl-1064-A1-R4_MC13g11484	1250.09	1492.45	1371.27	3.04831	3.60206	MvSl-1064-A1-R4_MC13g11484	1042.26	1334.86	1188.56	2.25643	2.7929	1.153723834
MvSl-1064-A1-R4_A1g00777	137.382	248.345	192.8635	4.59612	7.95883	MvSl-1064-A1-R4_A1g00777	135.606	198.771	167.1885	8.33126	11.0672	1.153569174
MvSl-1064-A1-R4_MC02g03998	21.841	20.8658	21.3534	0.710588	0.652583	MvSl-1064-A1-R4_MC02g03998	16.7284	20.2991	18.51375	0.634945	0.709333	1.153380589
MvSl-1064-A1-R4_MC04-1g05912	55.1381	66.378	60.75805	0.20739	0.247003	MvSl-1064-A1-R4_MC04-1g05912	43.6024	61.7562	52.6793	0.202069	0.27482	1.153357199
MvSl-1064-A1-R4_MC02g03654	96.0845	94.2091	95.1468	2.67892	2.55096	MvSl-1064-A1-R4_MC02g03654	82	83	82.5	3.5181	3.26546	1.153294544
MvSl-1064-A1-R4_MC01-1g02888	26.3529	31.8488	29.10085	0.0677553	0.0810441	MvSl-1064-A1-R4_MC01-1g02888	24.1197	26.348	25.23385	0.0621879	0.0655825	1.153246527
MvSl-1064-A1-R4_MC01-1g01917	1821.93	1741.95	1781.94	4.12652	3.90523	MvSl-1064-A1-R4_MC01-1g01917	1578.14	1513.98	1546.06	3.20784	2.97516	1.152568464
MvSl-1064-A1-R4_MC07g07729	132	121.549	126.7745	1.99841	1.81061	MvSl-1064-A1-R4_MC07g07729	111	109	110	1.89014	1.74036	1.152495453
MvSl-1064-A1-R4_A1g01193	301.826	316.077	308.9515	1.06805	1.10663	MvSl-1064-A1-R4_A1g01193	257.77	278.536	268.153	0.984022	1.02319	1.152146349
MvSl-1064-A1-R4_MC05-1g06137	427.528	513.162	470.345	2.44394	2.90026	MvSl-1064-A1-R4_MC05-1g06137	380.254	436.514	408.384	2.40245	2.63671	1.151722398
MvSl-1064-A1-R4_MC01-1g02606	2966.58	2201	2583.79	20.5351	15.0572	MvSl-1064-A1-R4_MC01-1g02606	2557.62	1929.27	2243.445	17.6663	12.7211	1.151706416
MvSl-1064-A1-R4_MC01-1g02507	1315	2277	1796	106.131	170.281	MvSl-1064-A1-R4_MC01-1g02507	1120	2000	1560	258.383	449.471	1.151282051
MvSl-1064-A1-R4_MC02g04112	1.57931	1	1.289655	0.350563	0.221983	MvSl-1064-A1-R4_MC02g04112	2.24073	0	1.120365	1.69023	0	1.15110244
MvSl-1064-A1-R4_MC01-1g01986	35.1648	35.3518	35.2583	0.617257	0.607703	MvSl-1064-A1-R4_MC01-1g01986	31.1601	30.1133	30.6367	1.9829	1.73769	1.150851752
MvSl-1064-A1-R4_MC10-1g09622	2.26987	0	1.134935	0.182197	0	MvSl-1064-A1-R4_MC10-1g09622	1.97272	0	0.98636	0.127719	0	1.150629471
MvSl-1064-A1-R4_MC12g11040	6.53001	9.12265	7.82633	0.0575253	0.0793731	MvSl-1064-A1-R4_MC12g11040	5.0083	8.59956	6.80393	0.048238	0.0785146	1.150266079
MvSl-1064-A1-R4_A1g01365	4569.27	3473.37	4021.32	35.4072	26.5924	MvSl-1064-A1-R4_A1g01365	3995.08	2997.45	3496.265	31.6966	22.6417	1.150175973
MvSl-1064-A1-R4_MC06g07432	30	39	34.5	0.328193	0.421087	MvSl-1064-A1-R4_MC06g07432	28	32	30	2.5922	2.74009	1.149999996
MvSl-1064-A1-R4_A1g00182	79.592	125.206	102.399	0.397669	0.618639	MvSl-1064-A1-R4_A1g00182	79.1494	99.0499	89.09965	0.395554	0.474878	1.149263772
MvSl-1064-A1-R4_MC01-1g02301	1304	1414	1359	10.7096	11.472	MvSl-1064-A1-R4_MC01-1g02301	1130	1235	1182.5	27.3027	27.6669	1.149260042
MvSl-1064-A1-R4_A1g01175	18.2945	26.7444	22.51945	3.87722	5.56053	MvSl-1064-A1-R4_A1g01175	15.2556	23.9681	19.61185	4.62087	7.30382	1.148257298
MvSl-1064-A1-R4_MC13g11312	4402.11	4409.84	4405.975	3.25792	3.23208	MvSl-1064-A1-R4_MC13g11312	3794.48	3881.13	3837.805	2.52746	2.50825	1.148045562
MvSl-1064-A1-R4_MC15g12146	14.0634	9.02788	11.54564	0.323678	0.202096	MvSl-1064-A1-R4_MC15g12146	10.9557	9.17343	10.064565	0.227904	0.177806	1.147157367
MvSl-1064-A1-R4_MC02g04226	514.118	461.511	487.8145	1.75903	1.56236	MvSl-1064-A1-R4_MC02g04226	443.341	407.549	425.445	1.34916	1.19587	1.146598267
MvSl-1064-A1-R4_MC01-1g02504	3298	2750	3024	82.2631	66.6395	MvSl-1064-A1-R4_MC01-1g02504	2864	2412	2638	149.452	114.286	1.146322972
MvSl-1064-A1-R4_MC01-2g03095	161	201	181	2.35033	2.88866	MvSl-1064-A1-R4_MC01-2g03095	142	174	158	5.61351	6.32532	1.14556962
MvSl-1064-A1-R4_MC01-1g02758	48	31	39.5	1.11613	0.701248	MvSl-1064-A1-R4_MC01-1g02758	40	29	34.5	0.838922	0.566618	1.144927533
MvSl-1064-A1-R4_A1g01277	18.1194	20.352	19.2357	0.0856234	0.0951164	MvSl-1064-A1-R4_A1g01277	17.2909	16.3117	16.8013	0.0697167	0.0632526	1.144893543
MvSl-1064-A1-R4_MC15g12094	3981.58	4188.88	4085.23	26.6998	27.7629	MvSl-1064-A1-R4_MC15g12094	3597	3540	3568.5	61.6834	56.9176	1.144803139
MvSl-1064-A1-R4_MC05-3g06785	7216.4	7528.78	7372.59	82.28	84.7091	MvSl-1064-A1-R4_MC05-3g06785	6326.7	6559.32	6443.01	114.219	110.906	1.144277287
MvSl-1064-A1-R4_MC07g07821	8166.38	7295.15	7730.765	17.4478	15.4285	MvSl-1064-A1-R4_MC07g07821	7082.39	6442.64	6762.515	15.8718	13.9508	1.14317898
MvSl-1064-A1-R4_MC02g04170	11	13	12	1.37511	1.52658	MvSl-1064-A1-R4_MC02g04170	9	12	10.5	1.51284	1.91402	1.142857132
MvSl-1064-A1-R4_MC01-1g02586	6	2	4	1.19411	0.382373	MvSl-1064-A1-R4_MC01-1g02586	5	2	3.5	3.2633	1.05417	1.14285711
MvSl-1064-A1-R4_MC10-1g09821	5	3	4	0.0334488	0.0198357	MvSl-1064-A1-R4_MC10-1g09821	5	2	3.5	0.0382165	0.0145649	1.14285711
MvSl-1064-A1-R4_A1g00929	1.57623	8.36722	4.971725	0.0296712	0.154108	MvSl-1064-A1-R4_A1g00929	4.07163	4.63033	4.35098	0.0868487	0.0918935	1.142667832
MvSl-1064-A1-R4_MC13g11319	7.00502	1	4.00251	0.179169	0.0248297	MvSl-1064-A1-R4_MC13g11319	6.00871	1	3.504355	0.251089	0.0383125	1.142153088
MvSl-1064-A1-R4_MC09-1g08914	445.05	395.205	420.1275	1.78294	1.56623	MvSl-1064-A1-R4_MC09-1g08914	398.88	337.147	368.0135	1.50271	1.22239	1.141608935
MvSl-1064-A1-R4_MC03g04800	2014	1747	1880.5	4.51147	3.87359	MvSl-1064-A1-R4_MC03g04800	1761	1535	1648	4.6608	3.92137	1.141080097
MvSl-1064-A1-R4_MC01-2g02973	2367.54	1806.07	2086.805	6.60454	4.9861	MvSl-1064-A1-R4_MC01-2g02973	2059.43	1600.44	1829.935	6.67415	4.99855	1.140371106
MvSl-1064-A1-R4_MC03g05260	630.407	570.546	600.4765	9.57774	8.52788	MvSl-1064-A1-R4_MC03g05260	558.521	494.877	526.699	15.6289	12.8061	1.140075261
MvSl-1064-A1-R4_MC01-1g01793	8.91221	6.57274	7.742475	3.25409	2.4328	MvSl-1064-A1-R4_MC01-1g01793	8.67026	4.91272	6.79149	2.62619	1.49706	1.140025957
MvSl-1064-A1-R4_MC08g08344	27994	25535	26764.5	115.807	104.494	MvSl-1064-A1-R4_MC08g08344	24964	21992	23478	684.375	557.751	1.139982111
MvSl-1064-A1-R4_A1g01000	251.657	244.3	247.9785	4.82257	4.5758	MvSl-1064-A1-R4_A1g01000	221.885	213.196	217.5405	3.91818	3.52707	1.139918773
MvSl-1064-A1-R4_A1g00907	130.38	101.934	116.157	0.29004	0.224455	MvSl-1064-A1-R4_A1g00907	109.801	94.028	101.9145	0.237041	0.196181	1.139749495
MvSl-1064-A1-R4_MC10-2g10100	295.066	208.545	251.8055	5.90307	4.06851	MvSl-1064-A1-R4_MC10-2g10100	249.942	192.256	221.099	6.92667	4.92418	1.138881225
MvSl-1064-A1-R4_A1g01192	2786.49	3044.73	2915.61	7.2489	7.83921	MvSl-1064-A1-R4_A1g01192	2448	2672.66	2560.33	7.66297	8.06509	1.138763362
MvSl-1064-A1-R4_MC02g03274	69	87	78	0.838108	1.04254	MvSl-1064-A1-R4_MC02g03274	62	75	68.5	1.94024	2.16078	1.13868613
MvSl-1064-A1-R4_MC01-1g02866	37	37	37	8.213	8.21336	MvSl-1064-A1-R4_MC01-1g02866	34	31	32.5	16.9132	13.5167	1.138461535
MvSl-1064-A1-R4_MC03g05181	17.0129	15	16.00645	0.431321	0.369282	MvSl-1064-A1-R4_MC03g05181	13.0934	15.0396	14.0665	0.484309	0.512185	1.137912763
MvSl-1064-A1-R4_A1g00822	64.3078	101.452	82.8799	0.158103	0.246869	MvSl-1064-A1-R4_A1g00822	52.6174	93.0694	72.8434	0.116327	0.19883	1.13778187
MvSl-1064-A1-R4_A1g00973	88.9052	255.748	172.3266	0.3451	0.982095	MvSl-1064-A1-R4_A1g00973	92.7092	210.216	151.4626	0.371844	0.810936	1.137750177
MvSl-1064-A1-R4_A1g00343	325.472	430.836	378.154	3.16727	4.13959	MvSl-1064-A1-R4_A1g00343	281.609	383.206	332.4075	3.14497	4.04196	1.137621744
MvSl-1064-A1-R4_MC03g04320	605	735	670	18.411	21.5543	MvSl-1064-A1-R4_MC03g04320	544	634	589	19.3571	20.7828	1.137521222
MvSl-1064-A1-R4_A1g00414	1945.14	2217.98	2081.56	7.33602	8.27573	MvSl-1064-A1-R4_A1g00414	1723.54	1936.6	1830.07	5.72297	6.19591	1.137420973
MvSl-1064-A1-R4_MC02g03454	1023.18	1143.1	1083.14	2.21261	2.44689	MvSl-1064-A1-R4_MC02g03454	898.828	1006.36	952.594	1.79055	1.93837	1.137042643
MvSl-1064-A1-R4_MC04-1g05272	194.188	189.364	191.776	0.691839	0.6675	MvSl-1064-A1-R4_MC04-1g05272	173.168	164.161	168.6645	0.606585	0.553801	1.137026463
MvSl-1064-A1-R4_MC02g03456	5174.49	4374.69	4774.59	20.7696	17.3705	MvSl-1064-A1-R4_MC02g03456	4593.56	3806.93	4200.245	29.6756	23.5043	1.136740833
MvSl-1064-A1-R4_MC06g07142	731.959	630.374	681.1665	11.2008	9.48865	MvSl-1064-A1-R4_MC06g07142	639.738	558.827	599.2825	11.5495	9.44875	1.136636728
MvSl-1064-A1-R4_MC09-2g09350	1646	1697	1671.5	4.40522	4.49488	MvSl-1064-A1-R4_MC09-2g09350	1430	1513	1471.5	3.99672	4.08007	1.135915732
MvSl-1064-A1-R4_A1g00451	5.7678	6.22665	5.997225	0.721033	0.731191	MvSl-1064-A1-R4_A1g00451	5.04073	5.52045	5.28059	0.752683	0.783458	1.13571114
MvSl-1064-A1-R4_MC11g10655	27	15	21	4.03943	2.11404	MvSl-1064-A1-R4_MC11g10655	23	14	18.5	7.87605	4.70268	1.135135129
MvSl-1064-A1-R4_MC02g03367	371.918	347.019	359.4685	0.521361	0.481646	MvSl-1064-A1-R4_MC02g03367	331.768	301.624	316.696	0.3887	0.342414	1.135058542
MvSl-1064-A1-R4_MC08g08881	4219.87	4634.88	4427.375	5.92641	6.44488	MvSl-1064-A1-R4_MC08g08881	3738.37	4063.3	3900.835	4.52301	4.76305	1.134981357
MvSl-1064-A1-R4_MC13g11725	858.709	978.479	918.594	1.64712	1.85798	MvSl-1064-A1-R4_MC13g11725	685.048	933.691	809.3695	1.15602	1.52463	1.134950106
MvSl-1064-A1-R4_MC04-1g06014	98.3134	81.135	89.7242	0.393482	0.321238	MvSl-1064-A1-R4_MC04-1g06014	99.7525	58.4247	79.0886	0.563543	0.316108	1.134477028
MvSl-1064-A1-R4_MC01-2g03068	1712.72	1567.31	1640.015	5.00473	4.53223	MvSl-1064-A1-R4_MC01-2g03068	1539.42	1352.92	1446.17	3.987	3.38263	1.134040258
MvSl-1064-A1-R4_MC05-1g06126	660.799	779.968	720.3835	2.85059	3.32814	MvSl-1064-A1-R4_MC05-1g06126	600.18	670.483	635.3315	2.40304	2.58202	1.133870271
MvSl-1064-A1-R4_MC02g04195	20	20	20	0.590256	0.570149	MvSl-1064-A1-R4_MC02g04195	17.0601	18.2221	17.6411	1.16557	1.12854	1.133716145
MvSl-1064-A1-R4_MC03g04874	657.338	628.265	642.8015	3.35848	3.17425	MvSl-1064-A1-R4_MC03g04874	576.732	557.718	567.225	3.21859	2.98139	1.133239014
MvSl-1064-A1-R4_MC15g12159	0.774419	0	0.3872095	0.00291412	0	MvSl-1064-A1-R4_MC15g12159	0.683433	0	0.3417165	0.00210773	0	1.133130495
MvSl-1064-A1-R4_A1g00767	245.164	596.889	421.0265	0.54322	1.30912	MvSl-1064-A1-R4_A1g00767	218.782	524.355	371.5685	0.44314	1.02681	1.133106008
MvSl-1064-A1-R4_A1g01364	552.641	394.578	473.6095	1.13916	0.805119	MvSl-1064-A1-R4_A1g01364	493.983	342.258	418.1205	0.854319	0.572707	1.132710546
MvSl-1064-A1-R4_MC03g04988	162	146	154	2.30599	2.04626	MvSl-1064-A1-R4_MC03g04988	141	131	136	8.37242	7.05899	1.13235294
MvSl-1064-A1-R4_MC01-1g02097	884.029	889.04	886.5345	0.991595	0.987448	MvSl-1064-A1-R4_MC01-1g02097	781.768	784.298	783.033	0.930163	0.904163	1.132180253
MvSl-1064-A1-R4_MC05-2g06395	28.6867	10.9167	19.8017	2.525	0.891361	MvSl-1064-A1-R4_MC05-2g06395	24	11	17.5	5.19504	2.33942	1.131525708
MvSl-1064-A1-R4_A1g00323	6.21429	0	3.107145	1.25959	0	MvSl-1064-A1-R4_A1g00323	5.49246	0	2.74623	1.48616	0	1.131421945
MvSl-1064-A1-R4_MC05-2g06486	288.413	292.883	290.648	2.12661	2.13394	MvSl-1064-A1-R4_MC05-2g06486	257.718	256.082	256.9	2.22128	2.0977	1.13136629
MvSl-1064-A1-R4_MC05-3g06497	288.413	292.883	290.648	2.12661	2.13394	MvSl-1064-A1-R4_MC05-3g06497	257.718	256.082	256.9	2.22128	2.0977	1.13136629
MvSl-1064-A1-R4_MC03g04629	145.06	106.236	125.648	2.21574	1.59638	MvSl-1064-A1-R4_MC03g04629	131.766	90.3644	111.0652	2.0046	1.2906	1.131299452
MvSl-1064-A1-R4_MC12g10808	814.583	854.238	834.4105	71.2215	69.3662	MvSl-1064-A1-R4_MC12g10808	715.061	760.255	737.658	131.55	137.901	1.131161731
MvSl-1064-A1-R4_MC05-3g06538	474.044	446.215	460.1295	0.939649	0.875571	MvSl-1064-A1-R4_MC05-3g06538	400.263	413.352	406.8075	0.739597	0.738764	1.131074279
MvSl-1064-A1-R4_MC01-2g02995	14	12	13	0.537034	0.438063	MvSl-1064-A1-R4_MC01-2g02995	14	9	11.5	1.41903	0.842214	1.130434773
MvSl-1064-A1-R4_MC14g11835	10	16	13	0.0456816	0.0722911	MvSl-1064-A1-R4_MC14g11835	9	14	11.5	0.0674424	0.099996	1.130434773
MvSl-1064-A1-R4_MC01-1g02262	86.8787	71.695	79.28685	0.621966	0.507212	MvSl-1064-A1-R4_MC01-1g02262	83.4613	56.8558	70.15855	0.711343	0.460661	1.130109586
MvSl-1064-A1-R4_MC11g10192	1974.74	1606.17	1790.455	4.5477	3.66122	MvSl-1064-A1-R4_MC11g10192	1739.99	1428.85	1584.42	4.18538	3.31954	1.130038121
MvSl-1064-A1-R4_A1g01216	2.35243	0	1.176215	0.258491	0	MvSl-1064-A1-R4_A1g01216	2.08265	0	1.041325	0.185617	0	1.12953678
MvSl-1064-A1-R4_MC13g11408	220	216	218	0.877574	0.852359	MvSl-1064-A1-R4_MC13g11408	196	190	193	1.0781	1.00129	1.129533678
MvSl-1064-A1-R4_MC01-1g02621	670.431	868.99	769.7105	4.89596	6.27082	MvSl-1064-A1-R4_MC01-1g02621	596	767	681.5	5.21527	6.37653	1.129435803
MvSl-1064-A1-R4_A1g01156	1152.79	1045.45	1099.12	2.43563	2.18648	MvSl-1064-A1-R4_A1g01156	1026.39	920.501	973.4455	1.81754	1.57695	1.129102759
MvSl-1064-A1-R4_A1g00235	2812.93	3888.98	3350.955	7.15748	9.79391	MvSl-1064-A1-R4_A1g00235	2498.99	3437.74	2968.365	6.2809	8.34278	1.128889136
MvSl-1064-A1-R4_MC06g06990	97.4383	71.0358	84.23705	4.12386	2.84586	MvSl-1064-A1-R4_MC06g06990	91.9819	57.3006	74.64125	7.55382	4.31766	1.128558939
MvSl-1064-A1-R4_MC01-1g02909	55.7802	59.1955	57.48785	0.0632199	0.0664332	MvSl-1064-A1-R4_MC01-1g02909	57.8093	44.0781	50.9437	0.0640982	0.047364	1.128458473
MvSl-1064-A1-R4_A1g00363	2617.72	4620.06	3618.89	33.1932	57.7741	MvSl-1064-A1-R4_A1g00363	2266.87	4147.21	3207.04	34.7133	59.607	1.1284206
MvSl-1064-A1-R4_MC13g11310	81.4099	64.3963	72.9031	0.520481	0.406956	MvSl-1064-A1-R4_MC13g11310	64.8637	64.3575	64.6106	0.59008	0.55575	1.128345811
MvSl-1064-A1-R4_MC10-2g09868	47.4626	51.7634	49.613	0.136638	0.147473	MvSl-1064-A1-R4_MC10-2g09868	43.6114	44.3374	43.9744	0.117182	0.114977	1.128224601
MvSl-1064-A1-R4_MC13g11307	691.098	567	629.049	4.37497	3.54803	MvSl-1064-A1-R4_MC13g11307	622.27	493	557.635	4.66305	3.52129	1.128065849
MvSl-1064-A1-R4_MC09-2g09570	2.23667	7.60731	4.92199	0.0344155	0.115124	MvSl-1064-A1-R4_MC09-2g09570	2.17942	6.55057	4.364995	0.0327456	0.0923834	1.127604931
MvSl-1064-A1-R4_MC03g04539	34.6731	25.1795	29.9263	0.0777737	0.0559048	MvSl-1064-A1-R4_MC03g04539	29.0497	24.0313	26.5405	0.0540691	0.0432619	1.127571066
MvSl-1064-A1-R4_MC10-2g10055	24.1159	38.002	31.05895	0.73388	1.11443	MvSl-1064-A1-R4_MC10-2g10055	17.7072	37.4013	27.55425	0.56038	1.08954	1.127192716
MvSl-1064-A1-R4_MC02g04254	7130.2	5727.53	6428.865	78.516	62.246	MvSl-1064-A1-R4_MC02g04254	6267.11	5145.26	5706.185	79.9557	61.7908	1.12664854
MvSl-1064-A1-R4_MC18g12247	7130.2	5727.53	6428.865	78.516	62.246	MvSl-1064-A1-R4_MC18g12247	6267.11	5145.26	5706.185	79.9557	61.7908	1.12664854
MvSl-1064-A1-R4_MC03g05140	1787.56	1751.63	1769.595	2.74643	2.6645	MvSl-1064-A1-R4_MC03g05140	1548.16	1595	1571.58	2.36873	2.36242	1.125997404
MvSl-1064-A1-R4_A1g01268	2305.94	2009.04	2157.49	18.9383	16.2996	MvSl-1064-A1-R4_A1g01268	2066.95	1765.66	1916.305	14.5396	11.8525	1.125859401
MvSl-1064-A1-R4_MC07g08183	359	742	550.5	11.8414	23.4876	MvSl-1064-A1-R4_MC07g08183	319	659	489	18.0434	33.7781	1.125766871
MvSl-1064-A1-R4_A1g00106	32.3343	37.4616	34.89795	0.213072	0.243995	MvSl-1064-A1-R4_A1g00106	26.3788	35.6234	31.0011	0.175348	0.226201	1.125700375
MvSl-1064-A1-R4_MC11g10519	143.463	169	156.2315	4.39311	4.98547	MvSl-1064-A1-R4_MC11g10519	130.578	147	138.789	13.2353	13.7562	1.125676386
MvSl-1064-A1-R4_MC07g08185	806	1112	959	8.26636	11.2585	MvSl-1064-A1-R4_MC07g08185	715	989	852	8.43221	10.9983	1.125586854
MvSl-1064-A1-R4_MC01-1g02760	398.19	416.225	407.2075	2.42356	2.50436	MvSl-1064-A1-R4_MC01-1g02760	360.008	363.756	361.882	2.12264	2.05273	1.12524939
MvSl-1064-A1-R4_MC03g04547	339	344	341.5	31.2619	29.5352	MvSl-1064-A1-R4_MC03g04547	296	311	303.5	22.1028	21.2158	1.12520593
MvSl-1064-A1-R4_MC06g07344	268	426	347	8.60027	13.1547	MvSl-1064-A1-R4_MC06g07344	258	359	308.5	6.66096	8.58573	1.124797406
MvSl-1064-A1-R4_A1g00563	1214.67	872.244	1043.457	2.85064	2.02614	MvSl-1064-A1-R4_A1g00563	1128.32	727.575	927.9475	2.24967	1.4026	1.124478486
MvSl-1064-A1-R4_A1g01218	2387.16	2367.43	2377.295	35.21	34.3707	MvSl-1064-A1-R4_A1g01218	2106.91	2121.66	2114.285	35.1523	33.1869	1.124396664
MvSl-1064-A1-R4_MC02g03947	0	1.55135	0.775675	0	0.497815	MvSl-1064-A1-R4_MC02g03947	0	1.37992	0.68996	0	0.360548	1.124231677
MvSl-1064-A1-R4_MC05-3g06519	6259	7410	6834.5	42.2086	49.388	MvSl-1064-A1-R4_MC05-3g06519	5606	6553	6079.5	96.1348	105.362	1.124187844
MvSl-1064-A1-R4_A1g00759	709.126	674.833	691.9795	7.23734	6.79919	MvSl-1064-A1-R4_A1g00759	635.915	595.306	615.6105	10.1251	8.88747	1.124054089
