MvSl-1064-A1-R4_A1g00002	1	0	0	MvSl-1064-A2-R4_A2g00002	1	0	0	0	0	0	MvSl-1064-A1-R4_A1g00002	MvSl-1064-A1-R4_A1	aMAT	1057	1350	4.6005919949401	0.229671835438926	0.361837780281266	0.92532192151497	4.61401911253811	4.79982660866419	4.35833390247357	4.59460392656458
MvSl-1064-A1-R4_A1g00003	4	125.5	502	MvSl-1064-A2-R4_A2g01827	4	269.25	1077	0	-143.75	-575	MvSl-1064-A1-R4_A1g00003	MvSl-1064-A1-R4_A1	aMAT	3408913	3409518	5.49839536304942	0.360311502633721	0.109454061104876	0.5911072447161	5.81738142468712	5.49806975700249	5.19231288175641	5.41339249845942
MvSl-1064-A1-R4_A1g00004	4	75.25	301	MvSl-1064-A2-R4_A2g00004	4	75	300	0	0.25	1	MvSl-1064-A1-R4_A1g00004	MvSl-1064-A1-R4_A1	aMAT	2563	6967	6.37769738963803	0.0938594964180604	0.616148230020244	0.993528898269249	6.45492714180478	6.391868287991	6.28874616389978	6.37013514155441
MvSl-1064-A1-R4_A1g00005	1	0	0	MvSl-1064-A2-R4_A2g00005	1	0	0	0	0	0	MvSl-1064-A1-R4_A1g00005	MvSl-1064-A1-R4_A1	aMAT	7783	9967	5.96381297381327	0.0611322118738889	0.762322653878086	0.9999499217523	5.91327437559048	6.07037288520488	6.01880900438718	5.84146479111309
MvSl-1064-A1-R4_A1g00006	3	308.333	925	MvSl-1064-A2-R4_A2g00006	3	308.333	925	0	0	0	MvSl-1064-A1-R4_A1g00006	MvSl-1064-A1-R4_A1	aMAT	10297	11118	7.44962257501326	-0.00143316706248552	0.994372057608282	0.9999499217523	7.39212515069487	7.50354391712557	7.54881301484079	7.34460106273284
MvSl-1064-A1-R4_A1g00007	5	103.2	516	MvSl-1064-A2-R4_A2g00007	5	103.2	516	0	0	0	MvSl-1064-A1-R4_A1g00007	MvSl-1064-A1-R4_A1	aMAT	11416	12757	7.7544757679196	-0.209759380503603	0.316214849174767	0.898238152767885	7.63477898422444	7.65692724509325	7.94427683115729	7.7609989995065
MvSl-1064-A1-R4_A1g00008	3	85	255	MvSl-1064-A2-R4_A2g00008	3	85	255	0	0	0	MvSl-1064-A1-R4_A1g00008	MvSl-1064-A1-R4_A1	aMAT	13778	17299	7.71654768199305	-0.432955455167697	0.105932763541161	0.58254490237592	7.12633856566004	7.77056008330734	8.16631803991192	7.61502508394904
MvSl-1064-A1-R4_A1g00009	2	121.5	243	MvSl-1064-A2-R4_A2g00009	2	121.5	243	0	0	0	MvSl-1064-A1-R4_A1g00009	MvSl-1064-A1-R4_A1	aMAT	17742	19664	7.53105406879481	-0.705217972738376	0.012200114549436	0.136338273572717	6.89555458092175	7.34240205985983	8.21125483748443	7.3416725584248
MvSl-1064-A1-R4_A1g00010	4	152.75	611	MvSl-1064-A2-R4_A2g00010	4	152.75	611	0	0	0	MvSl-1064-A1-R4_A1g00010	MvSl-1064-A1-R4_A1	aMAT	21256	22638	2.31304636895538	0.785609424034767	0.0328465535124344	0.281932917648396	2.62067391410038	2.66005223069026	2.13949119137059	1.53718838226189
MvSl-1064-A1-R4_A1g00013	6	75.6667	454	MvSl-1064-A2-R4_A2g00013	6	75.6667	454	0	0	0	MvSl-1064-A1-R4_A1g00013	MvSl-1064-A1-R4_A1	aMAT	23065	24689	6.36358408757548	0.331950935790617	0.0772718152399772	0.482892360004799	6.55476685500369	6.4836039581436	6.14336431065302	6.23146557849139
