gid	gname	chr	start	end	logCPM	logFC.A1.A2	PV.A1.A2	FDR.A1.A2	A1_1	A1_2	A2_1	A2_2	average	ward.D
MvSl-1064-A1-R4_A1g00014	MvSl-1064-A1-R4_A1	aMAT	27672	29826	3.94812980395217	-1.65202842305264	4.32104905207529e-07	1.15550378575699e-05	2.44703403533497	3.26255600265401	4.65844019522955	4.43597763343388	2	2
MvSl-1064-A1-R4_A1g00015	MvSl-1064-A1-R4_A1	aMAT	31145	31816	4.69035754045046	-2.42558473319354	3.19069113923295e-15	1.96987703287274e-13	2.56331076173817	3.38800878057794	5.5525872854673	5.33098044578126	2	2
MvSl-1064-A1-R4_A1g00016	MvSl-1064-A1-R4_A1	aMAT	31867	32715	1.78563175698774	-2.67638537991483	1.37014536289458e-09	4.96219180837292e-08	-0.529067711186453	0.418983424744316	2.64853573538072	2.51400906080122	2	2
MvSl-1064-A1-R4_A1g00029	MvSl-1064-A1-R4_A1	aMAT	59218	59891	6.25504839224995	4.98341836347214	7.00111910951488e-87	8.05041183605343e-84	7.37193442773595	7.02142460976191	2.1721010582947	2.32681918497863	1	1
MvSl-1064-A1-R4_A1g00030	MvSl-1064-A1-R4_A1	aMAT	60303	60627	7.89276462984034	2.63239720571285	4.21040856554636e-30	5.78082811857626e-28	8.76575373689457	8.58097916351246	6.11241285281609	5.97548821162177	1	1
MvSl-1064-A1-R4_A1g00073	MvSl-1064-A1-R4_A1	aMAT	160618	163050	5.06355911058108	0.807050341393425	0.00185559679080326	0.0245606257246032	5.24597705599472	5.55585874978469	4.32676746607292	4.83773913738842	1	1
MvSl-1064-A1-R4_A1g00078	MvSl-1064-A1-R4_A1	aMAT	177417	178892	7.12366299858618	-0.997452274883718	9.99382854470102e-05	0.00183866457565409	6.14215723321502	6.85354513841613	7.73587322017649	7.30852937660448	2	2
MvSl-1064-A1-R4_A1g00079	MvSl-1064-A1-R4_A1	aMAT	179366	179827	5.65518219346082	-1.6519941329462	6.48305967083583e-10	2.44416663573847e-08	4.81057873836749	4.37487188311031	5.87678086607343	6.55847437353602	2	2
MvSl-1064-A1-R4_A1g00080	MvSl-1064-A1-R4_A1	aMAT	180716	185718	5.50369688207714	-1.3724928459419	5.91470728578891e-10	2.25765113369179e-08	4.6250226245598	4.70180991682097	5.87550683889933	6.17549552664479	2	2
MvSl-1064-A1-R4_A1g00081	MvSl-1064-A1-R4_A1	aMAT	186136	186867	5.62877031264223	-2.76975565806277	2.5377879834348e-28	3.07172521837062e-26	3.85035827958952	3.46796175668214	6.19644306142682	6.63575164355633	2	2
MvSl-1064-A1-R4_A1g00106	MvSl-1064-A1-R4_A1	aMAT	192447	192848	2.18115530619283	1.29082388083725	0.00270777109510972	0.0335697928624182	3.09848783423273	2.04828865411304	1.48292452875828	1.32425075375868	1	1
MvSl-1064-A1-R4_A1g00112	MvSl-1064-A1-R4_A1	aMAT	240393	243364	7.20779520000049	3.43317792193421	2.71678073509314e-49	8.06182773616833e-47	8.2229592538275	7.91843117491377	4.52179263331819	4.76867542346649	1	1
MvSl-1064-A1-R4_A1g00118	MvSl-1064-A1-R4_A1	aMAT	3137879	3139458	5.06615820019769	1.36173461826214	4.97874961518757e-09	1.68380579816582e-07	5.60326282330725	5.57403888912704	4.27745786139831	4.18347675804306	1	1
MvSl-1064-A1-R4_A1g00154	MvSl-1064-A1-R4_A1	aMAT	2578833	2582754	5.16067047519741	-0.914741427941247	5.88191624947852e-05	0.00113341947743848	4.567704792236	4.69926384532712	5.63621021872438	5.45221980752714	2	2
MvSl-1064-A1-R4_A1g00163	MvSl-1064-A1-R4_A1	aMAT	1711315	1715586	2.64118091858518	-1.86926463784235	9.64706169357142e-08	2.76458942427301e-06	1.46078994107045	1.46441303177967	3.15632782268263	3.42464743611504	2	2
MvSl-1064-A1-R4_A1g00165	MvSl-1064-A1-R4_A1	aMAT	621126	622892	7.2959079368259	-0.80602896193175	4.74986539928596e-05	0.000931642042815172	6.79257004811262	6.88188825094846	7.62159163090344	7.6649950432752	2	2
MvSl-1064-A1-R4_A1g00168	MvSl-1064-A1-R4_A1	aMAT	713060	718328	3.55489209402483	-1.42600343978493	8.37968953958495e-05	0.00155329376528501	3.03545787955969	2.22860504462189	3.75828496998769	4.37780141619478	2	2
MvSl-1064-A1-R4_A1g00193	MvSl-1064-A1-R4_A1	aMAT	1607578	1607793	8.52561856924265	-0.693695323781875	0.00384379846042157	0.0453321820992538	8.07507900071864	8.19769525396426	8.88420714812029	8.77617302959186	2	2
MvSl-1064-A1-R4_A1g00230	MvSl-1064-A1-R4_A1	aMAT	919803	924298	5.18910469803684	1.39753085657716	5.19894572461783e-09	1.75183522786664e-07	5.79265428577184	5.64719596505147	4.13566088655883	4.49873869864399	1	1
MvSl-1064-A1-R4_A1g00241	MvSl-1064-A1-R4_A1	aMAT	1112670	1116562	7.16024312866457	0.564808675695384	0.00411204027758264	0.0477609324665186	7.31252810081252	7.51032175353585	6.84791126099275	6.8528336300253	1	1
MvSl-1064-A1-R4_A1g00242	MvSl-1064-A1-R4_A1	aMAT	1116801	1118832	5.95373252820043	0.662950189171831	0.00106165875743426	0.0153798408025791	6.21773967922395	6.27461978195292	5.47563750001595	5.68593612526806	1	1
MvSl-1064-A1-R4_A1g00246	MvSl-1064-A1-R4_A1	aMAT	578151	581054	6.76307630230449	1.48478485088871	2.13129720350488e-15	1.35887279967429e-13	7.33478636639134	7.30753287031011	5.79692991138394	5.87786309236495	1	1
MvSl-1064-A1-R4_A1g00252	MvSl-1064-A1-R4_A1	aMAT	2500697	2501425	1.41889836170498	-3.15265000385539	4.59171956354145e-12	2.18856105000092e-10	-0.73344689117854	-0.624452714757582	2.35873633417569	2.18134953424255	2	2
MvSl-1064-A1-R4_A1g00254	MvSl-1064-A1-R4_A1	aMAT	651956	657345	4.76706200362776	-1.93506487388435	2.72961214624916e-12	1.32855566843101e-10	3.73607900188796	3.23469525727095	5.25629399295361	5.5915108480053	2	2
