gid	gname	chr	start	end	logCPM	logFC.A1.A2	PV.A1.A2	FDR.A1.A2
MvSl-1064-A1-R4_A1g00015	MvSl-1064-A1-R4_A1	aMAT	31145	31816	4.69035754045046	-2.42558473319354	3.19069113923295e-15	1.96987703287274e-13
MvSl-1064-A1-R4_A1g00016	MvSl-1064-A1-R4_A1	aMAT	31867	32715	1.78563175698774	-2.67638537991483	1.37014536289458e-09	4.96219180837292e-08
MvSl-1064-A1-R4_A1g00029	MvSl-1064-A1-R4_A1	aMAT	59218	59891	6.25504839224995	4.98341836347214	7.00111910951488e-87	8.05041183605343e-84
MvSl-1064-A1-R4_A1g00030	MvSl-1064-A1-R4_A1	aMAT	60303	60627	7.89276462984034	2.63239720571285	4.21040856554636e-30	5.78082811857626e-28
MvSl-1064-A1-R4_A1g00081	MvSl-1064-A1-R4_A1	aMAT	186136	186867	5.62877031264223	-2.76975565806277	2.5377879834348e-28	3.07172521837062e-26
MvSl-1064-A1-R4_A1g00112	MvSl-1064-A1-R4_A1	aMAT	240393	243364	7.20779520000049	3.43317792193421	2.71678073509314e-49	8.06182773616833e-47
MvSl-1064-A1-R4_A1g01138	MvSl-1064-A1-R4_A1	aMAT	407531	411380	5.35121137564544	2.35969538007758	1.57741786882105e-21	1.40880261895969e-19
MvSl-1064-A1-R4_A1g00591	MvSl-1064-A1-R4_A1	aMAT	527848	528105	3.83891854575203	-4.2779097865163	1.21873454266984e-24	1.23199330307911e-22
MvSl-1064-A1-R4_A1g00492	MvSl-1064-A1-R4_A1	aMAT	739770	740360	5.1071790449992	2.26082666290528	1.94946202354305e-12	9.58989366554679e-11
MvSl-1064-A1-R4_A1g01038	MvSl-1064-A1-R4_A1	aMAT	912091	913460	8.09245682979886	2.44518104188228	1.56074665501197e-14	8.97598011933379e-13
MvSl-1064-A1-R4_A1g00752	MvSl-1064-A1-R4_A1	aMAT	998707	1000561	3.52927443846891	-5.76002826795306	1.2686003141975e-42	3.1540146730548e-40
MvSl-1064-A1-R4_A1g00269	MvSl-1064-A1-R4_A1	aMAT	1131484	1132443	6.30168531021894	-4.22220771234348	5.03502426327475e-61	2.57317712210358e-58
MvSl-1064-A1-R4_A1g00763	MvSl-1064-A1-R4_A1	aMAT	1134595	1135956	0.575634741604968	-4.03467395954493	2.37797097776508e-10	9.51085001063522e-09
MvSl-1064-A1-R4_A1g01418	MvSl-1064-A1-R4_A1	aMAT	1144687	1148015	3.63913746816417	3.34622574175442	6.41542389912044e-19	5.17679688140429e-17
MvSl-1064-A1-R4_A1g00326	MvSl-1064-A1-R4_A1	aMAT	1176446	1176679	3.71881836714053	12.0481446444246	3.48529665079249e-61	1.88595552297883e-58
MvSl-1064-A1-R4_A1g01404	MvSl-1064-A1-R4_A1	aMAT	1176877	1180058	2.60034774892761	-5.5216016893397	3.37092567973441e-31	4.84517895748075e-29
MvSl-1064-A1-R4_A1g01136	MvSl-1064-A1-R4_A1	aMAT	1186986	1189109	3.71107095855134	-3.95458265828417	2.87931101125077e-25	3.00986159005634e-23
MvSl-1064-A1-R4_A1g01162	MvSl-1064-A1-R4_A1	aMAT	1257109	1257735	2.32288207000247	5.63471990576755	2.11378849525233e-25	2.2876165138619e-23
MvSl-1064-A1-R4_A1g01163	MvSl-1064-A1-R4_A1	aMAT	1274366	1278155	3.95890608815952	3.61199074022037	1.51582714874766e-29	2.02088317990286e-27
MvSl-1064-A1-R4_A1g00522	MvSl-1064-A1-R4_A1	aMAT	1389234	1391759	1.33352370792494	-4.66047623957925	1.31502448923478e-16	9.37744982672154e-15
MvSl-1064-A1-R4_A1g01007	MvSl-1064-A1-R4_A1	aMAT	1393224	1396199	5.50887244392217	3.09484825821881	2.12600527286557e-32	3.2060856565722e-30
MvSl-1064-A1-R4_A1g00668	MvSl-1064-A1-R4_A1	aMAT	1399296	1400598	6.08084374691569	-5.71649832464309	5.64158576424363e-94	8.64949124087953e-91
MvSl-1064-A1-R4_A1g00312	MvSl-1064-A1-R4_A1	aMAT	1400757	1402594	8.45225550736325	-3.60742548338148	1.70345258813236e-35	2.74913339618062e-33
MvSl-1064-A1-R4_A1g01021	MvSl-1064-A1-R4_A1	aMAT	1488010	1490661	0.432626745556063	4.38116078737219	9.3412781250087e-11	3.88825418425136e-09
MvSl-1064-A1-R4_A1g00642	MvSl-1064-A1-R4_A1	aMAT	1593613	1594973	6.16487206765786	5.09747110458281	3.98291109337834e-96	7.32775982959748e-93
MvSl-1064-A1-R4_A1g00349	MvSl-1064-A1-R4_A1	aMAT	1637608	1638887	10.8544651176194	2.44280683358996	1.74685662655428e-10	7.17380986949681e-09
MvSl-1064-A1-R4_A1g01358	MvSl-1064-A1-R4_A1	aMAT	1769429	1769832	2.79246691238735	2.13988563798297	5.6166985740473e-10	2.16184143023687e-08
MvSl-1064-A1-R4_A1g00628	MvSl-1064-A1-R4_A1	aMAT	1834558	1837865	6.52886737835957	-3.02388363734978	1.51036086936575e-37	2.72427639946972e-35
MvSl-1064-A1-R4_A1g00997	MvSl-1064-A1-R4_A1	aMAT	1907815	1909744	5.89286163034556	-3.51479831567691	1.32480167084907e-53	4.87474022805624e-51
MvSl-1064-A1-R4_A1g00959	MvSl-1064-A1-R4_A1	aMAT	1984288	1990725	4.67393836437919	2.3725236538129	9.33971975218529e-19	7.40655879313383e-17
MvSl-1064-A1-R4_A1g00252	MvSl-1064-A1-R4_A1	aMAT	2500697	2501425	1.41889836170498	-3.15265000385539	4.59171956354145e-12	2.18856105000092e-10
MvSl-1064-A1-R4_A1g01220	MvSl-1064-A1-R4_A1	aMAT	2550475	2550711	7.42647195435563	3.39155747255066	1.99995158521622e-53	7.07598255092462e-51
MvSl-1064-A1-R4_A1g01261	MvSl-1064-A1-R4_A1	aMAT	2575916	2576612	9.05736957610935	-2.19485663584818	2.47555643984618e-12	1.21131083458218e-10
MvSl-1064-A1-R4_A1g00283	MvSl-1064-A1-R4_A1	aMAT	2618847	2620704	4.23912519029796	4.44439058381939	2.61168780366643e-38	4.80498322118549e-36
MvSl-1064-A1-R4_A1g00909	MvSl-1064-A1-R4_A1	aMAT	2689352	2692677	5.39378345774115	-7.29254384221677	8.32813029995854e-78	6.38420588577655e-75
MvSl-1064-A1-R4_A1g01302	MvSl-1064-A1-R4_A1	aMAT	2705499	2709175	6.1069340449656	6.30262030374135	4.76365103121615e-104	1.46069419453858e-100
MvSl-1064-A1-R4_A1g00977	MvSl-1064-A1-R4_A1	aMAT	3018297	3020055	5.54735483981862	-3.07009814035816	8.32571364765685e-41	1.7019608854399e-38
MvSl-1064-A1-R4_A1g00448	MvSl-1064-A1-R4_A1	aMAT	3104710	3107087	6.73135423104391	-2.20661756619616	1.11975464335407e-25	1.25617353222123e-23
MvSl-1064-A1-R4_A1g01459	MvSl-1064-A1-R4_A1	aMAT	3256296	3256583	0.562818698462658	5.47838643210342	1.56120971746212e-14	8.97598011933379e-13
MvSl-1064-A1-R4_A1g01483	MvSl-1064-A1-R4_A1	aMAT	3312834	3313202	1.51201010137088	5.56280467291503	3.80619653809902e-20	3.24196314388638e-18
MvSl-1064-A1-R4_A1g01493	MvSl-1064-A1-R4_A1	aMAT	3342886	3345193	0.105202172268037	-2.93587729119363	1.71783399248403e-06	4.18051716848164e-05
MvSl-1064-A1-R4_A1g01503	MvSl-1064-A1-R4_A1	aMAT	3375330	3376702	4.86694992283657	2.08260098007207	2.09422052419632e-15	1.34718423790783e-13
MvSl-1064-A1-R4_MC06g07032	MvSl-1064-A1-R4_MC01-1	Chr01	7911	8840	2.95648013651011	2.94588926726315	4.42191845021453e-12	2.11860561580851e-10
MvSl-1064-A1-R4_MC09-2g09579	MvSl-1064-A1-R4_MC01-1	Chr01	12079	13767	2.56916726387875	-10.9183116997443	2.31282111721003e-39	4.34196764432961e-37
MvSl-1064-A1-R4_MC01-1g01783	MvSl-1064-A1-R4_MC01-1	Chr01	117575	119790	1.62866652557302	3.17392962881111	5.38969987348449e-11	2.30603949470623e-09
MvSl-1064-A1-R4_MC01-1g01786	MvSl-1064-A1-R4_MC01-1	Chr01	118140	118733	3.3350705312147	-2.11878561720818	9.17937250461796e-08	2.64705478589281e-06
MvSl-1064-A1-R4_MC01-1g01970	MvSl-1064-A1-R4_MC01-1	Chr01	349846	350081	8.33272464304631	3.4229260431112	4.29364154498101e-37	7.59561703313082e-35
MvSl-1064-A1-R4_MC01-1g01978	MvSl-1064-A1-R4_MC01-1	Chr01	359152	362478	5.88931362895142	2.0991830304856	8.6502963615617e-16	5.85103501691221e-14
MvSl-1064-A1-R4_MC01-1g01981	MvSl-1064-A1-R4_MC01-1	Chr01	363282	365528	0.723070074703589	8.93914545615591	1.17020758213414e-16	8.40995277191557e-15
MvSl-1064-A1-R4_MC01-1g01994	MvSl-1064-A1-R4_MC01-1	Chr01	377802	379627	6.67426791560877	3.01996424624339	3.97094977573876e-41	8.49506209000484e-39
MvSl-1064-A1-R4_MC01-1g02004	MvSl-1064-A1-R4_MC01-1	Chr01	391660	393883	2.15754286194646	4.16295824303779	8.94022935955908e-19	7.15140607639861e-17
MvSl-1064-A1-R4_MC01-1g02066	MvSl-1064-A1-R4_MC01-1	Chr01	472799	475040	4.36489729039187	4.87047890187981	1.45706916839201e-42	3.52725770527319e-40
MvSl-1064-A1-R4_MC01-1g02207	MvSl-1064-A1-R4_MC01-1	Chr01	740299	743446	0.712330319049479	8.9270394632061	1.19090415345568e-08	3.83046409358002e-07
MvSl-1064-A1-R4_MC01-1g02347	MvSl-1064-A1-R4_MC01-1	Chr01	1058433	1060810	3.15380487224454	-3.649192796556	1.24888275664102e-20	1.07447814500667e-18
MvSl-1064-A1-R4_MC01-1g02588	MvSl-1064-A1-R4_MC01-1	Chr01	1659028	1660378	6.54107568864593	5.1841359842831	1.4536278555601e-50	4.77568665832049e-48
MvSl-1064-A1-R4_MC01-1g02708	MvSl-1064-A1-R4_MC01-1	Chr01	1923678	1924976	2.48475420181575	-6.82429737097374	9.69924808061138e-31	1.35186944081127e-28
MvSl-1064-A1-R4_MC01-1g02774	MvSl-1064-A1-R4_MC01-1	Chr01	2110139	2112190	2.59635442256013	2.11080785900106	1.14958407049085e-08	3.73675754927398e-07
MvSl-1064-A1-R4_MC01-1g02778	MvSl-1064-A1-R4_MC01-1	Chr01	2123642	2125237	0.365912203168675	-2.82903485219107	3.68931427113633e-07	1.00408289882199e-05
MvSl-1064-A1-R4_MC01-1g02787	MvSl-1064-A1-R4_MC01-1	Chr01	2147039	2147964	2.57407186444022	2.28097125475616	5.06398642148608e-10	1.95729458366599e-08
MvSl-1064-A1-R4_MC01-1g02789	MvSl-1064-A1-R4_MC01-1	Chr01	2151238	2154733	2.08510870835497	-5.27938603450491	1.15456843986954e-25	1.27962350341686e-23
MvSl-1064-A1-R4_MC01-1g02828	MvSl-1064-A1-R4_MC01-1	Chr01	2238339	2238604	0.223808257634905	-3.8621667599923	2.42496954889485e-10	9.65683761051243e-09
MvSl-1064-A1-R4_MC01-1g02832	MvSl-1064-A1-R4_MC01-1	Chr01	2244685	2246126	8.97129574235616	5.79770125085069	4.14727822819456e-65	2.38442577632261e-62
MvSl-1064-A1-R4_MC01-1g02833	MvSl-1064-A1-R4_MC01-1	Chr01	2246478	2250300	7.00943637713734	9.42149937079018	1.97616982401937e-178	1.81787862111542e-174
MvSl-1064-A1-R4_MC01-1g02857	MvSl-1064-A1-R4_MC01-1	Chr01	2302800	2305965	0.806399180911223	-5.48335802458816	2.28404176839349e-17	1.70820327052453e-15
MvSl-1064-A1-R4_MC01-1g02869	MvSl-1064-A1-R4_MC01-1	Chr01	2340468	2340984	1.65278098783213	3.52026449227236	4.69930045895327e-14	2.65207760257123e-12
MvSl-1064-A1-R4_MC01-1g02870	MvSl-1064-A1-R4_MC01-1	Chr01	2341587	2342353	2.85397163770941	2.90374666777492	1.08493146226986e-14	6.39761828296182e-13
MvSl-1064-A1-R4_MC01-1g02871	MvSl-1064-A1-R4_MC01-1	Chr01	2347993	2348767	2.19056079635567	2.4018216202106	5.85856977462739e-08	1.74410949374749e-06
MvSl-1064-A1-R4_MC01-1g02885	MvSl-1064-A1-R4_MC01-1	Chr01	2407407	2407795	1.03874401103623	4.05519700510562	1.8102692094201e-13	9.85364879139376e-12
MvSl-1064-A1-R4_MC01-1g02898	MvSl-1064-A1-R4_MC01-1	Chr01	2439610	2444437	2.91678734999133	-5.13241703598469	1.39890674133304e-28	1.71580574846969e-26
MvSl-1064-A1-R4_MC01-2g02954	MvSl-1064-A1-R4_MC01-2	Chr01	2536087	2536269	2.30709355928202	-2.05256496222043	5.98944985344502e-07	1.54766711241126e-05
