gid	gname	chr	start	end	logCPM	logFC.water.rich	logFC.water.diploid	logFC.rich.diploid	PV.water.rich	PV.water.diploid	PV.rich.diploid	FDR.water.rich	FDR.water.diploid	FDR.rich.diploid	water1	water2	rich1	rich2	di1	di2	average	ward.D
MvSl-1064-A2-R4_A2g00138	MvSl-1064-A1-R4_A2	MAT	319144	319700	4.9269628297687	2.0216591213072	2.45424847804277	0.432589356735572	0.0115117471846349	0.00596944003290995	0.660604962710235	0.0288911324973605	0.0154310024850722	0.807133926004664	6.2925565079114	5.49305542726264	4.21929664976079	4.57117390382962	3.75970206774396	4.44961854339828	1	1
MvSl-1064-A2-R4_A2g00149	MvSl-1064-A1-R4_A2	MAT	337797	338222	11.3213458422934	1.78884204666775	1.12386064960305	-0.664981397064693	2.02885298786315e-12	7.10984777602273e-06	0.00802259860902566	2.68953075570576e-11	3.25291265504757e-05	0.0326589250461911	12.3015923318529	11.8796004445903	10.2780452141895	10.3670551300206	10.9397054886894	11.0285922705117	1	1
MvSl-1064-A2-R4_A2g00152	MvSl-1064-A1-R4_A2	MAT	341812	342213	8.86702741964918	-2.47572741234385	-1.99005062297384	0.485676789370002	2.10555341330283e-10	4.59343773228937e-07	0.148491054572162	2.05390776354257e-09	2.52639075275915e-06	0.310809211391935	6.93972379509448	7.21059856188909	9.29189798510816	9.65597438819101	8.76148798967149	9.21338061469574	2	2
MvSl-1064-A2-R4_A2g00155	MvSl-1064-A1-R4_A2	MAT	349696	351551	14.7213771518139	-3.10072489851168	-1.12772088892259	1.97300400958909	9.31924263708261e-19	0.000595965919277716	3.83997128055777e-09	2.00752018473821e-17	0.0019019406189295	4.61689570243807e-08	12.6363740745374	12.855691234861	15.9623670811673	15.726978327003	13.9697358221222	13.7780394775486	2	2
MvSl-1064-A2-R4_A2g00156	MvSl-1064-A1-R4_A2	MAT	352283	352621	9.27197939055131	-1.54106854183459	0.505243230960422	2.04631177279501	0.00249193047973691	0.327179352197263	7.59349615332903e-05	0.00749027940711617	0.448678315877944	0.000623148811312875	7.14750984527376	9.3473788993308	10.1146721931957	10.1954215410587	8.19084246781072	8.09036061788473	2	2
MvSl-1064-A2-R4_A2g00159	MvSl-1064-A1-R4_A2	MAT	358917	359140	8.66507304461589	3.77111263410799	5.12256819796097	1.35145556385298	4.6964378108625e-21	6.96287092210477e-28	0.00927855279125292	1.21402917410796e-19	2.9470623064343e-26	0.0357985954707296	9.98050110544226	10.3377609121277	6.09757355772434	6.83874952311778	5.04877165571176	5.59215562254963	1	1
MvSl-1064-A2-R4_A2g00165	MvSl-1064-A1-R4_A2	MAT	382553	383213	8.74683430671558	1.80226238740956	1.65282177991886	-0.1494406074907	1.99217868902222e-08	4.13883381921011e-07	0.653886645471893	1.46321004082511e-07	2.32584465709959e-06	0.806824333434293	9.73432455332673	9.61615948892542	7.72373663448924	8.06953441767111	8.06480823969498	8.04303019815368	1	1
MvSl-1064-A2-R4_A2g00166	MvSl-1064-A1-R4_A2	MAT	383269	384665	8.85808413258178	2.56793630315429	0.800197232616543	-1.76773907053775	1.10298018609285e-12	0.0169475519178949	8.85054292492688e-07	1.54119123300001e-11	0.0370334729734601	9.73559721741957e-06	9.42406737490654	9.88025688818733	6.96551519945528	7.34725060781612	9.02784844258469	8.72138927221786	1	1
MvSl-1064-A2-R4_A2g00167	MvSl-1064-A1-R4_A2	MAT	385448	386018	7.42275618323978	-2.33611029620525	-0.755215961726308	1.58089433447894	1.87810189423001e-07	0.131435442984014	6.97008386457215e-05	1.18412034063039e-06	0.218495575635804	0.000590743173439967	6.2925565079114	5.83704955838672	7.93440135630771	8.53692828510558	6.92003699327468	6.5942477650845	2	2
MvSl-1064-A2-R4_A2g00175	MvSl-1064-A1-R4_A2	MAT	403800	403973	6.53514454451484	-3.4305063202391	-1.24209217523698	2.18841414500212	1.73793344291816e-07	0.116017050906657	4.70750393500682e-05	1.10927356788727e-06	0.194742906879031	0.000412505005830259	4.41513525817813	4.7466851328021	7.74624240707773	7.20669962098159	5.96423727374493	4.93768418498214	2	2
MvSl-1064-A2-R4_A2g00177	MvSl-1064-A1-R4_A2	MAT	405893	406045	8.82047388009821	-1.0285032525992	-0.738061180319589	0.290442072279611	0.00859428856458899	0.0624289213923184	0.436844978960711	0.0227858830148334	0.114860328682664	0.610402308439696	8.10278192037794	8.22740307945139	9.3880616625361	8.92570912961615	8.30674545628857	9.29645539104775	2	2
MvSl-1064-A2-R4_A2g00188	MvSl-1064-A1-R4_A2	MAT	421930	422088	6.85455298087092	-1.68767006572315	-1.21621321898009	0.471456846743062	0.000494226579391832	0.0179857366699685	0.243878683460701	0.00177325485300736	0.0386985138712745	0.421349474685689	5.33458399057208	6.11460935776829	7.3938742537172	7.23592661383925	6.73378975641784	6.99330168727163	2	2
MvSl-1064-A2-R4_A2g00189	MvSl-1064-A1-R4_A2	MAT	422636	426797	12.8447649334863	-1.26487185859325	-0.431700814997633	0.833171043595619	8.80808456201121e-05	0.176133517718666	0.00900143412763196	0.000370225993378845	0.275942511092577	0.0352556169998919	11.9296051831579	12.3936435443903	13.6573424676443	13.1930744493147	12.2649964688019	12.8900953993088	2	2
MvSl-1064-A2-R4_A2g00190	MvSl-1064-A1-R4_A2	MAT	427011	427244	8.38263517146067	-1.3165064000511	-0.214961288237862	1.10154511181324	0.00101880244006295	0.605472748693449	0.00446357147450689	0.0034397777200121	0.754287737528947	0.020421827011682	7.76719530991025	7.7056519251537	9.41640564317426	8.47698887264069	8.14174196364501	7.72091062553756	2	2
MvSl-1064-A2-R4_A2g00191	MvSl-1064-A1-R4_A2	MAT	427669	428365	11.0479634408939	1.70998009679794	0.426303882957406	-1.28367621384054	6.76682566591303e-05	0.307238497878857	0.0025011892053858	0.000296478717735342	0.423579475742317	0.0129311481918446	10.6550646996856	12.1689265550514	10.2068069889571	9.51406541523701	10.8160571503045	11.4655087585105	1	1
MvSl-1064-A2-R4_A2g00212	MvSl-1064-A1-R4_A2	MAT	476809	477301	10.0668927096343	1.59610898817313	1.39648927641944	-0.199619711753692	1.6105471570567e-07	4.90683058886155e-06	0.512595496242083	1.04081610024789e-06	2.30621037676493e-05	0.688342523525083	10.8559347543429	10.9195031152465	9.29952708640513	9.30932354912833	9.81123968814727	9.11382063508958	1	1
MvSl-1064-A2-R4_A2g00213	MvSl-1064-A1-R4_A2	MAT	477435	478433	10.4291018090238	1.18570240218314	1.05729363794361	-0.128408764239534	2.11046178374799e-05	0.000161649927251812	0.645290051956672	0.00010010171946768	0.000601244693447387	0.803183388739073	11.1932107736426	10.9551900775719	9.9595928020791	9.83854016286474	10.2825324001883	9.72162853602049	1	1
MvSl-1064-A2-R4_A2g00219	MvSl-1064-A1-R4_A2	MAT	492996	494714	8.35839967011609	-2.16578156291447	-1.58322593920575	0.582555623708716	2.41120174811321e-06	0.000680830243641105	0.154232803935429	1.34042075674681e-05	0.00212041708411115	0.320234376042637	7.43859280241935	5.98249414802178	8.54779905755355	9.28855138167556	8.55196009405941	8.22369254216919	2	2
MvSl-1064-A2-R4_A2g00230	MvSl-1064-A1-R4_A2	MAT	507700	508508	10.4090796440378	2.19368989174488	1.63243087840683	-0.561259013338057	1.34303229410951e-14	6.15047485692671e-09	0.0467379839855035	2.04219910604299e-13	4.54256500147302e-08	0.131323574567964	11.3273849549734	11.4344001655021	9.3880616625361	8.99572966969898	9.95318216002352	9.53751291138476	1	1
MvSl-1064-A2-R4_A2g00233	MvSl-1064-A1-R4_A2	MAT	510742	511356	7.91934339223406	1.90554374871553	-4.4015184101993	-6.30706215891483	0.0161382612721173	4.39647230860312e-20	3.0270502495406e-33	0.0386272272115029	1.19368249757074e-18	2.60830829835415e-31	5.33458399057208	5.28443966949091	3.11375692647303	4.57117390382962	9.24100256506263	9.53751291138476	1	1
MvSl-1064-A2-R4_A2g00234	MvSl-1064-A1-R4_A2	MAT	511659	511943	3.633004962053	4.57458252230878	2.16518509579686	-2.40939742651192	0.00737915497516565	0.138499456150439	0.189307659677056	0.0200790690640034	0.228038913470627	0.362489111307548	3.90646337539499	4.7466851328021	3.11375692647303	3.11375692647303	3.75970206774396	3.11375692647303	1	1
