gid	gname	chr	start	end	logCPM	logFC.water.rich	logFC.water.diploid	logFC.rich.diploid	PV.water.rich	PV.water.diploid	PV.rich.diploid	FDR.water.rich	FDR.water.diploid	FDR.rich.diploid	water1	water2	rich1	rich2	di1	di2	average	ward.D
MvSl-1064-A2-R4_A2g00001	MvSl-1064-A1-R4_A2	MAT	1	405	7.73162489866457	-0.739850543446578	-1.44637206849912	-0.706521525052545	0.115041219490402	0.00201530409903565	0.0975596397428362	0.195645758146506	0.00569350939454333	0.222195302850424	7.27107455058873	6.45091805767337	7.72373663448924	7.49961946976756	8.76148798967149	7.62773738958866	2	2
MvSl-1064-A2-R4_A2g00138	MvSl-1064-A1-R4_A2	MAT	319144	319700	4.9269628297687	2.0216591213072	2.45424847804277	0.432589356735572	0.0115117471846349	0.00596944003290995	0.660604962710235	0.0288911324973605	0.0154310024850722	0.807133926004664	6.2925565079114	5.49305542726264	4.21929664976079	4.57117390382962	3.75970206774396	4.44961854339828	1	1
MvSl-1064-A2-R4_A2g00149	MvSl-1064-A1-R4_A2	MAT	337797	338222	11.3213458422934	1.78884204666775	1.12386064960305	-0.664981397064693	2.02885298786315e-12	7.10984777602273e-06	0.00802259860902566	2.68953075570576e-11	3.25291265504757e-05	0.0326589250461911	12.3015923318529	11.8796004445903	10.2780452141895	10.3670551300206	10.9397054886894	11.0285922705117	1	1
MvSl-1064-A2-R4_A2g00152	MvSl-1064-A1-R4_A2	MAT	341812	342213	8.86702741964918	-2.47572741234385	-1.99005062297384	0.485676789370002	2.10555341330283e-10	4.59343773228937e-07	0.148491054572162	2.05390776354257e-09	2.52639075275915e-06	0.310809211391935	6.93972379509448	7.21059856188909	9.29189798510816	9.65597438819101	8.76148798967149	9.21338061469574	2	2
MvSl-1064-A2-R4_A2g00155	MvSl-1064-A1-R4_A2	MAT	349696	351551	14.7213771518139	-3.10072489851168	-1.12772088892259	1.97300400958909	9.31924263708261e-19	0.000595965919277716	3.83997128055777e-09	2.00752018473821e-17	0.0019019406189295	4.61689570243807e-08	12.6363740745374	12.855691234861	15.9623670811673	15.726978327003	13.9697358221222	13.7780394775486	2	2
MvSl-1064-A2-R4_A2g00159	MvSl-1064-A1-R4_A2	MAT	358917	359140	8.66507304461589	3.77111263410799	5.12256819796097	1.35145556385298	4.6964378108625e-21	6.96287092210477e-28	0.00927855279125292	1.21402917410796e-19	2.9470623064343e-26	0.0357985954707296	9.98050110544226	10.3377609121277	6.09757355772434	6.83874952311778	5.04877165571176	5.59215562254963	1	1
MvSl-1064-A2-R4_A2g00165	MvSl-1064-A1-R4_A2	MAT	382553	383213	8.74683430671558	1.80226238740956	1.65282177991886	-0.1494406074907	1.99217868902222e-08	4.13883381921011e-07	0.653886645471893	1.46321004082511e-07	2.32584465709959e-06	0.806824333434293	9.73432455332673	9.61615948892542	7.72373663448924	8.06953441767111	8.06480823969498	8.04303019815368	1	1
MvSl-1064-A2-R4_A2g00166	MvSl-1064-A1-R4_A2	MAT	383269	384665	8.85808413258178	2.56793630315429	0.800197232616543	-1.76773907053775	1.10298018609285e-12	0.0169475519178949	8.85054292492688e-07	1.54119123300001e-11	0.0370334729734601	9.73559721741957e-06	9.42406737490654	9.88025688818733	6.96551519945528	7.34725060781612	9.02784844258469	8.72138927221786	1	1
MvSl-1064-A2-R4_A2g00173	MvSl-1064-A1-R4_A2	MAT	401042	401334	10.4363359234326	0.184902060599158	1.24150115463914	1.05659909403998	0.459916652925827	1.92621796303808e-06	3.99536524416308e-05	0.584218451013888	9.95854686890685e-06	0.000356138591591778	10.8852423996565	10.7469943995995	10.6353672307825	10.6318148730414	9.67982366758611	9.48535162402557	1	1
MvSl-1064-A2-R4_A2g00174	MvSl-1064-A1-R4_A2	MAT	401533	401897	12.3852963821506	-0.449486250362635	1.15742076435111	1.60690701471375	0.0746850968571734	6.95157344105407e-06	5.35674836335674e-10	0.135481386228627	3.20889595448657e-05	7.10112539450111e-09	12.4802738367504	12.472721392137	13.0322308058979	12.8102528133352	11.2603613971962	11.3800034534104	1	1
MvSl-1064-A2-R4_A2g00180	MvSl-1064-A1-R4_A2	MAT	409620	409842	3.86697317895189	2.35817585122348	5.13539395229697	2.77721810107349	0.0547220286070987	0.00499401752843287	0.164947713160646	0.107163972688902	0.0131729952153051	0.337067066023929	3.90646337539499	5.28443966949091	3.58252916129815	3.54589589354536	3.11375692647303	3.11375692647303	1	1
MvSl-1064-A2-R4_A2g00188	MvSl-1064-A1-R4_A2	MAT	421930	422088	6.85455298087092	-1.68767006572315	-1.21621321898009	0.471456846743062	0.000494226579391832	0.0179857366699685	0.243878683460701	0.00177325485300736	0.0386985138712745	0.421349474685689	5.33458399057208	6.11460935776829	7.3938742537172	7.23592661383925	6.73378975641784	6.99330168727163	2	2
MvSl-1064-A2-R4_A2g00212	MvSl-1064-A1-R4_A2	MAT	476809	477301	10.0668927096343	1.59610898817313	1.39648927641944	-0.199619711753692	1.6105471570567e-07	4.90683058886155e-06	0.512595496242083	1.04081610024789e-06	2.30621037676493e-05	0.688342523525083	10.8559347543429	10.9195031152465	9.29952708640513	9.30932354912833	9.81123968814727	9.11382063508958	1	1
MvSl-1064-A2-R4_A2g00213	MvSl-1064-A1-R4_A2	MAT	477435	478433	10.4291018090238	1.18570240218314	1.05729363794361	-0.128408764239534	2.11046178374799e-05	0.000161649927251812	0.645290051956672	0.00010010171946768	0.000601244693447387	0.803183388739073	11.1932107736426	10.9551900775719	9.9595928020791	9.83854016286474	10.2825324001883	9.72162853602049	1	1
MvSl-1064-A2-R4_A2g00214	MvSl-1064-A1-R4_A2	MAT	478565	478873	9.54185229081978	0.716241459985011	-1.08228815749841	-1.79852961748342	0.0272918425725892	0.000645028643887267	1.66699194099443e-08	0.0592852210505405	0.00203341346883974	1.91518851887583e-07	9.28438618912483	9.19153226232223	8.79450290714913	8.22338156312756	10.1829039565231	10.4267773665505	2	2
MvSl-1064-A2-R4_A2g00219	MvSl-1064-A1-R4_A2	MAT	492996	494714	8.35839967011609	-2.16578156291447	-1.58322593920575	0.582555623708716	2.41120174811321e-06	0.000680830243641105	0.154232803935429	1.34042075674681e-05	0.00212041708411115	0.320234376042637	7.43859280241935	5.98249414802178	8.54779905755355	9.28855138167556	8.55196009405941	8.22369254216919	2	2
MvSl-1064-A2-R4_A2g00228	MvSl-1064-A1-R4_A2	MAT	502881	503519	4.66328543002733	-1.68433311359147	-3.27888797010686	-1.59455485651539	0.213512657778288	0.0067279721649901	0.0625740913359805	0.316292389889326	0.0173052816383079	0.163017550463508	3.90646337539499	3.11375692647303	4.65955535130125	3.87798840270851	5.5779317950542	5.30171818947846	2	2
MvSl-1064-A2-R4_A2g00230	MvSl-1064-A1-R4_A2	MAT	507700	508508	10.4090796440378	2.19368989174488	1.63243087840683	-0.561259013338057	1.34303229410951e-14	6.15047485692671e-09	0.0467379839855035	2.04219910604299e-13	4.54256500147302e-08	0.131323574567964	11.3273849549734	11.4344001655021	9.3880616625361	8.99572966969898	9.95318216002352	9.53751291138476	1	1
MvSl-1064-A2-R4_A2g00233	MvSl-1064-A1-R4_A2	MAT	510742	511356	7.91934339223406	1.90554374871553	-4.4015184101993	-6.30706215891483	0.0161382612721173	4.39647230860312e-20	3.0270502495406e-33	0.0386272272115029	1.19368249757074e-18	2.60830829835415e-31	5.33458399057208	5.28443966949091	3.11375692647303	4.57117390382962	9.24100256506263	9.53751291138476	2	2
MvSl-1064-A2-R4_A2g00243	MvSl-1064-A1-R4_A2	MAT	529899	530311	7.04253796324052	1.44764382183247	1.67892127733816	0.231277455505693	0.0010246146400036	0.000320751213272053	0.62979761980355	0.0034397777200121	0.00106986049846227	0.79415943765472	7.84880472383317	7.97267850670368	6.96551519945528	5.97892052572903	6.59476558357498	6.04073078641844	1	1
MvSl-1064-A2-R4_A2g00244	MvSl-1064-A1-R4_A2	MAT	530396	530787	8.21434955703924	0.611359675616391	0.948483884326222	0.33712420870983	0.0829877640002849	0.00972641771153911	0.350598312718123	0.148974562458845	0.0236082533186184	0.526916650218807	8.82146070720484	8.54097319970835	8.25002534257391	7.91547960928533	7.36717520055933	8.06688949513687	1	1
MvSl-1064-A2-R4_A2g00254	MvSl-1064-A1-R4_A2	MAT	552863	554296	14.7484352464009	1.73353155670307	1.31735022722404	-0.416181329479029	1.3575485621479e-06	0.000204663184457197	0.233958803303973	7.71266600692819e-06	0.000724731961399801	0.410022716298828	15.6176589384672	15.5138752971835	14.1361160745153	13.4508318100081	14.3473912409354	14.144972520162	1	1
MvSl-1064-A2-R4_A2g00271	MvSl-1064-A1-R4_A2	MAT	588039	588824	7.5731160775076	-0.801356510075887	-1.98408763697901	-1.18273112690312	0.135800857744917	0.000190812995746749	0.0138872596210734	0.225028985429878	0.000685071658340759	0.049515263614448	5.72876078214831	6.95260623233791	6.4110096675741	7.72248202867714	8.01114099267524	8.62824796298772	2	2
