gid	gname	chr	start	end	logCPM	logFC.A1.A2	PV.A1.A2	FDR.A1.A2	A1_1	A1_2	A2_1	A2_2
MvSl-1064-A1-R4_A1g00002	MvSl-1064-A1-R4_A1	aMAT	1057	1350	4.58279108792029	-0.102315598397653	0.684849441936666	0.999982397702758	4.6602925077296	4.38866479020425	4.72313575156291	4.53605610061165
MvSl-1064-A1-R4_A1g00003	MvSl-1064-A1-R4_A1	aMAT	3408016	3408225	5.11146295569694	0.871028460556259	0.0066405760142883	0.115636282905121	5.67999345687226	5.25431757423254	3.99952861618524	5.0437366437392
MvSl-1064-A1-R4_A1g00004	MvSl-1064-A1-R4_A1	aMAT	2563	6967	6.31897398966157	-0.0929897344479235	0.614092327496636	0.999982397702758	6.31038323612063	6.23203553113875	6.3348374957748	6.39375861307625
MvSl-1064-A1-R4_A1g00005	MvSl-1064-A1-R4_A1	aMAT	7783	9967	5.90413738782686	-0.0592525360119191	0.772568912291915	0.999982397702758	5.78182246880058	5.96091489858398	6.0133417955606	5.848709284472
MvSl-1064-A1-R4_A1g00006	MvSl-1064-A1-R4_A1	aMAT	10297	11118	7.42037639923391	0.00846651587372408	0.966827699351456	0.999982397702758	7.31907712114793	7.52289591294172	7.47360472980164	7.35630384357906
MvSl-1064-A1-R4_A1g00007	MvSl-1064-A1-R4_A1	aMAT	11416	12757	7.6957178402621	0.210047396403464	0.313155441471863	0.937569010634069	7.70302858240088	7.88507451845333	7.59956027787254	7.57429442821048
MvSl-1064-A1-R4_A1g00008	MvSl-1064-A1-R4_A1	aMAT	13778	17299	7.65664210727414	0.432748609453985	0.105496637737893	0.641854713184142	7.55491345062589	8.10640199207953	7.71228421046503	7.06419229128789
MvSl-1064-A1-R4_A1g00009	MvSl-1064-A1-R4_A1	aMAT	17742	19664	7.4705010115289	0.705875455115995	0.0119435265733243	0.176167016956534	7.28284277456672	8.15014018783721	7.28537184261195	6.82922162163624
MvSl-1064-A1-R4_A1g00010	MvSl-1064-A1-R4_A1	aMAT	21256	22638	1.91271474254761	0.529250743142106	0.175086960570436	0.784697582406633	1.79764802814564	2.43603382838175	1.70810940688675	1.5610659050285
MvSl-1064-A1-R4_A1g00011	MvSl-1064-A1-R4_A1	aMAT	23065	24689	1.32012653940767	0.617435324173638	0.167327092067916	0.766228779155608	1.03611642611379	1.99299663610739	1.06329237025641	0.932670239281488
MvSl-1064-A1-R4_A1g00013	MvSl-1064-A1-R4_A1	aMAT	25010	25687	6.08954518095282	0.0514577829349006	0.787545758741465	0.999982397702758	6.15334026145008	6.07576431037659	6.06695993885981	6.06034691986841
MvSl-1064-A1-R4_A1g00014	MvSl-1064-A1-R4_A1	aMAT	27672	29826	2.36299300206124	-0.536587873497998	0.246273324952899	0.87623559095449	1.30636031006255	2.56621896742402	2.97952272900086	2.07694634353352
MvSl-1064-A1-R4_A1g00015	MvSl-1064-A1-R4_A1	aMAT	31145	31816	2.73716761002281	-0.531220747580214	0.282048299726966	0.919452955494175	1.3368412928465	3.06617646762854	3.31113332325309	2.52590603054139
MvSl-1064-A1-R4_A1g00016	MvSl-1064-A1-R4_A1	aMAT	31867	32715	0.266536528557148	0.541695126547416	0.304525133596144	0.935267602085691	0.205336379306202	0.749306534233475	0.400217588243186	-0.544368334964511
MvSl-1064-A1-R4_A1g00017	MvSl-1064-A1-R4_A1	aMAT	32832	32999	1.15304063648919	-0.889738675089152	0.0490568839435448	0.434725430045168	0.269947151833063	0.953452052112051	1.21173618909743	1.74778369941759
MvSl-1064-A1-R4_A1g00019	MvSl-1064-A1-R4_A1	aMAT	37426	37720	1.67637367952705	0.0398930513168365	0.919601214230612	0.999982397702758	1.73035928693284	1.66128354824625	1.34632103349741	1.91308169624828
MvSl-1064-A1-R4_A1g00020	MvSl-1064-A1-R4_A1	aMAT	37961	39396	1.95607162629112	0.211336634399655	0.593276516261492	0.999982397702758	1.70721373329505	2.33736778994156	2.06115130133187	1.60469702875798
MvSl-1064-A1-R4_A1g00021	MvSl-1064-A1-R4_A1	aMAT	39845	40120	5.08090925528278	1.51386596677985	7.61715973231007e-10	6.21006258903243e-08	5.82681096067323	5.44578053839822	4.17979474393994	4.0984348347433
MvSl-1064-A1-R4_A1g00023	MvSl-1064-A1-R4_A1	aMAT	41703	42358	0.979374053073771	0.460126240384904	0.285778661182627	0.922224913093127	1.27522140550272	1.09822659208315	0.862300210639957	0.628914936376985
MvSl-1064-A1-R4_A1g00025	MvSl-1064-A1-R4_A1	aMAT	44670	45575	0.886247158848419	-0.216765692750527	0.657204112029912	0.999982397702758	1.17755685799966	0.226449852015034	0.628702687397431	1.2673029285962
MvSl-1064-A1-R4_A1g00026	MvSl-1064-A1-R4_A1	aMAT	46588	48824	5.60484413788342	-0.188472121776452	0.416143896922551	0.996824304431838	5.69771661186759	5.28867390085317	5.49274573144689	5.87344559924146
MvSl-1064-A1-R4_A1g00027	MvSl-1064-A1-R4_A1	aMAT	50171	55586	1.38274604126975	-0.137451885714196	0.730776449105617	0.999982397702758	1.2433955493758	1.37897910325304	1.29398385676655	1.58304640147404
MvSl-1064-A1-R4_A1g00028	MvSl-1064-A1-R4_A1	aMAT	56765	57706	3.31276478293832	-0.695204950907443	0.0231537472859165	0.275754057981539	2.77742501560926	3.05734688781833	3.62892519591205	3.59710483887443
MvSl-1064-A1-R4_A1g00029	MvSl-1064-A1-R4_A1	aMAT	59218	59891	1.65956967664318	1.06735798796666	0.00544871519703769	0.0997226079327224	2.14635652443669	2.04751719513518	1.12451461382333	0.999571977927965
MvSl-1064-A1-R4_A1g00030	MvSl-1064-A1-R4_A1	aMAT	60303	60627	5.57148306062676	0.185667417946402	0.366019225024816	0.969295244984685	5.61463545006498	5.70658776343134	5.50862130241386	5.4427672357739
MvSl-1064-A1-R4_A1g00031	MvSl-1064-A1-R4_A1	aMAT	60777	61230	4.62161417569404	-0.118759827868417	0.656011974776196	0.999982397702758	4.47058538950862	4.64588359373883	4.39695649202133	4.91534554863038
MvSl-1064-A1-R4_A1g00032	MvSl-1064-A1-R4_A1	aMAT	61566	63177	9.3263322769258	0.0610196533083449	0.823601725081589	0.999982397702758	9.33621071556138	9.37654691699861	9.33595443092045	9.25389789347051
MvSl-1064-A1-R4_A1g00033	MvSl-1064-A1-R4_A1	aMAT	63513	66190	4.58400115792115	-0.284830167373451	0.241830480805483	0.870362523638062	4.42165597047295	4.44729181678725	4.69566152559758	4.74057640724278
MvSl-1064-A1-R4_A1g00035	MvSl-1064-A1-R4_A1	aMAT	68178	68401	5.11272363712413	0.425425097198826	0.0661034937547564	0.513260720339961	5.23230898913033	5.38356296758222	4.98281112610216	4.78154862316179
MvSl-1064-A1-R4_A1g00036	MvSl-1064-A1-R4_A1	aMAT	68795	70180	5.31961792090205	0.00333327445653991	0.987712981091855	0.999982397702758	5.30733951808628	5.33507313877955	5.33170675310222	5.30408166400947
MvSl-1064-A1-R4_A1g00037	MvSl-1064-A1-R4_A1	aMAT	71408	72880	4.71950760151905	0.137451495236694	0.574361871587033	0.999982397702758	4.87542152016829	4.69224910873558	4.53301085950006	4.75758847141466
MvSl-1064-A1-R4_A1g00039	MvSl-1064-A1-R4_A1	aMAT	77299	78423	8.101080303064	0.295240402443601	0.197430190396736	0.820080568540031	8.171291271793	8.3078185458922	8.08164910349499	7.79633720396116
