gid	gname	chr	start	end	logCPM	logFC.A1.A2	PV.A1.A2	FDR.A1.A2
MvSl-1064-A1-R4_A1g00591	MvSl-1064-A1-R4_A1	aMAT	473140	476235	4.07176676785348	4.37568885896532	1.27078929042413e-27	2.77961911134721e-25
MvSl-1064-A1-R4_A1g01282	MvSl-1064-A1-R4_A1	aMAT	741065	742055	2.36637318207793	-6.17677837659766	1.29075773787551e-30	3.21542094257432e-28
MvSl-1064-A1-R4_A1g00230	MvSl-1064-A1-R4_A1	aMAT	908654	911656	7.92994449943292	-4.37792965919777	1.7525236739815e-61	1.96457903853327e-58
MvSl-1064-A1-R4_A1g00355	MvSl-1064-A1-R4_A1	aMAT	914330	919259	8.54474820744768	5.40524308889685	4.07045103108566e-39	1.56581745808808e-36
MvSl-1064-A1-R4_A1g00752	MvSl-1064-A1-R4_A1	aMAT	983405	984033	3.56798213997447	4.80099641565836	6.92650206447655e-36	2.14196105221468e-33
MvSl-1064-A1-R4_A1g00635	MvSl-1064-A1-R4_A1	aMAT	1098507	1099824	3.79125815789252	3.59746989121114	5.42321859769528e-20	8.84280443347841e-18
MvSl-1064-A1-R4_A1g00269	MvSl-1064-A1-R4_A1	aMAT	1119790	1125248	7.68829245597164	4.65521956295965	1.39291883324055e-58	1.24916960965013e-55
MvSl-1064-A1-R4_A1g01267	MvSl-1064-A1-R4_A1	aMAT	1132727	1134319	5.64021807974349	3.97547839836434	2.06850579496355e-58	1.54586333076943e-55
MvSl-1064-A1-R4_A1g00326	MvSl-1064-A1-R4_A1	aMAT	1174940	1175619	4.16719596945787	-12.5205193578165	1.47239094436987e-71	2.6408803978218e-68
MvSl-1064-A1-R4_A1g01404	MvSl-1064-A1-R4_A1	aMAT	1176446	1176679	3.57456952524438	6.29156827826777	1.57820558498782e-47	8.325498638924e-45
MvSl-1064-A1-R4_A1g01136	MvSl-1064-A1-R4_A1	aMAT	1185421	1186806	3.69064578569013	3.95060573142093	9.3823672451984e-25	1.86980154344309e-22
MvSl-1064-A1-R4_A1g01162	MvSl-1064-A1-R4_A1	aMAT	1217849	1218338	2.99330969158682	-5.46703728390538	9.59340413980648e-32	2.5304014213466e-29
MvSl-1064-A1-R4_A1g01163	MvSl-1064-A1-R4_A1	aMAT	1257109	1257735	3.94499818639325	-3.61830952721255	1.08988679770594e-28	2.57213284258601e-26
MvSl-1064-A1-R4_A1g01049	MvSl-1064-A1-R4_A1	aMAT	1278622	1279107	6.51276633409712	-3.77788868788302	1.65699364454562e-66	2.47665316738085e-63
MvSl-1064-A1-R4_A1g00522	MvSl-1064-A1-R4_A1	aMAT	1389234	1391759	1.31442289036198	4.65785117573784	2.4560673687845e-16	3.49619240686657e-14
MvSl-1064-A1-R4_A1g01007	MvSl-1064-A1-R4_A1	aMAT	1393224	1396199	4.73675149577974	-3.84623119244166	1.07603807801622e-37	3.71150364755749e-35
MvSl-1064-A1-R4_A1g00668	MvSl-1064-A1-R4_A1	aMAT	1399296	1400598	6.32255891740347	5.49573771341477	4.00455409830492e-104	1.79564205767993e-100
MvSl-1064-A1-R4_A1g00312	MvSl-1064-A1-R4_A1	aMAT	1400757	1402594	8.45180548130671	3.50609789944624	3.6056772374159e-34	1.04308753113373e-31
MvSl-1064-A1-R4_A1g01021	MvSl-1064-A1-R4_A1	aMAT	1486271	1487768	3.03972494442999	-6.87540332242352	6.32237592487408e-34	1.77184585294596e-31
MvSl-1064-A1-R4_A1g00642	MvSl-1064-A1-R4_A1	aMAT	1588797	1592442	6.24525868367593	-7.8443329766108	7.21824495142571e-150	6.47332207243858e-146
MvSl-1064-A1-R4_A1g00835	MvSl-1064-A1-R4_A1	aMAT	1688108	1688798	4.35663714437296	-4.21160358484462	2.89049468856237e-38	1.03687825468109e-35
MvSl-1064-A1-R4_A1g00546	MvSl-1064-A1-R4_A1	aMAT	1711315	1715586	2.48437864539035	-5.17823572030577	3.1090563204909e-27	6.63857549575294e-25
MvSl-1064-A1-R4_A1g01220	MvSl-1064-A1-R4_A1	aMAT	2568240	2569874	7.57641358034183	-3.43374803802152	3.90849906159248e-53	2.69626304495087e-50
MvSl-1064-A1-R4_A1g00283	MvSl-1064-A1-R4_A1	aMAT	2689352	2692677	5.38039512115312	-4.38531264652006	8.14535206156469e-42	3.84460617305854e-39
MvSl-1064-A1-R4_A1g01302	MvSl-1064-A1-R4_A1	aMAT	2709667	2711246	5.56616309994455	-5.12087236900553	5.79770653549994e-64	7.42769031576621e-61
MvSl-1064-A1-R4_MC01-1g02827	MvSl-1064-A1-R4_MC01-1	Chr01	2237326	2237787	0.0784918578136563	-3.39815868193585	3.1478243841308e-07	1.83309669330422e-05
MvSl-1064-A1-R4_MC01-1g02869	MvSl-1064-A1-R4_MC01-1	Chr01	2340468	2340984	0.0607064341773405	5.23642346781082	5.5857956604309e-11	4.91111916497493e-09
MvSl-1064-A1-R4_MC01-1g02870	MvSl-1064-A1-R4_MC01-1	Chr01	2341587	2342353	0.354714310253497	3.42106369156038	2.91226249225442e-08	1.92038014930424e-06
MvSl-1064-A1-R4_MC01-1g02885	MvSl-1064-A1-R4_MC01-1	Chr01	2407407	2407795	0.794741840301491	-9.03667399040116	6.62675885169846e-19	1.06122809610771e-16
MvSl-1064-A1-R4_MC01-1g02916	MvSl-1064-A1-R4_MC01-2	Chr01	2501498	2503427	2.58836256704418	-10.9138559850373	6.48226835662847e-29	1.57116169249308e-26
MvSl-1064-A1-R4_MC01-1g02912	MvSl-1064-A1-R4_MC01-2	Chr01	2505946	2508327	1.91383195892012	-3.20908183200798	1.30351519494722e-12	1.29888047425408e-10
