gid	gname	chr	start	end	logCPM	logFC.A1.A2	PV.A1.A2	FDR.A1.A2
MvSl-1064-A1-R4_A1g00081	MvSl-1064-A1-R4_A1	aMAT	186136	186867	5.50069691229409	2.86231669366848	2.34506173784406e-28	5.25762841624638e-26
MvSl-1064-A1-R4_A1g00107	MvSl-1064-A1-R4_A1	aMAT	220047	220241	1.19475084157483	2.47103632809118	4.87936534627043e-08	3.14345147672209e-06
MvSl-1064-A1-R4_A1g00808	MvSl-1064-A1-R4_A1	aMAT	468377	470856	2.41080162935676	2.86895584505862	3.64313679794245e-14	4.18867317999332e-12
MvSl-1064-A1-R4_A1g00591	MvSl-1064-A1-R4_A1	aMAT	473140	476235	4.07176676785348	4.37568885896532	1.27078929042413e-27	2.77961911134721e-25
MvSl-1064-A1-R4_A1g00592	MvSl-1064-A1-R4_A1	aMAT	486140	486307	3.02889939010165	-2.14712214132078	9.27962724868863e-08	5.66120388885984e-06
MvSl-1064-A1-R4_A1g00641	MvSl-1064-A1-R4_A1	aMAT	545893	546933	3.21083240023554	2.24111737778287	1.11726325749664e-10	9.63424701272106e-09
MvSl-1064-A1-R4_A1g00102	MvSl-1064-A1-R4_A1	aMAT	576253	577851	0.35747832862017	2.02261806590015	0.000135552442379853	0.0048820654749499
MvSl-1064-A1-R4_A1g01282	MvSl-1064-A1-R4_A1	aMAT	741065	742055	2.36637318207793	-6.17677837659766	1.29075773787551e-30	3.21542094257432e-28
MvSl-1064-A1-R4_A1g00389	MvSl-1064-A1-R4_A1	aMAT	863010	863649	6.08949385557201	2.25331026651372	1.22678626613989e-28	2.82097929095962e-26
MvSl-1064-A1-R4_A1g01038	MvSl-1064-A1-R4_A1	aMAT	904475	905581	8.07444182393563	-2.44827822968669	1.10506425025676e-14	1.33921840490576e-12
MvSl-1064-A1-R4_A1g00230	MvSl-1064-A1-R4_A1	aMAT	908654	911656	7.92994449943292	-4.37792965919777	1.7525236739815e-61	1.96457903853327e-58
MvSl-1064-A1-R4_A1g00355	MvSl-1064-A1-R4_A1	aMAT	914330	919259	8.54474820744768	5.40524308889685	4.07045103108566e-39	1.56581745808808e-36
MvSl-1064-A1-R4_A1g00752	MvSl-1064-A1-R4_A1	aMAT	983405	984033	3.56798213997447	4.80099641565836	6.92650206447655e-36	2.14196105221468e-33
