MvSl-1064-A1-R4_A1g00073	bPAR	bPAR	160618	163050	5.103829051	0.811477637	0.001586955	0.025743608	5.292301387	5.59407755	4.36206763	4.876735855	375	375	1	Up	DE	1128	1128	1
MvSl-1064-A1-R4_A1g00078	bPAR	bPAR	177417	178892	7.162015405	-0.993002656	8.92E-05	0.002056118	6.188489281	6.891761894	7.771153038	7.347523635	153	153	1	Down	DE	462	462	1
MvSl-1064-A1-R4_A1g00079	bPAR	bPAR	179366	179827	5.694014129	-1.646693649	7.76E-10	3.79E-08	4.856897194	4.413095053	5.91206624	6.597469001	1388	1388	1	Down	DE	4167	4167	1
MvSl-1064-A1-R4_A1g00080	bPAR	bPAR	180716	185718	5.542369321	-1.367630539	5.04E-10	2.49E-08	4.671337984	4.740031501	5.91079222	6.21449043	151	151	1	Down	DE	456	456	1
MvSl-1064-A1-R4_A1g00154	Black	OldStrata	2689352	2692677	5.199460696	-0.909654782	5.39E-05	0.001286072	4.614019113	4.737485441	5.671496984	5.491215484	220	220	1	Down	DE	663	663	1
MvSl-1064-A1-R4_A1g00165	Black	OldStrata	621126	622892	7.334891887	-0.801032568	5.23E-05	0.001260356	6.838905348	6.920104979	7.656871623	7.703989183	889	904	1.016872891	Down	DE	2670	2715	1.016853933
MvSl-1064-A1-R4_A1g00230	Purple	OldStrata	919803	924298	5.230187082	1.402672746	2.99E-09	1.32E-07	5.838983877	5.685414554	4.170964231	4.537736211	229	321	0.713395639	Up	DE	690	966	0.714285714
MvSl-1064-A1-R4_A1g00242	Black	OldStrata	1134595	1135956	5.994034638	0.66789462	0.000859995	0.015576484	6.264072184	6.31283723	5.510925333	5.724931509	191	191	1	Up	DE	576	576	1
MvSl-1064-A1-R4_A1g00246	Black	OldStrata	616404	620052	6.804052816	1.489921975	1.13E-15	1.03E-13	7.381123455	7.345749247	5.832215722	5.916858268	344	344	1	Up	DE	1035	1035	1
MvSl-1064-A1-R4_A1g00254	Black	OldStrata	651956	657345	4.805555172	-1.92950017	2.21E-12	1.51E-10	3.782372513	3.272927838	5.291583489	5.630506344	738	746	1.010840108	Down	DE	2217	2241	1.01082544
