MvSl-1064-A1-R4_A1g00002	58.84	67.35	MvSl-1064-A2-R4_A2g00002	58.84	67.35	1057	1350	4.600591995	0.229671835	0.229671835	0.36183778	0.925321922	4.614019113	4.799826609	4.358333902	4.594603927	bPAR	bPAR	0	0	NON
MvSl-1064-A1-R4_A1g00003	51.29	52.81	MvSl-1064-A2-R4_A2g01827	51.36	53.17	3408913	3409518	5.498395363	0.360311503	0.360311503	0.109454061	0.591107245	5.817381425	5.498069757	5.192312882	5.413392498	bPAR	bPAR	-0.07	-0.36	NON
MvSl-1064-A1-R4_A1g00010	56.02	62.72	MvSl-1064-A2-R4_A2g00010	56.02	62.72	21256	22638	2.313046369	0.785609424	0.785609424	0.032846554	0.281932918	2.620673914	2.660052231	2.139491191	1.537188382	bPAR	bPAR	0	0	NON
MvSl-1064-A1-R4_A1g00019	51.15	58.02	MvSl-1064-A2-R4_A2g00019	51.15	58.02	37426	37720	2.194532389	0.427156681	0.427156681	0.244161147	0.822900113	2.609544687	2.118203948	2.012211966	1.91884176	bPAR	bPAR	0	0	NON
MvSl-1064-A1-R4_A1g00021	53.81	47.14	MvSl-1064-A2-R4_A2g00021	53.81	47.14	37961	39396	5.747601038	0.190013272	0.190013272	0.375970172	0.935167006	5.784358862	5.891841071	5.473446009	5.806491509	bPAR	bPAR	0	0	NON
MvSl-1064-A1-R4_A1g00023	54.79	60.05	MvSl-1064-A2-R4_A2g00023	54.79	60.05	41703	42358	0.126370484	-0.871091372	0.871091372	0.088929929	0.522740713	-0.58227834	-0.075654491	0.151396553	0.760247891	bPAR	bPAR	0	0	NON
MvSl-1064-A1-R4_A1g00024	52.29	59.8	MvSl-1064-A2-R4_A2g00024	52.29	59.8	42439	44564	4.389180682	0.637897266	0.637897266	0.018536081	0.186429363	4.5572275	4.775212452	3.815547245	4.226714254	bPAR	bPAR	0	0	NON
MvSl-1064-A1-R4_A1g00026	55.03	60.67	MvSl-1064-A2-R4_A2g00026	55.03	60.67	46588	48824	5.046661331	0.485450892	0.485450892	0.056154858	0.401730443	5.475096703	5.025305338	4.601987838	4.94521846	bPAR	bPAR	0	0	NON
MvSl-1064-A1-R4_A1g00028	54.37	55.36	MvSl-1064-A2-R4_A2g00028	54.37	55.36	50171	55586	4.829132743	0.436824573	0.436824573	0.062096666	0.423674699	5.056545447	5.002159044	4.651645004	4.534320206	bPAR	bPAR	0	0	NON
MvSl-1064-A1-R4_A1g00058	49.33	58	MvSl-1064-A2-R4_A2g00058	49.33	58	121712	122035	0.03842301	-0.954050108	0.954050108	0.062620192	0.425210499	-0.483640272	-0.395107576	0.668129848	0.123706941	bPAR	bPAR	0	0	NON
MvSl-1064-A1-R4_A1g00059	52.17	56.52	MvSl-1064-A2-R4_A2g00059	52.17	56.52	123729	124006	3.31579431	0.002038336	0.002038336	0.995201422	0.999949922	3.263116288	3.368172614	3.648271896	2.878091043	bPAR	bPAR	0	0	NON
MvSl-1064-A1-R4_A1g00060	55.77	66.98	MvSl-1064-A2-R4_A2g00060	55.77	66.98	124165	124371	2.825175224	-0.148656286	0.148656286	0.717700663	0.999949922	3.121439018	2.252660481	2.394101906	3.271859892	bPAR	bPAR	0	0	NON
MvSl-1064-A1-R4_A1g00071	52.35	56.65	MvSl-1064-A2-R4_A2g00071	52.35	56.65	154349	157189	4.032726189	-0.507412605	0.507412605	0.059908927	0.41605314	3.737069374	3.782982452	4.289419736	4.2393572	bPAR	bPAR	0	0	NON
MvSl-1064-A1-R4_A1g00108	63.1	75	MvSl-1064-A2-R4_A2g00118	63.1	75	234418	236731	5.021408302	-0.31807729	0.31807729	0.196752328	0.759104735	4.828381305	4.880506305	5.38446092	4.921879003	Black	OldStrata	0	0	NON
MvSl-1064-A1-R4_A1g00120	51.79	54.12	MvSl-1064-A2-R4_A2g00240	51.79	55.93	581878	584313	3.552212945	0.688411074	0.688411074	0.023179534	0.221340504	4.027847453	3.64850709	3.174771955	3.161047934	Black	OldStrata	0	-1.81	NON
MvSl-1064-A1-R4_A1g00194	57.34	63.05	MvSl-1064-A2-R4_A2g00791	59.06	64.67	1183296	1185232	2.662131774	-0.377983628	0.377983628	0.253214875	0.833825622	2.54090379	2.388687111	2.776326571	2.899490975	Black	OldStrata	-1.72	-1.62	NON
MvSl-1064-A1-R4_A1g00209	53.54	55.31	MvSl-1064-A2-R4_A2g00160	53.93	55.08	407531	411380	5.175905523	0.161720777	0.161720777	0.465234984	0.976188214	5.288817169	5.2184361	5.127981921	5.056567152	Black	OldStrata	-0.39	0.23	NON
MvSl-1064-A1-R4_A1g00210	60.21	66.4	MvSl-1064-A2-R4_A2g00699	60.21	66.4	1150800	1151468	5.316975906	-0.106996288	0.106996288	0.628588831	0.999369662	5.174521441	5.345922644	5.389957636	5.348740906	Black	OldStrata	0	0	NON
